,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Toby's Family Foods,Springfield,OR,https://tobysfamilyfoods.com/,541-689-8506,procurement@tobysfamilyfoods.com,Salad dressings and dips; plant-based dips and spreads; cold-pressed organic juice (Genesis); seasoning mix (own brands),Own-brand small-batch production. No dedicated third-party co-pack or private-label page found.,,,,brand with co-pack mention,https://tobysfamilyfoods.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,2,brand_primary; oda_directory_copack; thin_copack_evidence; hpp_juice_own_brand; unlisted_not_current_copack,"EXCLUDE. Official site is a PNW brand storefront for dressings, plant-based dips, Genesis cold-pressed juice (cold-pressure / no-heat claim), and seasoning mix. No co-pack, private-label, or contract manufacturing offer found on home or contact. ODA PNW locator lists them for HPP juice, dressings, spreads, dips. Seed phone and procurement@ retained from ODA row; not reconfirmed on bot-protected contact page. Seed 3rd-Party Audits not republished.",Toby's Family Foods,toby's family foods|springfield|OR
1,"West Coast CoPacker, Inc.",Salem,OR,https://westcoastcopacker.com/,(702) 273-9714,info@westcoastcopacker.com,,,,,,unknown,https://westcoastcopacker.com/; https://www.pickyourown.org/copackers-Oregon.php,2026-08-26 00:00:00,EXCLUDE,5,domain_hijacked; dead_copacker_site; do_not_revive,Seed URL no longer belongs to a food co-packer. Live fetch redirected to unrelated content (gambling/togel template and other parked pages). Do not list. Seed phone is a Las Vegas area code for a claimed Salem OR plant and was not reconfirmed. Seed organic/gluten-free/FDA and small-startup claims are directory-only on a hijacked domain.,West Coast CoPacker,"west coast copacker, inc|salem|OR"
2,Better Beverage Company (Humm Kombucha division),Bend,OR,https://betterbeveragecompany.com/,,wade@betterbeveragecompany.com,Fermented and non-fermented beverages; alcoholic and non-alcoholic; juice-based drinks; hard ciders; teas; kombuchas; seltzers; sodas; hydration/energy/functional beverages; naturally preserved shelf-stable and low-pH/high-acid profiles,Co-manufacturing since 2018 as a Humm Kombucha division; product development and matching; ingredient sourcing; small-batch pilot and pre-launch runs; process authority / shelf-life testing; carbonation mixing blending flavoring; pasteurization; procurement warehousing and fulfillment including DTC,Kegs; glass; cans; trays; paperboard cartons; corrugated boxes; pressure-sensitive label wrap; variety packs,,SQF (97/100 claimed); FDA registered facility (claimed); Certified Organic by Oregon Tilth (claimed); allergen-free facility (claimed); on-site 3rd-party-verified lab (claimed),co-manufacturer,https://betterbeveragecompany.com/; https://betterbeveragecompany.com/capabilities/; https://betterbeveragecompany.com/about-us/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,beverage_cans_glass_kegs; humm_kombucha_division; startup_and_scale; published_certs; no_published_moq,"Official capabilities and about pages confirm third-party beverage co-manufacturing at 20720 NE Brinson Blvd, Bend OR. Facility claims SQF 97/100, Oregon Tilth organic, FDA registration, allergen-free. Packaging listed as kegs/glass/cans. No numeric MOQ published (seed Inquire about Minimums unused). Public email Wade@BetterBeverageCompany.com on site; no phone published.",Better Beverage Company,better beverage company|bend|OR
3,Buckman Coffee Factory,Portland,OR,https://buckmancoffee.com/,,,Specialty coffee roasting (shared equipment); barista and roasting education,Shared-space roasting incubator with rentable roasters and weigh/fill; green coffee receiving and storage; cupping room and event space rental; roasting and barista classes. Not a turnkey third-party co-packer.,Bag fill via SOVDA sorter plus weigh and fill (member equipment),,,shared kitchen/incubator,https://buckmancoffee.com/; https://buckmancoffee.com/pages/contact-us; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,LISTABLE,4,shared_kitchen; coffee_roasting_incubator; membership_model; first_run_fit,"Official site describes a unique shared-space roasting facility / incubator for small coffee businesses (opened 2015). Rentable equipment listed: 1.5 kg and 10 kg Proaster, SF-25 San Franciscan, S15 Falcon Loring, Joper sample roaster, SOVDA sorter plus weigh/fill. ODA locator lists coffee roasting with a 6 hour shift note; that number is not republished on the public site so unused. No public phone or email found on home/contact. Keep as shared kitchen offering production; do not auto-EXCLUDE.",Buckman Coffee Factory,buckman coffee factory|portland|OR
4,"Commodities Plus, Inc.",Vancouver,WA,https://commoditiesplus.net/,216-798-5121,nvanhorn@commoditiesplus.net,Custom dry blends and dry bulk materials (food-grade and industrial),"Custom dry blending; on-site lab testing (viscosity, moisture, other parameters); packaging; distribution; rail-to-truck transloading at Port of Vancouver WA (BNSF and UP)",50-pound bags; jumbo bulk bags up to 3000 lbs,,,co-manufacturer,https://commoditiesplus.net/; https://commoditiesplus.net/services; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,LISTABLE,3,dry_blend_bulk; food_grade_and_industrial; large_format; bot_walled_pages; directory_contact_unconfirmed,"Official services copy (via live fetch) confirms custom dry blending, testing, packaging, and transloading at the Port of Vancouver WA for both food-grade and industrial markets. This is bulk dry processing, not a small-run CPG copacker. Seed SQF/Kosher/Halal and Inquire about Minimums not republished on fetched pages so unused. Phone/email from ODA seed; contact pages were bot-walled on retry. Ohio-area seed phone was not reconfirmed as a plant line.",Commodities Plus,commodities plus inc.|vancouver|WA
5,"Conifer Specialties, Inc. (Conifer Foods)",Woodinville,WA,https://coniferfoods.com/,800.588.9160,sales@conifer-inc.com,"Premium dry goods; private-label and branded dry food and beverage mixes (soups, baking mixes, and related dry categories implied by brand history; site lists dry goods across food and beverage)","Branded products; private label to customer specs; ingredient sourcing; co-manufacturing with blending, filling, and packaging under one roof; retail selling support",,,,co-manufacturer,https://coniferfoods.com/; https://conifer-inc.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,4,dry_blend; website_swap; private_label_and_coman; seed_moq_not_on_site,"Seed URL conifer-inc.com/login returned 403. Live public site is coniferfoods.com and explicitly offers private label and flexible co-manufacturing (blending, filling, packaging) plus own brands. Contact on site: sales@conifer-inc.com and 800.588.9160 (seed 425-486-3334 not shown). Seed MOQ 10000 lbs and SQF Level 2 / Organic / Kosher not republished on homepage so unused. Inner /services /contact /about returned Mod_Security 406 after homepage success.",Conifer Specialties,"conifer specialties, inc.|woodinville|WA"
6,Cougar Mountain Baking Company,Seattle,WA,https://www.cmbc.com/private-label.aspx,(206) 467-5044,david@cougar-mountain.com,Premium cookies; cookie dough (custom CPG and foodservice bake-off),Private label / co-manufacturing program for select high-volume customers; existing recipes or bespoke development; in-store and in-restaurant baking applications,Retail cookie packages; tubs of dough (own-brand formats; custom formats not enumerated),,,co-manufacturer,https://www.cmbc.com/private-label.aspx; https://www.cmbc.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,cookies_dough; high_volume_only; not_first_run; published_contact,"Live Co-Manufacturing page states a private-label program for select high-volume customers only. Contact David Saulnier, david@cougar-mountain.com, (206) 467-5044 x201. Seed 750 lb batches and FSMA/GMP not republished so unused. Poor first-run fit.",Cougar Mountain Baking Company,cougar mountain baking company|seattle|WA
7,Eagle Beverage Products,Kent,WA,https://www.eagle-beverage.com/,+1.253.867.6130,,Private-label foodservice beverage bases and liquids: complex syrups; brewed teas; thick sauces; sno-cone syrups; cocktail mixes; functional drinks; fruit concentrates; frappe mixes; fruit smoothies; hot cocoas; tea concentrates; coffee syrups; apple cider; shakeable toppings. Also dry blends. Non-food straw and PHA cutlery lines exist on the same site.,Private-label beverage manufacturing and bottling since 1972; liquid blending; hot fill to cold fill (70 to 200 F claimed); custom sweeteners including organic sugars; R&D; create-a-label private label intake,Glass or plastic: 50mL; 375mL; 750mL; 1L; 1/2 gallon; 1 gallon; 55 gallon drum,,SQF Level 2 (score 93 Excellent claimed); HACCP and GMP principles (claimed); 3rd-party product testing (claimed),private-label producer,https://www.eagle-beverage.com/; https://www.eagle-beverage.com/liquid-blends; https://www.eagle-beverage.com/food-safety; https://www.eagle-beverage.com/create-a-label; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,beverage_liquids; private_label; also_nonfood_straws_cutlery; phone_updated_from_site; seed_moq_not_on_site,"Official site confirms private-label specialty beverage manufacturing at 19220 64th Ave South, Kent WA since 1972. SQF Level 2 score 93 claimed on food-safety page. Seed phone 208-818-9709 and JGLUHAK@ email not shown; using published +1.253.867.6130. Seed MOQ 150 gallons per SKU unused. Dry-blends nav item 404 on this check; homepage still lists dry blends. Straw/cutlery manufacturing is secondary non-food.",Eagle Beverage,eagle beverage products|kent|WA
8,Ramar Foods International Inc.,Pittsburg,CA,https://www.ramarfoods.com/,800.660.0962,,"Filipino brand foods: tropical ice cream and novelties; meats; seafood; prepared entrees; dim sum snacks (Magnolia, Orientex, Manila Gold, Frescano, The Halo Halo Place)",In-house manufacturing plus B2B foodservice/retail/distribution partnerships. Business Partnerships page lists private label and co-manufacturing options and custom product development; no dedicated co-pack menu or MOQ.,,,,brand with co-pack mention,https://www.ramarfoods.com/; https://www.ramarfoods.com/business-partnerships/; https://ucfoodsafety.ucdavis.edu/sites/g/files/dgvnsk7366/files/inline-files/240926.pdf,2026-08-26 00:00:00,LISTABLE,3,brand_primary; pl_coman_mentioned; large_cpg; phone_updated_from_site; 2015_clfp_outdated,"Official site is America's #1 Filipino food brand family at 1101 Railroad Ln, Pittsburg CA. Business Partnerships page now lists private label and co-manufacturing options (seed 2015 CLFP row had still_claims_copack=no). No process list, packaging, MOQ, or certs published on that page. Seed phone 925-439-9009 and primoj@ not shown; using toll-free 800.660.0962. USDA from 2015 PDF unused.",Ramar Foods,ramar foods international inc.|pittsburg|CA
9,"Santini Foods, Inc.",San Lorenzo,CA,https://www.santinifoods.com/,(510) 317-8888,info@santinifoods.com,California Farms branded and contract: sweetened condensed milk; syrups and sauces; oils; organic evaporated milk (directory/ADPI history); imported Santini grocery products,"Contract manufacturing and private-label production for global brands, national retailers, and US foodservice; R&D formulation; high-volume throughput; imported product trading",,,,co-manufacturer,https://www.santinifoods.com/; https://www.santinifoods.com/private-label-co-manufacturing; https://www.santinifoods.com/about; https://ucfoodsafety.ucdavis.edu/sites/g/files/dgvnsk7366/files/inline-files/240926.pdf,2026-08-26 00:00:00,VERIFIED,4,website_swap; dairy_syrups_oils; high_volume; seed_url_dead,"Seed URL santinifoodsinc.com does not resolve. Live site is santinifoods.com with a dedicated Private Label / Co-Manufacturing page for global brands, national retailers, and foodservice. Address 16505 Worthley Drive, San Lorenzo CA; (510) 317-8888; info@santinifoods.com. No MOQ or facility cert list published on the PL page. Seed 2015 CLFP noted dead website; current site is live. High-volume, not a first-run kitchen copacker.",Santini Foods,"santini foods, inc.|san lorenzo|CA"
