,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Oregon Ice Cream Company,Eugene,OR,https://oregonicecream.com/,800-282-2202,,"Organic and conventional frozen desserts; dairy and dairy-free ice cream; novelty bars and sandwiches; dairy, dairy-free, sorbet, yogurt, and sherbet mixes (own brands Alden's Organic and Cascade Glacier plus co-pack)","Company site lists co-packing on five production lines. Capabilities page: packaged frozen desserts, extruded novelty bars, novelty sandwiches, product bases, single-to-triple blends, variegate swirls, inclusions, enrobed inclusions, dipped and half-dipped bars.",Cups; cartons; tubs; extruded bars; dipped bars; sandwiches,,SQF Certification for Manufacturing; HACCP-based Preventive Control Food Safety Plan; PCQI training; Organic Certification Program (capabilities page),co-packer,https://oregonicecream.com/; https://oregonicecream.com/capabilities/; https://oregonicecream.com/contact/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,first_run_unknown; industrial_scale_possible; seed_phone_was_camas_office; seed_email_unused,"Official site confirms frozen-dessert co-packing plus own brands. Eugene plant 885 Grant St., 800-282-2202. Camas WA office 4600 NW Camas Meadows Dr. Suite 100, 360-713-6800 (seed phone). Co-pack inquiries via contact form; charles.nutter@oregonicecream.com unused. No numeric MOQ. Good fit only if a founder already has a freezer SKU and can clear unpublished minimums.",Oregon Ice Cream Company,oregon ice cream|eugene|OR
1,Oregon Trail Mountain Spring Water,North Powder,OR,https://oregontrailmountainspringwater.com/,888-478-2900,,"Private-label bottled natural spring water (promotional, fundraising, events, and custom labels)","Bottles spring water at the source; in-house art department for custom labels; ozonated to meet FDA standards; no filtering claimed. Site copyright: a division of TST/Impreso, Inc.",Reusable custom-labeled bottles (sizes not enumerated on pages retrieved),No minimum (published: NO MINIMUM order),,private-label producer,https://oregontrailmountainspringwater.com/; https://oregontrailmountainspringwater.com/labels/labels2.htm; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,4,promotional_water_not_recipe_copack; seed_phone_unused; seed_email_unused; first_run_friendly_moq,"Live private-label spring-water site. Published no-minimum custom labels. Phone on site 888-478-2900; seed 541-898-2900 unused. Seed email brendan@otmsw.com unused (contact form / E-Mail link only). City North Powder not printed on homepage; not contradicted. This is label-and-fill of their spring water, not a founder recipe beverage co-pack. Art-dept number 972-462-0100 x1119 is TST/Impreso, not used as plant phone.",Oregon Trail Mountain Spring Water,oregon trail mountain spring water|north powder|OR
2,PNW Creamery,Independence,OR,https://www.pnwcreamery.com/,,pnwcreamery@gmail.com,"Ice cream for retail, foodservice, and private label; cow, sheep, and goat milk ice cream","Full-service dairy co-packing and private label. Small-batch and high-volume runs. Custom flavor development. Receives customer-supplied milk. Flexible minimums claimed with no number. Same Independence address as Crystal Creek USA refrigeration/ice (related site, not the same offer).",Tubs; pints; pies; foodservice formats,,,co-packer,https://www.pnwcreamery.com/; https://www.crystalcreekusa.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,4,city_corrected_independence; seed_city_was_albany; seed_phone_unused; seed_email_was_crystal_creek; first_run_copy,"Official co-pack/private-label ice cream site. Address 905 N Main Street, Independence, OR 97351 (not Albany). Email pnwcreamery@gmail.com. No public phone on creamery pages; seed 503-930-9993 unused. Seed tyler@crystalcreekusa.com unused. Crystal Creek USA at the same street is refrigeration/ice, not a second plant. Flexible minimums unpublished. Strong small-run copy for dairy founders.",PNW Creamery,pnw creamery|independence|OR
3,Pete's Gourmet Consulting (formerly Pete's Gourmet Confections),Unknown,MD,https://www.petesgourmet.com/,541-326-2826,pete@petesgourmet.com,,"Live site is a consulting practice (manufacturing guidance, startup, troubleshooting). Past-tense: founded and operated Pete's Gourmet Confections producing private-label food. No current plant or co-pack offer. Based in Maryland.",,,,unknown,https://www.petesgourmet.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,not_a_manufacturer; consulting_only; plant_not_current; seed_city_was_medford_OR; seed_phone_unused; seed_name_was_chocolate_confection,Seed trap: Medford OR chocolate confectioner. Live petesgourmet.com is Pete's Gourmet Consulting in Maryland. Phone on site (541) 326-2826; seed 541-500-1410 unused. Do not list as a co-packer. Do not revive the former confection plant.,Pete's Gourmet Consulting (formerly Pete's Gourmet Confections),pete's gourmet consulting|unknown|MD
4,"Sunny Dell Specialty, LLC",Oxford,PA,https://www.sunnydellspecialty.com/,610-932-5164,,"Broths, soups, sauces, gravies, specialty spreads; marinated mushrooms, asparagus, peppers, pickled red onions; acidified and non-acidified glass-pack goods","Co-packing, private label, full turnkey, and product development. Processes: retort (gravy, broths, soups); hot fill; marinated vegetables. Rebranded 2022 from Sunny Dell Foods. Small-batch copy.",12 to 32 oz glass,,SQF; Orthodox Union kosher; USDA Organic; PA Certified Organic (membership logos on site),co-packer,https://www.sunnydellspecialty.com/; https://www.sunnydellspecialty.com/about; https://www.sunnydellspecialty.com/capabilities-offerings; https://www.sunnydellspecialty.com/contact; http://www.sunnydell.com/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,5,canonical_sunnydellspecialty; seed_url_redirect; seed_email_was_tom_sturgis; not_same_as_tom_sturgis,"Live co-pack/private-label site at sunnydellspecialty.com (sunnydell.com redirected here; curl 429 then retry OK). Oxford PA, 135 North Fifth Street, (610) 932-5164. Seed product line Tom Sturgis Pretzels, Inc. and email csr@tomsturgispretzels.com are the wrong company; unused. No numeric MOQ. First-run fit depends on unpublished glass-jar floors.","Sunny Dell Specialty, LLC",sunny dell specialty|oxford|PA
5,Tom Sturgis Pretzels,Shillington,PA,https://www.tomsturgispretzels.com/,610-775-0335,csr@tomsturgispretzels.com,"Own-brand stone-hearth pretzels, flavored pretzels, snack packs, gift tins; potato chips in specialty shop",Brand bakery and retail store. About page: bakery and pretzel store in Shillington near Reading since 1970. No co-pack or private-label offer found on live pages. PSU directory co-pack unused.,"Bags, tins, totes, cases, jars, tubs, snack packs (own products)",,Kosher OU-D claimed on own pretzel SKUs,unknown,https://www.tomsturgispretzels.com/; https://www.tomsturgispretzels.com/about-us/; https://www.tomsturgispretzels.com/contact-us/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,EXCLUDE,5,brand_only; directory_copack_not_on_site; not_same_as_sunny_dell,Official site is the Tom Sturgis pretzel shop (Shillington/Reading; (610) 775-0335; also 800-777-3314; csr@ and sales@tomsturgispretzels.com). No third-party co-pack language on pages reviewed. PSU listing unused. Separate from Sunny Dell Specialty. Do not import as a founder co-packer.,Tom Sturgis Pretzels,tom sturgis pretzels|shillington|PA
6,Tripaka,Morrisville,VT,https://tripaka.blogspot.com/,,,"Cold-pressed juice, juice blends, protein smoothies, nut milks, cold brew, lemonades, iced teas, dips/dressings, dehydrated snacks (Cornell / PickYourOwn directory copy only)",Unknown on a live official site this session. tripaka.blogspot.com returns Blog has been removed. Directory copy is nearly identical to Pulp Kitchen (pkjuice.com) co-pack paragraph. Do not merge without a live independent site.,,,,unknown,https://tripaka.blogspot.com/; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers; https://pickyourown.org/copackers-Vermont.php; https://pkjuice.com/,2026-08-26 00:00:00,NEEDS_REVIEW,1,website_removed; blogspot_seed; directory_only; possible_pulp_kitchen_copy_overlap; seed_phone_unused; seed_email_unused,Seed trap: blogspot URL. Blog removed. Seed 917-331-9476 and tripaka.operations@gmail.com unused. Directory text matches Pulp Kitchen almost word for word. Hold; do not import as a confirmed plant and do not auto-merge with Pulp Kitchen.,Tripaka,tripaka|morrisville|VT
7,Penny's Salsa & Fresh Produce (Ryan Hersey Enterprises),Sumner,WA,https://pennyssalsa.com/,253-850-1856,contact@pennyssalsa.com,"Own-brand salsa, chips and dips, grab-and-go, school packs, fresh-cut fruit and vegetables, bulk and re-pack produce","Family-owned produce processor and distributor since 1996. Cuts, packs, and sells its own foodservice/retail produce and salsa. Industrial page is bulk sizes of Penny's SKUs. No third-party co-pack or private-label offer found on live pages. Curl HTTP 202; WebFetch retrieved about/product pages.",Retail jars; gallon foodservice; 5 lb bags; 2 oz cups; bulk re-pack (own catalog),,,unknown,https://pennyssalsa.com/; https://pennyssalsa.com/about/; https://pennyssalsa.com/food-service-products/?Industrial; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,own_brand_produce_processor; oda_directory_copack_not_on_site; seed_email_unused; seed_certs_unused,"Live site is Penny's own salsa/fresh-cut catalog (1105 140th Ave Court E, Sumner; 253-850-1856; contact@pennyssalsa.com). Seed dusty@pennyssalsa.com unused. HACCP / Global GAP / Non-GMO from ODA unused (not on pages retrieved). Not a founder recipe co-packer.",Penny's Salsa & Fresh Produce (Ryan Hersey Enterprises),penny's salsa|sumner|WA
8,"UniSea, Inc.",Redmond,WA,https://www.unisea.com/,425-881-8181,Info@UniSea.com,"Wild Alaskan seafood (company harvest/process); custom seafood portioning, vacuum pack, sauce application, relabel; public cold storage","Primary processing Dutch Harbor, AK. Redmond HQ plus cold-storage warehouses and custom seafood processing (fillets/steaks, vacuum pack, grading, retail pack). Nissui subsidiary. Seed trap: seafood/cold storage, not a general founder co-pack.",Vacuum packs; retail seafood configurations; warehouse lockers (cold storage),,,unknown,https://www.unisea.com/; https://www.unisea.com/cold-storage/; https://www.unisea.com/contact-us/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,seed_trap_seafood_cold_storage; not_founder_copack; seed_phone_unused; seed_email_unused; seed_certs_unused,"Official site: Alaskan seafood producer plus Redmond cold storage and custom seafood processing. HQ 15400 NE 90th St., 425-881-8181, Info@UniSea.com. Cold storage 15110 NE 90th St., 425-861-5211, ucs.orders@unisea.com. Seed 425-448-0165 and victor.mesa@unisea.com unused. SQF from seed unused. Do not import for first-run CPG co-pack.","UniSea, Inc.",unisea|redmond|WA
9,Bushel & Peck's,Beloit,WI,https://www.bushelandpecks.com/,,service@bushelandpecks.com,"Acidified foods, jams, jellies, preserves, fruit products, fermented kimchi and sauerkraut, tomato sauces and salsas; own-brand hot sauce and jam retail","Licensed food processing plant with small-batch co-packing and private label from idea through fulfillment. Downtown Beloit 10,000 sq ft market, cafe, and preservation kitchen. Does not rent the kitchen (PickYourOwn). Smaller MOQs claimed with no number.",Jars and bottles (handcrafted preserved goods; sizes not enumerated on co-pack page),,,co-packer,https://www.bushelandpecks.com/; https://bushelandpecks.com/pages/co-packing-by-b-p; https://www.pickyourown.org/copackers-Wisconsin.php,2026-08-26 00:00:00,VERIFIED,4,first_run_copy; preservation_kitchen; seed_phone_unused; curl_429_webfetch_ok,Co-pack/private-label page live. Email service@bushelandpecks.com. No phone on co-pack page; seed 608-363-3911 unused. Curl homepage 429; WebFetch OK. Strong acidified/ferment small-run signal for founders. No published numeric MOQ or certs.,Bushel & Peck's,bushel and peck's|beloit|WI
