,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,National Frozen Foods (Oregon Potato Company),Albany,OR,https://oregonpotato.com/companies/national-frozen-foods/,,,"Private-brand frozen vegetables, fruits, blends, and purees (own crop/process)","Company-owned frozen vegetable/fruit packing under Oregon Potato Company. Private-brand packing of their own produce for retail and foodservice. Custom seasoning/blending and pack sizes described for OPC products, not third-party recipe co-pack.","Foodservice poly bags; retail sizes; bulk sacks, super-sacks, totes, and cases (OPC packaging page)",,,private-label producer,https://oregonpotato.com/companies/national-frozen-foods/; https://www.nffc.com/; https://oregonpotato.com/capabilities/; https://oregonpotato.com/contact/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,seed_trap_company_owned_plant; not_third_party_copack; oda_directory_copack; seed_phone_unused; seed_email_was_url,"Seed trap: Albany frozen veg plant is OPC/National Frozen Foods packing its own vegetables, including retailer private-brand of their catalog. nffc.com meta-refreshes to oregonpotato.com/companies/national-frozen-foods/. Official contact is OPC Pasco 509-545-4545. Seed 541-928-3306 and oregonpotato.com/contact/ unused (not a public email). ODA co-packer listing is not a third-party co-pack offer. Do not import for founder recipe runs.",National Frozen Foods (Oregon Potato Company),national frozen foods|albany|OR
1,Next Step Copack,Oregon City,OR,https://www.nextstepcopack.com/,,,Dry ingredients; dry powder blends; spices (ODA directory only),Unknown on a live official site this session. ODA lists dry blend/pack.,,,,unknown,https://www.nextstepcopack.com/; https://nextstepcopack.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,NEEDS_REVIEW,1,website_unreachable; dns_fail; directory_only; seed_phone_unused; seed_email_unused; seed_certs_unused,"www.nextstepcopack.com and nextstepcopack.com did not resolve (retry). No independent live company site found. Seed 971-409-0096, dale@nextstepcopack.com, and FDA unused. Do not import as a confirmed co-packer until a working official page exists.",Next Step Copack,next step copack|oregon city|OR
2,Nouriche Broth,Portland,OR,https://nourichebroth.com/,503-808-0370,hello@nourichebroth.com,Own-brand small-batch bone broth and freeze-dried bone broth,Brand shop only on live pages. No co-pack or private-label offer found.,,,,unknown,https://nourichebroth.com/; https://nourichebroth.com/pages/about-us; https://nourichebroth.com/pages/contact; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,brand_only; oda_directory_copack_not_on_site,Official Shopify shop sells Nouriche bone broth. About/contact confirm Portland brand and (503) 808-0370 / hello@nourichebroth.com. No co-pack language on pages reviewed. ODA listing unused as a co-pack offer.,Nouriche Broth,nouriche broth|portland|OR
3,Oregon Brineworks,Hood River,OR,https://oregonbrineworks.com/,541-354-1357,brian@oregonbrineworks.com,"Own-brand naturally fermented pickles, sauerkraut, and related ferments",Brand pickle shop. No co-pack or private-label offer found on live pages.,,,,unknown,https://oregonbrineworks.com/; https://oregonbrineworks.com/pages/about-us; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,brand_only; seed_email_unused; oda_directory_copack_not_on_site,"Live site is the Oregon Brineworks pickle shop (Brian and Connie Shaw; 3875 Heron Drive, Hood River). Contact brian@oregonbrineworks.com and 541-354-1357. Seed oregonbrineworks@gmail.com unused. Organic-farm sourcing is brand copy, not a published plant cert used here. No third-party co-pack page.",Oregon Brineworks,oregon brineworks|hood river|OR
4,"Manna Foods, LLC",Lebanon,PA,https://www.mannafoods.us/,717-675-2262,,Dry foods; snacks; chocolates; dried fruits; snack mixes (pack-from-bulk),"Dry-food contract packaging from customer bulk. 10 production lines, up to 3 shifts/6 days claimed. Custom mixing in a panner or multi-product blending scale; flavoring; nitrogen flush; metal detection and checkweigh. Says they work with first-product businesses as well as large manufacturers. Does not cook or formulate wet foods on the pages reviewed.",Vertical and horizontal form-fill-seal; pillow pouch; stand-up pouch; ziplock; preformed pouches; club packs; stretch wrap; overwrap of boxes/tins; airline/lunch-box small packs,,FDA registered claimed; BRCGS claimed; Orthodox Union kosher claimed; USDA Organic (7 CFR 205) claimed since 2014; GFCO registered plant claimed,co-packer,https://www.mannafoods.us/; https://www.mannafoods.us/contract-packaging/; https://www.mannafoods.us/equipment-capabilities/; https://www.mannafoods.us/certifications/; https://www.mannafoods.us/contact/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,5,psu_directory_copack; dry_pack_from_bulk; seed_email_unused; no_numeric_moq,"Official site confirms Lebanon dry-food contract packaging at 430 North 11th Avenue, 717-675-2262. No public email on pages reviewed (seed info@mannafoods.us unused). Published certs used; no numeric MOQ. Good first-run fit only if the founder already has bulk dry product ready to pack.","Manna Foods, LLC",manna foods|lebanon|PA
5,Millennium Packaging Services,Carbondale,PA,https://millenniumpackaging.net/,570-282-2024,debra.lubitz@mil-pkg.com,Dry food filling and packaging (primary unpackaged and secondary prepackaged); display/club packs; also paper converting (non-food),"Primary fill from bulk (super-sack radius claimed) plus secondary packaging, blending, and fulfillment. VFFS, horizontal flow wrap, high-speed rigid fill, rotary stand-up pouches, cup fill, shrink/bundle, display assembly. Seed trap that they may be secondary-only is not supported: site states primary unpackaged filling and blending as well as secondary. Also describes tissue/paper converting (not food).",Laydown pillow bags; gusseted fin seal; premade stand-up pouches; rigid tubs with snap or screw lids; induction seal; shrink band; cups; display boxes; club/PDQ/pallet displays; flow wrap,,SQF with Quality Excellent rating claimed; FDA registered food-grade facility claimed; FSMA/HACCP claimed; PA Department of Agriculture HACCP claimed; PCQI trained claimed; EPA registered claimed,co-packer,https://millenniumpackaging.net/; https://millenniumpackaging.net/capabilities/; https://millenniumpackaging.net/contact-us/; http://www.mil-pkg.com; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,4,primary_and_secondary; seed_trap_not_secondary_only; mil-pkg_redirects; seed_certs_organic_kosher_unused; nonfood_paper_converting; multinational_cpg_focus,"mil-pkg.com redirects to millenniumpackaging.net. Contact 100 Enterprise Drive, Carbondale PA 18407; 570-282-2024; debra.lubitz@mil-pkg.com. Seed SQF/organic/kosher: SQF used; organic and kosher not on live pages. No numeric MOQ. Scale looks CPG rather than first jar.",Millennium Packaging Services,millennium packaging services|carbondale|PA
6,"Palace Foods, Inc.",Reading,PA,https://palacefoodsinc.com/,610-939-0631,thepalacefoods@yahoo.com,Sauces; chutneys; salsas; ghee; cooking oils; spices; ready-to-eat Indian and ethnic specialty foods; juices/drinks (hot fill),"Specialty food co-packing and contract manufacturing in Reading since 1988. Bring-your-recipe. Hot fill, cold fill, pasteurization, ghee. FDA-registered for acidified foods and low-acid canned foods. Low-volume and high-volume runs claimed. Own brands (Royal Cuisine, Chef Shaikh, Sambar Kitchen, Buena Fiesta) also packed here.",Jars and private-label retail packs (site does not list a full format catalog),500 jars published as the low end of their range (500 jars or 500000),FDA Acidified Foods (AF) claimed; FDA Low-Acid Canned Foods (LACF) claimed; Pennsylvania Department of Agriculture claimed,co-packer,https://palacefoodsinc.com/; https://palacefoodsinc.com/about-us/; https://palacefoodsinc.com/contact/; https://palacefoodsinc.com/co-packing/packaging-your-recipe-with-palace-foods/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,5,published_moq_500_jars; seed_email_unused; first_run_friendly_copy,Official site confirms Reading co-pack at 100 Cleveland Ave; (610) 939-0631; thepalacefoods@yahoo.com. Seed info@palacefoodsinc.com unused. Published 500-jar floor is usable for first runs. Ghee is a stated specialty.,"Palace Foods, Inc.",palace foods|reading|PA
7,"Select Juice, LLC",Lancaster,PA,https://www.selectjuice.llc/,,,Non-alcoholic non-carbonated juices and blends; NFC; concentrates; functional beverages; wellness shots; purees; teas,"Turnkey beverage co-manufacturing, co-pack, and private label. Cold-press, blending, brewing, high-shear mixing. Preservation: cold-fill, hot-fill, HTST, HPP. Refrigerated, frozen, and ambient. Private-label of their core juice recipes also offered (17-day lead; low minimums claimed without a number). Will not answer email questions about MOQ or pricing.",PET bottles; induction sealing; tamper-evident caps; case packing,,SQF claimed; FDA-registered facility claimed; USDA Organic claimed; Non-GMO Verified claimed; Kosher claimed; Pennsylvania Department of Agriculture GMP inspection claimed,co-manufacturer,https://www.selectjuice.llc/; https://www.selectjuice.llc/pages/about-us; https://www.selectjuice.llc/pages/certifications; https://www.selectjuice.llc/pages/private-label; https://www.selectjuice.llc/pages/contact; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,5,psu_directory_copack; no_public_phone_email; refuses_moq_inquiries; seed_contact_unused; seed_phone_unused,"Official site confirms Lancaster County beverage co-man/co-pack/private label. Contact is a form only; seed (833) 695-8423 and info@selectjuice.llc unused. Low-minimums copy is not a numeric MOQ. Strong plant, weaker first-run transparency.","Select Juice, LLC",select juice llc|lancaster|PA
8,Further Farms,Nashville,TN,https://www.furtherfarms.com/,615-838-2882,furthercharlie@gmail.com,"Bespoke spice and sauce blends mentioned on furtherfarms.com; UT/PickYourOwn list hot sauce, seasonings, relishes, condiments, acidified foods","Unclear. Seed URL furtherfoods.com is Further Food, a collagen/supplement brand, not this copacker. furtherfarms.com is a Nashville event farm/barn that says it crafts spice and sauce blends for brands during the week. Directory contact Josh Davis / josh@furtherfoods.com does not match the live Charlie Tambellini / furthercharlie@gmail.com identity. Copack not confirmed on a dedicated manufacturing page.",,,,unknown,https://www.furtherfarms.com/; https://www.furtherfood.com/; https://www.pickyourown.org/copackers-Tennessee.php; https://foodscience.tennessee.edu/wp-content/uploads/sites/52/2025/04/List-of-Food-Manufacturing-Co-packers_2025_Final.pdf,2026-08-26 00:00:00,NEEDS_REVIEW,2,seed_url_wrong_company; identity_conflict; directory_copack_unconfirmed; seed_phone_unused; seed_email_unused,"Seed trap: furtherfoods.com redirects to furtherfood.com (collagen powders), not a Nashville sauce copacker. Live furtherfarms.com is 4700 Eatons Creek Rd, Nashville, 615-838-2882. Directory still lists Josh Davis at 315 10th Ave North / 487 Myatt Dr. Do not import until the copack entity is confirmed.",Further Farms,further farms|nashville|TN
9,House of Thaller Foods,Knoxville,TN,https://houseofthaller.com/,,,"Refrigerated dips, deli salads, and hummus (directories / third-party bios)",Unknown on a live official page this session. Third-party bios describe private-label hummus/dips/deli salads. Not confirmed on a working company site.,,,,unknown,https://houseofthaller.com/; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,NEEDS_REVIEW,2,site_broken; lander_empty; directory_copack_claim; seed_phone_unused; seed_email_unused,houseofthaller.com returns a JS redirect to an empty /lander. houseofthaler.com (common directory typo) did not resolve. Seed 865-689-5893 and sales@houseofthaller.com unused. Historically a Knoxville refrigerated copacker; do not import until a live manufacturing page exists.,House of Thaller Foods,house of thaller foods|knoxville|TN
