,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Feral Fungi,Estacada,OR,https://www.feralfungi.com,,hello@feralfungi.com,Mushroom tinctures; dual extracts; concentrates; herbal extracts; gummies; mushroom coffee; maple syrup,"In-house extraction and bottling in Estacada OR. Wholesale, white label, bulk tinctures, and custom formulation offered on wholesale-inquiries page. Fruit-body extracts; spagyric process claimed.",Tincture bottles (dropper); gummies; coffee; syrup,"No order minimum claimed on wholesale FAQ (free shipping over $150 is a wholesale floor, not a production MOQ)",,private-label producer,https://www.feralfungi.com; https://feralfungi.com/pages/wholesale-inquiries; https://feralfungi.com/pages/about-us; https://feralfungi.com/pages/faq; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,4,supplement_tincture; private_label_and_custom_formula; oda_directory_copack; seed_phone_unused; wellness_adjacent,"Official site confirms Estacada production of mushroom extracts plus bulk/private-label/white-label and custom formulation. Wholesale inquiry email hello@feralfungi.com; orders@feralfungi.com also listed. Seed phone 410-459-2293 and seed email orders@feralfungi.com not used as primary (MD area code not shown on pages reviewed; hello@ is the wholesale contact). Seed Inquire about Minimums unused; FAQ says no order minimum for wholesale. Not a wet-sauce copacker. Food/bev-adjacent wellness (tinctures, gummies, coffee, syrup).",Feral Fungi,feral fungi|estacada|OR
1,Hazelnut Growers of Oregon (Oregon Orchard),Donald,OR,https://oregonorchard.com/,(503) 648-4176,,"Hazelnuts (natural, sliced, diced, in-shell); hazelnut butter and paste; chocolate-coated and seasoned hazelnuts; hazelnut oil","Grower/packer retail brand Oregon Orchard. Shop sells bulk and retail hazelnut products. Homepage says the storefront is being updated. No co-pack, private-label, or contract manufacturing offer on pages reviewed.",Retail bags; bulk (including 50 lb in-shell and 5 kg butter pail on shop),,,unknown,https://oregonorchard.com/; https://oregonorchard.com/shop/; https://oregonorchard.com/contact/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,brand_only; grower_packer; not_copacker; oda_directory_copack; seed_trap,Official site is the Oregon Orchard consumer/wholesale shop for their own hazelnuts. Customer service phone (503) 648-4176 on shop/404 footer. Seed 503-648-3858 and lschmidt@hazelnut.com not on pages reviewed so unused. Seed Kosher/Halal and Inquire about Minimums unused. ODA PNW locator listed dried fruit/nuts copack; that offer is not on the live site. Exclude for founder co-pack.,Hazelnut Growers of Oregon,hazelnut growers of oregon|donald|OR
2,Helmsman Group (Helsman Pilot Plant),Portland,OR,https://helmsmangroup.com/services/pilot-plant/,,,Pilot-scale CPG development claimed (bars; chocolate; hot-fill beverages sauces dressings condiments; aseptic beverages; carbonated NA and alcoholic beverages; plant-based meat; vegetables; spray drying; baking; cookies; crackers),"CPG commercialization agency. Pilot Plant page claims a full-scale pilot plant and a 10k+ contract-manufacturer network. Separate Co-Packer Sourcing page is matchmaking via REGULATE, not in-house packing. Contact is a form. Registered address in directories is 1028 SE Water Ave Suite 275 (office).",,,,broker/finder,https://helmsmangroup.com/; https://helmsmangroup.com/services/pilot-plant/; https://helmsmangroup.com/services/co-packer-sourcing/; https://helmsmangroup.com/about/; https://helmsmangroup.com/contact-us/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,broker_finder; consultancy; unverified_pilot_plant; oda_directory_copack; seed_trap; seed_name_typo_helsman,"Confirmed Helmsman Group, not a third-party copack plant. Seed name Helsman. They sell co-packer sourcing and a claimed pilot plant, but the live site is a consultancy (200+ launches, $2B claimed). Seed phone 510-671-8300 and mark@helmsmangroup.com not printed on contact page so unused. Inquire about Minimums unused. Do not import as a Portland production plant. Founders would be matched to other copackers.",Helmsman Group,helsman pilot plant|portland|OR
3,Higher Taste,Cornelius,OR,https://www.thehighertaste.com/,(503) 230-7944,info@thehighertaste.com,"Own-brand vegan/vegetarian frozen burritos; refrigerated sandwiches (Happy Hoagies, Sammy's); vegan mac and cheese; salads; salsa; foodservice soy curls and pasta salads","Family plant-based brand. About page says products are prepared by hand in a 17,000 sq ft headquarters at 981 N. Holladay Street, Cornelius, OR. Wholesale page sells Higher Taste SKUs to retailers. No co-pack or private-label offer on pages reviewed.",Frozen burrito cases (12 x 8 oz claimed on wholesale); 5 lb foodservice bags; 14 oz salsa cups,,,unknown,https://www.thehighertaste.com/; https://www.thehighertaste.com/about-us; https://www.thehighertaste.com/wholesale; https://www.thehighertaste.com/contact-us; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,brand_only; wholesale_own_sku; not_copacker; oda_directory_copack; seed_trap,"Official site is the Higher Taste brand. Contact 981 N. Holladay Street, Cornelius, OR 97113, (503) 230-7944, info@thehighertaste.com. Seed jon@thehighertaste.com unused. Seed private-label plant-based cheese and 3rd-Party Audits not on pages reviewed. ODA listed burritos/private labels; live wholesale is their own line. Exclude.",Higher Taste,higher taste|cornelius|OR
4,Northwest Tart Cherry,Basin City,WA,https://freshpickswa.com/about-us/northwest-tart-cherry/,(509) 269-4786,,Frozen pitted tart cherries; 5+1 four-gallon buckets; 55-gallon drums; cherry concentrate/juice,Sister processing company of Rowley & Hawkins Fruit Farms. Own tart-cherry pitting/processing line in Basin City WA; about 8 million lb/year during a 3-4 week harvest. No third-party co-pack or private-label offer on pages reviewed.,4-gallon buckets (5+1); 55-gallon drums; concentrate/juice,,HACCP (claimed); USDA inspected (claimed),unknown,https://freshpickswa.com/about-us/northwest-tart-cherry/; https://freshpickswa.com/; https://freshpickswa.com/about-us/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,own_crop_processor; not_third_party_copack; city_updated_basin_city; oda_directory_copack; seed_trap,"Fresh Picks WA about page: NWTC founded 1984 in Basin City to process the family's tart cherries. Seed city Mesa unused. Seed phone 509-269-4100 unused (live farm line (509) 269-4786; Kennewick store (509) 491-3252). Seed northwestcherry@gmail.com unused. Seed 100,000 lb MOQ and SQF unused; site claims HACCP and USDA, not SQF. Exclude as grower processor, not founder copack.",Northwest Tart Cherry,northwest tart cherry|mesa|WA
5,OOLA Distillery (OOLA Industries),Seattle,WA,https://ooladistillery.com/,206-709-7909,info@ooladistillery.com,"Own-brand gin, vodka, and whiskey","Seattle distillery brand storefront. Production facility visits by appointment. No third-party co-pack, contract bottling, or private-label offer on pages reviewed. Seed URL was malformed (http//www.ooladistillery.com).",,,,unknown,https://ooladistillery.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,alcohol_brand_only; distillery_not_copack; seed_url_malformed; oda_directory_copack; seed_trap,"Live site is OOLA Distillery at 4755 Colorado Ave S Ste. B, Seattle, WA 98134. Footer 206-709-7909 and info@ooladistillery.com. Seed kirby@ooladistillery.com unused. Seed 1 liter/750 ml bottling, 1 pallet MOQ, and third-party copack not on site. Distillery-only. Exclude.",OOLA Distillery,oola industries|seattle|WA
6,Pizza Commissary (The Dough Factory),Sumner,WA,https://pizzacommissary.com/,253-921-2131,,Fresh and frozen pizza dough for pizza shops; cheeses; meats; toppings; pizza boxes (distribution),Family pizza-shop commissary and foodservice distributor. Custom dough recipes for franchise pizza shops. Not marketed as a CPG co-packer for outside retail brands. HTTPS from this host hit TLS EOF; WebFetch of the homepage succeeded.,Fresh dough; frozen dough,,,unknown,https://pizzacommissary.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,pizza_shop_commissary; foodservice_distributor; not_cpg_copack; oda_directory_copack; curl_tls_eof,"Official site: 3800 150th Ave Ct. E. Suite 102, Sumner, WA 98390. Warehouse 253-750-4052; inquiries 253-921-2131 (seed phone kept as inquiries line). Seed info@pizzacommissary.com, 100 cases MOQ, and FDA unused. ODA listed pizza dough copack; live positioning is dough supply plus pizza-shop distribution. Exclude for Gen Z packaged-food founders.",Pizza Commissary,pizza commissary - the dough factory|sumner|WA
7,Powers Inc.,Spokane,WA,https://powers-inc.com/,(509) 489-1955,powers@powers-inc.com,Snack nuts; nut mixes; confectionery; trail mix; private-label nuts,"Contract and private-label roasting, mixing, seasoning, blending, and form-fill packing. Two continuous oil roasters (peanut vs tree nut) plus copper-pot fire roasters. Nitrogen flush. 50,000 sq ft claimed. Serves national retail and lower-volume custom runs.",Vertical form-fill-seal; reclosable gusseted pouches; foil/barrier/clear/printed film; preformed bags; bulk to 50 lb; scale range 0.4 oz to 6 lb claimed,,SQF 8 Excellent rating (claimed on custom-packing page and contract PDF),co-manufacturer,https://powers-inc.com/; https://powers-inc.com/custom-packing/; https://powers-inc.com/about-us/; https://powers-inc.com/wp-content/uploads/2019/09/contract-packing.pdf; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,nuts_confection; lower_volume_custom_runs_claimed; homepage_bot_wall; curl_bot_interstitial,"Custom-packing page and 2019 contract PDF confirm private-label/contract manufacturing. Phone (509) 489-1955 and powers@powers-inc.com / gregk@powers-inc.com on the PDF; using powers@ as public. Seed 4,000 lb MOQ, Kosher, and HACCP unused (not on pages reviewed). Seed sstradling@ unused. Homepage often bot-walled; inner pages fetched. First-run possible if they honor lower-volume language; no numeric MOQ published.",Powers Inc.,powers inc.|spokane|WA
8,Space Coast Sauces,Melbourne,FL,https://www.spacecoastsauces.com,321-376-1278,,BBQ sauces; ketchup; cocktail mixes; marinades; private-label sauces,"Hot-fill co-packing in an FDA facility in Melbourne FL: source, produce, bottle, label, package. Private label on their sauces. Not USDA; will not co-pack sauces containing meat. Related to Kim's Gourmet (Colorado origin story).",Bottles (hot fill),,,co-packer,https://www.spacecoastsauces.com; https://www.pickyourown.org/copackers-Florida.php,2026-08-26 00:00:00,VERIFIED,5,hot_fill; not_usda_meat; curl_tls_eof; seed_email_unused,"Homepage Services section confirms Private Label and Co-Packing. Main number 321-376-1278. Email is a click-through, not printed; seed ryan@kimsgourmet.com unused. Seed certs blank on site so unused. Good small-sauce fit if they take first runs; no numeric MOQ published. Curl TLS EOF; WebFetch homepage succeeded.",Space Coast Sauces,space coast sauces|melbourne|FL
9,Stage Coach Sauces,Daytona Beach,FL,https://stagecoachsauces.com/,386-328-6330,info@stagecoachsauces.com,Pourable sauces; steak sauce; BBQ; mustard-base BBQ; cayenne hot sauce; wing sauce; marinade; dressings; syrups (directory); private label of those SKUs,"Contract bottling and private-label program claimed on staged HTML pages (product formulation, labeling, bottling, FDA/state inspected plant, FCE). Live fetches this session were Cloudflare/bot interstitials. Footer on indexed homepage: 806 N. Beach St., Daytona Beach, FL 32114. Third-party maps also show Palatka FL; city not changed without a loaded page.",Bottles; shrink wrap; tamper-evident; inkjet coding (claimed on indexed homepage),,,co-packer,https://stagecoachsauces.com/; https://stagecoachsauces.com/private.html; https://stagecoachsauces.com/about.html; https://edis.ifas.ufl.edu/publication/FS380,2026-08-26 00:00:00,LISTABLE,3,cloudflare_bot_wall; curl_bot_interstitial; copack_claimed_on_indexed_pages; palatka_address_unconfirmed,"Could not load full HTML this session (Cloudflare). Indexed official pages describe contract bottling and private label, phone (386) 328-6330, info@stagecoachsauces.com. Seed city Daytona Beach kept. Do not use Palatka until the live site confirms. No numeric MOQ. Thinner than VERIFIED because the page did not render here.",Stage Coach Sauces,stage coach sauces|daytona beach|FL
