,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Portland Bottling Company,Clackamas,OR,https://www.portlandbottling.com/,503-231-5035,,RTD beverages; juice-based; energy and functional drinks; sparkling waters,Beverage co-packing; aluminum can filling (up to 1450 cpm claimed); secondary packaging; cartoning; warehousing; QA labs; inline monitoring,Aluminum cans (various sizes); cartons; loose packs; variety packs; 4/8/12/24 packs,,FSSC 22000; HACCP (claimed on site),co-packer,https://www.portlandbottling.com/; https://www.portlandbottling.com/contact-us/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,VERIFIED,5,large_scale; beverage_cans; city_corrected_clackamas,Official site confirms PNW beverage co-packer since 1924 with can filling and secondary packaging. Facility contact address Clackamas OR (seed city Portland). Seed email amaletis@ not shown on contact page; left blank. Seed Kosher/GF/Organic not confirmed on site; using FSSC 22000 and HACCP only.,Portland Bottling Company,portland bottling company|clackamas|OR
1,Portland Plant Foods Inc DBA Better Bean,Wilsonville,OR,https://www.betterbeanco.com/private-label-services/,503-546-6557,Keith@betterbeanco.com,Plant-based prepared beans; hummus; soup; dips; sauces (refrigerated and acidified shelf-stable),Private label and contract manufacturing; hot fill / quick chill refrigerated; acidified shelf-stable; kettle and skillet cook; shear pump blending,10oz refrigerated deli tubs; 2oz/3oz single-serve cups; 4LB pillow bags; custom adhesive labels or pre-printed containers,"Focus on growth-stage brands at 50,000 lb per quarter or more (published)",Non-GMO; Gluten Free; Kosher; Organic optional (claimed on private-label page); FSMA; FDA/ODA audited (claimed),co-manufacturer,https://www.betterbeanco.com/private-label-services/; https://www.betterbeanco.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,VERIFIED,5,high_moq; plant_based; seed_url_was_linkedin,Official Better Bean private-label page confirms Portland Plant Foods co-man/private label. Seed LinkedIn URL replaced with betterbeanco.com private-label page. Seed phone 503-310-0123 not on page; using published 503-546-6557 (also lists 503-704-7718). Published MOQ is growth-stage 50k lb/quarter; may be steep for first-run founders.,Better Bean / Portland Plant Foods,portland plant foods inc dba better bean|wilsonville|OR
2,Ranger Chocolate Co.,Portland,OR,https://rangerchocolate.co/,503-206-8924,info@rangerchocolate.co,Bean-to-bar chocolate; confections; snacks; treats,"Own-brand production; wholesale; hospitality customized programs with custom products, labels, and wraps (claimed on wholesale page)",,,,brand with co-pack mention,https://rangerchocolate.co/; https://rangerchocolate.co/wholesale/index.html; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,LISTABLE,3,brand_primary; custom_hospitality_programs; thin_copack_evidence,Official site is craft chocolate brand shop plus wholesale. Wholesale page offers hospitality customized programs (custom products/labels/wraps). No dedicated co-pack or MOQ page. Seed NSF claim not confirmed on site. Faire wholesale copy mentions producing for other makers (third party; not used as sole proof).,Ranger Chocolate Co.,ranger chocolate co.|portland|OR
3,Rising Sun Farms,Phoenix,OR,https://www.risingsunfarms.com/contract-manufacturing,(541) 535-8331,sales@risingsunfarms.com,Refrigerated and frozen sauces; spreads; condiments; dressings; cheese spreads,Contract manufacturing and co-packing; private labeling; cold pack off the line; concept to commercialization; R&D collaboration,Retail and foodservice sizes from 0.65 oz packs to 28 lb buckets,,SQF (Safe Quality Foods; claimed on site),co-packer,https://www.risingsunfarms.com/contract-manufacturing; https://www.risingsunfarms.com/private-labeling; https://www.risingsunfarms.com/food-safety; https://www.risingsunfarms.com/contact,2026-08-22 00:00:00,VERIFIED,5,sauces_spreads; sqf,Official contract manufacturing and private labeling pages confirm co-pack offer. Seed email Dawn@ not used as primary; sales@ published on contact. Seed MOQ 1 day run not confirmed on current pages; left blank. Address 5126 S. Pacific Hwy Phoenix OR on contact.,Rising Sun Farms,rising sun farms|phoenix|OR
4,Vern's,Olympia,WA,https://www.facebook.com/pages/Verns-Food-Farm/239148568002,360-870-2040,vernsfoods@gmail.com,Soup; dressings (per ODA directory); farm produce,,,,,unknown,https://southsoundfresh.localfoodmarketplace.com/Producer/a4c6a441-7aca-4e71-abde-eb378ea13a2c; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,EXCLUDE,4,farm_producer; not_copacker; marketplace_only,"South Sound Fresh producer page describes Verns Foods & Farm as small farm production of produce and related foods. No official co-pack manufacturing site found. Seed marketplace URL is a producer listing, not a co-packer site. EXCLUDE for site import as manufacturer/co-packer.",Vern's Foods & Farm,vern's|olympia|WA
5,Vibe Coffee Group Inc.,Lynnwood,WA,https://www.whidbeycoffee.com/,425-322-4524,dan@vibecoffeegroup.com,Coffee roasting (Whidbey Coffee and related brands),Specialty roasting and wholesale of own brands; cafe/hospitality wholesale programs,,,,unknown,https://www.whidbeycoffee.com/; https://www.whidbeycoffee.com/pages/wholesale; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,EXCLUDE,5,brand_wholesale_roaster; not_copacker,Whidbey Coffee site (seed URL) is retail/cafe brand with wholesale of Whidbey blends to restaurants and cafes. No third-party private-label or co-pack roasting offer found on site. Parent Vibe Coffee Group owns Whidbey/Victrola brands. EXCLUDE as manufacturer listing for founders seeking a co-packer.,Vibe Coffee Group / Whidbey Coffee,vibe coffee group inc.|lynnwood|WA
6,Wolf Pack International,Gold Bar,WA,https://www.wolfpackint.com/services,(360) 793-2988,info@wolfpackint.com,Vegetarian and vegan foods; refrigerated and frozen; shelf-stable; glass jar; dry products; sauces/condiments (per services),Custom recipes and formulations; co-pack; private label; R&D; processing and packaging; acidified foods compliance claimed,Typically 1 oz to 1 gallon,,FDA registered; WSDA registered; cGMP; Acidified Foods Regulations; HACCP (claimed on services page),co-packer,https://www.wolfpackint.com/services; https://www.wolfpackint.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,VERIFIED,5,acidified; vegan_vegetarian_focus; small_to_large_batch,"Official services page explicitly offers custom, co-pack, and private label. Address 14811 Moonlight Dr Gold Bar WA on site. Seed Low MOQ not quantified on site; left blank.",Wolf Pack International,wolf pack international|gold bar|WA
7,Schilling Cider,Auburn,WA,https://schillingcider.com/,253-269-6105,,Hard cider; hard lemonade; plant-powered mate beverages; canned RTD beverages,Own-brand beverage production and canning at Auburn facility; industry coverage describes co-packing for other beer/wine brands (not marketed on public site),"Aluminum cans (12oz, 16oz, 19.2oz mentioned in third-party coverage); kegs (directory)",,,brand with co-pack mention,https://schillingcider.com/; https://schillingcider.com/cider-houses/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,LISTABLE,3,brand_primary; alcohol_cider; copack_not_on_public_site; directory_copack_claim,Official site is consumer cider brand. Co-pack not described on public pages. ODA directory lists co-pack capabilities and seed email copack@schillingcider.com (email not verified on site; left blank). Third-party industry articles describe Auburn canning line used for other brands. Seed MOQ 6000 gallons and non-alcoholic cert not confirmed on site. Phone from contact/footer scrape; verify before outreach.,Schilling Cider,schilling cider|auburn|WA
8,Awakened Food Crafters,Loveland,CO,https://awakenedfoodcrafters.com/,,crafters@awakenedfoods.com,Popped snacks; granolas; extrusions; nut mixes; baked goods; chips/crisps/puffs,Contract manufacturing and private label; in-house R&D; 5 production lines; dry/slurry/blended seasoning; continuous production,Single-serve bags and sample sizes to club packs; pillow pack; stand-up pouch; multi-packs; variety packs; PDQs; trays; self-shippers; club pallets,,SQF Level 2; FSMA; GMPs; HACCP-based programs (claimed on site),co-manufacturer,https://awakenedfoodcrafters.com/; https://awakenedfoods.com/,2026-08-22 00:00:00,VERIFIED,5,snacks_extrusion; sqf,Official Awakened Food Crafters site confirms contract manufacturing and private label. Seed phone 970-366-4567 and jeff@awakenedfoods.com not shown on crafters contact block; using published crafters@. Seed MOQ 3000-5000 lb/flavor from directory not confirmed on company pages; left blank. Seed name Awakened Foods normalized to manufacturing division name.,Awakened Food Crafters,awakened foods|loveland|CO
9,Basecamp Co-Pack,Denver,CO,https://www.basecampcopack.com/,303-520-8815,jeff@basecampcopack.com,Bars and bites; powdered drink mixes; baking mixes; spices; oatmeal; teas; dry blends,Cold-process raw food manufacturing; co-packing; extrusion and slab bars; blending/mixing; R&D; ingredient sourcing; warehousing; consulting,Horizontal flow wrap for bars; pouches; stick packs; jars; canisters; tubs; tubes; tamper-evident seals; shrink bands,,Gluten-free facility; GMP with PCQI on staff; Certified Organic by OTCO (claimed on site),co-packer,https://www.basecampcopack.com/; https://www.basecampcopack.com/contact-us,2026-08-22 00:00:00,VERIFIED,5,small_to_large; dry_and_bars; organic_otco,Official site confirms Colorado co-packer for bars and dry mixes. Address 3225 E 42nd Ave Unit 1 Denver CO 80216 on site. Also lists Patrick 303-562-7370 / patrick@. Seed Negotiable MOQ not published as a number; left blank.,Basecamp Co-Pack,basecamp co-pack|denver|CO
