,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Con Yeager Spice Company,Zelienople,PA,https://www.conyeagerspice.com,724-202-6513,sales@conyeagerspice.com,"Spices, seasonings, curing salts, blended binders; custom meat-processing blends",About: all production in Zelienople; New Castle is storage and distribution. Sizes page: custom blending of the customer's formula with custom labeling in bulk or plastic containers. Published custom-blend minimum is normally 100 lbs. Also 800-222-2460.,"Bulk bags; plastic containers 4, 16, 32, 64, and 160 fl oz",100 lbs custom blend,FDA registered,co-manufacturer,https://www.conyeagerspice.com/about/; https://www.conyeagerspice.com/our-sizes-explained/; https://www.conyeagerspice.com/ordering-and-shipping-policy/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,5,plant_zelienople; seed_city_new_castle_is_distribution; published_moq_100_lb; seed_phone_ext_unused,"List the Zelienople plant, not the New Castle store, as capacity. Seed 724-202-6513 ext. 297 unused; main number is on the site. sales@conyeagerspice.com is on the ordering page. Cheese/casings in the PSU seed were not restated on retrieved pages.",Con Yeager Spice Company,con yeager spice company|zelienople|PA
1,Gertrude Hawk Chocolates,Dunmore,PA,https://gertrudehawkchocolates.com/,800-706-6275,,Branded chocolates; wholesale no-name and logo-imprint of Gertrude Hawk SKUs,Live site is a retail/fundraising chocolate shop. Wholesale PDFs offer private label as imprinting the customer's name on Gertrude Hawk boxes and molds. Ingredients and contract-manufacturing unit was sold to Barry Callebaut in 2017. Not a third-party recipe copacker.,,,,brand with co-pack mention,https://gertrudehawkchocolates.com/; https://wholesale.gertrudehawkchocolates.com/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,EXCLUDE,5,brand_only; private_label_is_logo_on_their_sku; contract_mfg_sold_2017; seed_email_unused,"PSU listed copack. Do not list as chocolate co-man. Seed jkenny@markave.com unused. Wholesale private-label dollar floors ($2000-plus per item in older brochures) are not used here because they are imprint-program floors, not copack MOQ.",Gertrude Hawk Chocolates,gertrude hawk chocolates|dunmore|PA
2,"Pasqualichio Brothers, Inc.",Jessup,PA,https://pasqualichiomeats.com/,800-232-6233,,"Value-added meats (braciole, stuffed chicken, marinades, roasts); retailer private-label meat programs","About: 40000 sq ft USDA-inspected Jessup plant with SQF. Private-label page: produce exclusive retailer items, scale a retailer's current items, or put the retailer name on in-house items. Also own brand Butcher Van Gourmet. 220 Valley View Drive, Jessup, PA 18434.",,,USDA inspected; SQF,private-label producer,https://pasqualichiomeats.com/; https://pasqualichiomeats.com/about.html; https://pasqualichiomeats.com/private-label.html; https://pasqualichiomeats.com/contact.html; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,5,city_corrected_jessup; seed_city_scranton_unused; seed_email_unused; not_first_run; no_published_numeric_moq,"Retailer meat private label, not a first-jar copacker. Seed city Scranton unused. Seed dom@butchervangourmet.com unused. bvgourmet.com is the brand site. No numeric MOQ on retrieved pages.","Pasqualichio Brothers, Inc.","pasqualichio brothers, inc.|jessup|PA"
3,"Tekna Fill, Inc.",Cowpens,SC,https://teknafill.com,(864) 772-3520,team@teknafill.com,"Food and beverage liquids, powders, and creams; also nutraceutical, OTC, personal care, and non-hazardous household cleaners","Live teknafill.com: boutique contract packaging and manufacturing for small to medium companies. In-house lab (R&D, microbial, shelf stability). Services page lists food and beverage among markets. 265 Buds Dr, Cowpens, SC 29330. Partnered with Tekna Packaging. Welcome all project sizes.",Sachets; packets; tetrahedral pouches; pouches; glass or plastic bottles; drums; totes; super sacks,,SQF; FDA-registered,co-packer,https://teknafill.com; https://teknafill.com/services; https://teknafill.com/contact; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,VERIFIED,5,daily_merge_row; food_and_personal_care; small_to_medium_language; seed_phone_unused; seed_email_unused; no_published_numeric_moq,Not in Batches 01-18 cleaned. Seed 833-835-6272 and scot@teknafill.com unused; contact page prints (864) 772-3520 and team@teknafill.com. Also OTC/personal-care/cleaning. Footer still says 2018. Close the 2026-08-22 daily-merge Tekna Fill row with this digest.,"Tekna Fill, Inc.","tekna fill, inc.|cowpens|SC"
4,"St. Clair Foods, Inc.",Memphis,TN,https://www.stclair.com,(901) 396-8680,comments@stclair.com,Refrigerated deli salads; frozen side dishes and entrees,"About: division of Reser's Fine Foods. Foodservice product pages offer custom-formulated and private-label products. History: mid-1990s custom private label cooked and frozen products for small to medium chain restaurants. 3100 Bellbrook Drive, Memphis, TN 38116.",,,SQF Level II; USDA inspected; FDA inspected,co-manufacturer,https://www.stclair.com; https://www.stclair.com/about/; https://www.stclair.com/history; https://www.stclair.com/contact; https://www.pickyourown.org/copackers-Tennessee.php,2026-08-26 00:00:00,VERIFIED,4,resers_division; too_large; not_first_run; seed_email_unused; no_published_numeric_moq,"Real private-label kitchen, wrong scale for a first product. Seed brian@stclair.com unused; site prints comments@stclair.com. No numeric copack MOQ.","St. Clair Foods, Inc.","st. clair foods, inc.|memphis|TN"
5,The Ya-Hoo! Baking Company,Sherman,TX,https://www.yahoobakingco.com/,1-800-575-9373,,"Cakes, cookies, coffee cakes, pies, fruitcake, snacks","yahoobakingco.com (parent M.K. Commercial Kitchens, Inc.) offers custom baking, foodservice, and private label / proprietary label, including drop-ship and retail packaging. Seed yahoocake.com is the live retail shop and does not host the copack offer.","Fresh and frozen baked goods; shelf-stable cakes, cookies, and snacks",,,private-label producer,https://www.yahoobakingco.com/; https://yahoobakingco.com/private-label.html; https://www.yahoobakingco.com/phone/about-us.html; https://www.yahoocake.com; https://www.pickyourown.org/copackers-Texas.php,2026-08-26 00:00:00,VERIFIED,4,website_corrected_yahoobakingco; retail_is_yahoocake; seed_email_unused; no_published_numeric_moq; copyright_stale_2006,Use yahoobakingco.com as the copack URL. Seed wholesale@yahoocake.com unused. About page still carries 2003-2006 copyright. No named certs or numeric MOQ on retrieved pages.,The Ya-Hoo! Baking Company,the ya-hoo! baking company|sherman|TX
6,"Factory6, Inc.",American Fork,UT,https://www.factory6.com/,,,"Dietary-supplement capsules, tablets, and powders",Live factory6.com is a nutraceutical contract manufacturer (21 CFR 111). Seed factory6mfg.com did not retrieve. FAQ: American Fork; 8-10 week development; $1000 R&amp;D fee. Not conventional food or beverage copack.,,,,co-manufacturer,https://www.factory6.com/; https://www.factory6.com/faq; https://www.pickyourown.org/copackers-Utah.php,2026-08-26 00:00:00,EXCLUDE,5,nutraceutical_not_food_bev; website_corrected_factory6; seed_site_unreachable; seed_phone_unused; seed_email_unused,Food/bev-only digest. Do not list as a first-product food copacker. Seed (385) 387-1040 and trsaccato@hotmail.com unused. $1000 R&amp;D fee is not a production MOQ and is not imported.,"Factory6, Inc.","factory6, inc.|american fork|UT"
7,Lehi Mills (Lehi Roller Mills),Lehi,UT,https://lehimills.com,877-311-3566,contact@lehimills.com,Branded flour and baking mixes; custom flour and mix formulas for commercial kitchens,"Live brand is Lehi Mills (lehimills.com). Commercial-flour page offers custom flour and custom baking-mix formulas plus a $50 Faire wholesale minimum. Specialty Food Resource listed copack. Site does not clearly offer third-party retail copack of a founder's mix. 833 East Main Street, Lehi, UT 84043.",,,,unknown,https://lehimills.com; https://lehimills.com/pages/commercial-flour; https://lehimills.com/pages/contact; https://lehirollermills.com; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,NEEDS_REVIEW,3,mill_brand; website_corrected_lehimills; directory_copack_unclear; wholesale_min_not_copack_moq; seed_phone_unused; seed_email_unused,Hold. Mill is live as a mix/flour brand. Seed 800-660-4346 and sdejohn@lehirollermills.com unused. Do not publish as a pancake-mix copacker until they state third-party retail packing.,Lehi Mills (Lehi Roller Mills),lehi mills|lehi|UT
8,Valente Pasta (Pasta by Valente),Charlottesville,VA,https://valentepasta.com/,,,Own-brand dry flavored pasta,Seed pastavalente.com HTTPS failed and HTTP 404 on Squarespace. Live brand shop valentepasta.com describes family air-dried pasta since 1982 and does not offer copack. PickYourOwn listed nut-free organic/natural vegetarian pasta copack.,,,,brand with co-pack mention,https://www.pastavalente.com; https://valentepasta.com/; https://www.pickyourown.org/copackers-Virginia.php,2026-08-26 00:00:00,EXCLUDE,5,brand_only; seed_website_fail; website_corrected_valentepasta; seed_phone_unused; seed_email_unused; seed_certs_unused,"Brand shop, not a copacker. Seed 888-575-7670, retail@pastavalente.com, and organic/nut-free unused as copack claims. Do not list.",Valente Pasta,valente pasta|charlottesville|VA
9,Virginia Packing,Toano,VA,https://www.virginiapacking.com/,757-250-3764,contact@virginiapacking.com,Cured meats; cheeses; other specialty foods requiring careful handling,"Live site self-describes as a specialty co-packer. Weber slicer, GEA thermoform, MAP and vacuum/shrink. Exclusive jamon slicer/packer for La Tienda. 3601 LaGrange Parkway, Toano, VA 23168. Seed city field was garbage (detail. Based in Toano).",MAP; vacuum shrink; thermoform,,SQF; USDA inspected; FDA inspected,co-packer,https://www.virginiapacking.com/; https://www.virginiapacking.com/packing/; https://www.pickyourown.org/copackers-Virginia.php,2026-08-26 00:00:00,VERIFIED,5,city_corrected_toano; slicing_and_pack; no_published_numeric_moq,Slicing/packing copack more than a cook-from-recipe kitchen. Seed phone and email match the site. No numeric MOQ.,Virginia Packing,virginia packing|toano|VA
