,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Telmark Packaging,Red Bank,NJ,https://www.telmarkpkg.com/,(732) 847-2084,,Skin care; hair care; sun care; cosmetics; OTC derma; dental; pet; personal care; nutritional/wellness; pharmaceuticals (site expertise list),"Turn-key formulation, batching, filling, packaging, and fulfillment for beauty/personal care. Sales offices Red Bank NJ, Hoboken NJ, and Naples FL. Site says manufacturing facilities across the US (network), not a named NJ food plant. PSU food list (tomato paste, beverages, sauces, etc.) is not on the live site.",Tubes; bottles; jars; primary packaging; assembly; wrapping (claimed),,,secondary packaging,https://www.telmarkpkg.com/; https://www.telmarkpkg.com/about; https://www.telmarkpkg.com/services; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,EXCLUDE,5,cosmetics_personal_care; not_food_plant; network_facilities; psu_food_list_not_on_site; seed_trap; city_filled_red_bank,"Seed trap: PSU listed food copack. Live site is beauty/personal-care contract packaging. Phone (732) 847-2084 confirmed. Seed aolsen@telmarkpkg.com unused. NSF/Kosher/organic claims on services page are about packaging, not a food plant cert list we can treat as published food certs. Exclude for food/bev founders.",Telmark Packaging,telmark packaging||NJ
1,El Pinto Foods LLC,Albuquerque,NM,https://elpintocopacking.com/,(505) 898-1771,Copack@elpinto.com,Salsas; BBQ sauces; hot sauces; marinades; dipping sauces; dressings; drink mixers,"Hot-fill and cold-fill co-pack / private label at the El Pinto estate plant (test kitchen, trial batches, FDA filing help). Restaurant site still sells salsa; copack lives on elpintocopacking.com. Seed pretty URL on elpinto.com 404s into the restaurant. Services page asks for programs that exceed 100,000 units annually; homepage also claims low MOQ starting at 10,000 units per year.",Glass jars and bottles; plastic bottles and jugs; single-serve cups; PET; bulk; shrink sleeves,"Homepage: starting at 10,000 units per year. Services page: interested in needs that exceed 100,000 units annually. Ask; do not treat either figure as a hard published first-run floor.","SQF (97.5% 2025 score claimed); Kosher (OU logo on certifications page); plant can support vegan, Non-GMO Project, gluten-free, and organic callouts item-by-item",co-packer,https://elpintocopacking.com/; https://elpintocopacking.com/pages/services; https://elpintocopacking.com/pages/certifications; https://elpintocopacking.com/pages/contact-us; https://www.elpinto.com/; https://www.pickyourown.org/copackers-Idaho.php,2026-08-26 00:00:00,VERIFIED,5,hot_fill; moq_contradiction_10k_vs_100k; restaurant_plus_plant; seed_url_404; high_volume_default,"Copack office (505) 898-1771 ext 1134, Copack@elpinto.com, 10500 4th St NW Albuquerque NM 87114. Seed sarah@elpinto.com unused. Seed organic/SQF: SQF is claimed on the copack site; organic is an available callout, not assumed for every SKU. First-run founders should assume high volume until El Pinto clarifies the 10k vs 100k language. PickYourOwn Idaho listing was a source misfire; plant is NM.",El Pinto Foods,el pinto foods llc|albuquerque|NM
2,Bronx River Bottling LLC,Valley Cottage,NY,https://www.bronxriverbottling.com/,845-875-4300,info@bronxriverbottling.com,Hot sauces; BBQ sauces; Asian marinades; pasta sauces; low-acid and acidified sauces,Full-service sauce facility. Co-packing and private label. Hot fill. Ingredient/container/label sourcing. Small-batch kettles through institutional runs claimed. Exclusive co-packer of Iron Kitchen / Iron Chef sauce line. Women-owned claimed in footer.,Sauce bottles/jars (container page on nav; sizes not copied from an unloaded containers page),,"USDA; FDA; SQF (in certification process, claimed); HACCP (claimed); Kosher (Kof-K; some products Tartikov Beis Din); Gluten-Free (GFCO claimed)",co-packer,https://www.bronxriverbottling.com/; https://www.bronxriverbottling.com/certifications; https://www.bronxriverbottling.com/contact-us; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-26 00:00:00,VERIFIED,5,hot_fill; acidified; women_owned_claimed; sqf_in_process,"10 Ford Products Road, Valley Cottage, NY 10989. Phone and info@ confirmed. Seed eric@bronxriverbottling.com unused. SQF is in process, not a finished cert. Small-batch language is useful for first sauce runs; no numeric MOQ published.",Bronx River Bottling,bronx river bottling llc|valley cottage|NY
3,The Farm Bridge,Kingston,NY,https://thefarmbridge.com,845-383-1761,,Pickles; sauces; soups; fresh-cut produce; shelf-stable and frozen (directory/association copy; not confirmed on a live homepage this session),"Hudson Valley co-packer formerly Farm to Table Co-Packers / Winter Sun Farms. Official domain returned Cloudflare 522 on homepage, www, and HTTP after retry. On 2026-08-22 daily merge and not in Batches 01-10. Hold until the origin comes back.",,,,co-packer,https://thefarmbridge.com; https://www.thefarmbridge.com; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/; https://nysfoodprocessors.org/association-members/the-farm-bridge/,2026-08-26 00:00:00,NEEDS_REVIEW,2,site_522; retry_failed; daily_merge_2026-08-22; formerly_farm_to_table_copackers; directory_only_until_site_loads,Required retry after 522 still failed. Seed jim@thefarmbridge.com unused. Seed phone kept from seed/directory only. Association page still lists 750 Enterprise Drive Kingston and copack of pickles/hot fill/fresh cut; that is not treated as VERIFIED while thefarmbridge.com is down. Do not import yet. Not a 01-10 cleaned dupe.,The Farm Bridge,the farm bridge|kingston|NY
4,Victoria Fine Foods (formerly Victoria Packing),Brooklyn,NY,https://victoriapastasauces.com/,800-811-9104,,"Own-brand pasta sauces (marinara, vodka, pomodoro, low sodium); consumer Italian sauces","victoriafinefoods.com redirects to victoriapastasauces.com, a B&G Foods consumer brand. About page is brand history (Brooklyn 1929, slow kettle-cook). No co-pack or private-label offer. Cornell and PSU listed one Brooklyn plant (Victoria Fine Foods vs Victoria Packing, 443 East 100th Street; 718 vs 719 OCR). That plant is not offered as copack on the live brand site.",Jars,,,unknown,https://www.victoriafinefoods.com/; https://victoriapastasauces.com/; https://www.victoriafinefoods.com/about/; https://www.victoriafinefoods.com/contact/; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,EXCLUDE,5,brand_only; bg_foods_portfolio; victoria_packing_same_entity; directory_copack_not_on_site; seed_trap,"Confirm one entity: Victoria Fine Foods is the successor name for Victoria Packing, not two plants. Current site is a sauce brand under B&G Foods, Inc. footer. Contact phone 800-811-9104. Seed 718-927-3000 and jaquilina@victoriafinefoods.com unused. PSU 719-927-3000 was already flagged OCR. Exclude as brand-only; do not re-split Packing vs Fine Foods.",Victoria Fine Foods,victoria fine foods (formerly victoria packing)|brooklyn|NY
5,Vital Eats,Malta,NY,https://www.vitaleats.com/,,info@vitaleats.com,Liquid sauces and condiments; dry spices and snacks (Cornell listing plus indexed site copy: hot/cold-fill bottling and dry packaging),"Indexed official pages describe a small-batch co-packer and private-label manufacturer with production in Albany NY (5 oz bottles to jugs; bags/containers for dry). This session: HTTP redirects to HTTPS, then TLS unexpected-EOF; WebFetch got a JS browser check. Cornell still lists a Malta family operation from test runs of a few cases to thousands.","Bottles 5 oz to jugs; bags; containers (from Cornell/indexed copy, not a freshly rendered page)",,,co-packer,https://www.vitaleats.com/; https://www.vitaleats.com/co-packing-faq; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-26 00:00:00,LISTABLE,3,tls_eof; js_challenge; albany_production_vs_malta_seed; small_batch_claimed; seed_email_unused,Could not complete a clean page load after retry. Search index of vitaleats.com still shows copack/private label and info@vitaleats.com. Seed phone 518-899-0150 and reuben@vitaleats.com unused. Keep Malta in master key. First-run language is attractive if the site is reachable. Thinner than VERIFIED.,Vital Eats,vital eats|malta|NY
6,"Hinkle Fine Foods, Inc.",Dayton,OH,http://hinklefinefoods.com/,937-836-3665,info@hinklefinefoods.com,Sauces; dressings; salsas; mustards; dips; relishes; dry mix products,"Product development, manufacturing, co-packing, custom packaging, private label. Co-packer page: scale a client recipe; 5 oz to 64 oz glass; 12 oz plastic hot-fill up to 5-gallon pails; bag-in-box. Address 4800 Wadsworth Rd, Dayton, OH 45414. HTTPS presents a self-signed cert; HTTP pages load.",5-64 oz glass jars/bottles; 12 oz plastic hot-fill to 5-gallon pails; bag-in-box,,,co-packer,http://hinklefinefoods.com/; http://hinklefinefoods.com/co-packer.html; http://hinklefinefoods.com/contact.html; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,4,self_signed_https; use_http; seed_phone_unused; seed_sqf_unused; aging_site_copyright_2017,HTTP pages confirm copack. Live phone 937-836-3665 and info@hinklefinefoods.com (seed 614-327-8697 and mike@ unused). Seed SQF not on the three pages reviewed so unused. Copyright 2017; still serving copack copy. First-run friendly tone (just getting started on homepage); no numeric MOQ.,Hinkle Fine Foods,"hinkle fine foods, inc.|dayton|OH"
7,LMS (Liquid Manufacturing Solutions),Franklin,OH,https://www.lms-co.com/,(937) 401-0821,inquiries@LMS-co.com,Edible oils; vinegars; liquid seasonings and sauces; also liquid soaps and detergents (non-food line),"Privately owned co-packer/co-manufacturer in Franklin OH. 40,000+ sq ft, 8 oil/food lines, 3 soap/detergent lines, ~300k gallons bulk tanks, dedicated lab. Tolling or turnkey. 401 Shotwell Dr / Shotwell St (contact page uses both St and Dr).",Glass and plastic bottles; various shapes and sizes,,HACCP principles and FDA Preventive Controls claimed on FSQA page; Non-GMO varies by product,co-packer,https://www.lms-co.com/; https://www.lms-co.com/contact; https://www.lms-co.com/our-facility; https://www.lms-co.com/food-safety-and-quality-assurance; https://www.lms-co.com/vinegars-oils-liquid-seasonings/sauces; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,VERIFIED,5,also_makes_soaps; seed_sqf_kosher_unused; seed_email_unused,Site confirms Franklin copack of oils/vinegars/sauces. Phone (937) 401-0821 and inquiries@LMS-co.com. Seed jheitker@lms-co.com unused. Seed FDA/SQF/kosher: only HACCP + FDA Preventive Controls published on FSQA; SQF and kosher unused. Dual food plus soap lines; founders should specify edible. No numeric MOQ.,Liquid Manufacturing Solutions,lms- liquid manufacturing solutions|franklin|OH
8,Milo's Whole World Gourmet (Milo's Co-Packing),Athens,OH,https://miloswholeworld.com/copacking/,(866) 589-6456,,Sauces; dressings; condiments; jams/jellies; BBQ; fruit salsas; ketchups; pasta sauces; fruit spreads (own Brownwood Farms line plus copack of client sauces),"Boutique co-packer. Seed URL miloscopacking.com is a placeholder (You are in the wrong place). Live copack is miloswholeworld.com/copacking. Athens County, Ohio. Owner Jonathan Milo Leal. Small-batch; free consulting claimed for copack customers. WebFetch often Cloudflare; curl retrieved homepage/about/copacking.",Jars/bottles (bottling claimed; sizes not listed on the copack landing page),,,co-packer,https://miloswholeworld.com/; https://miloswholeworld.com/copacking/; https://miloswholeworld.com/about/; https://www.miloscopacking.com/; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,VERIFIED,4,seed_url_dead_placeholder; live_site_miloswholeworld; boutique_first_run; email_obfuscated; cloudflare_on_webfetch,Confirmed copack on miloswholeworld.com. Phone (866) 589-6456. Email is obfuscated ([email protected]); seed milo@miloswholeworld.com unused. Certifications heading present but names not readable in the HTML extract so left blank. Strong Gen Z/first-run fit. Keep Athens in master key; site says Athens County not a street.,Milo's Whole World Gourmet,milo's co-packing|athens|OH
9,Signature Kettle (Signature Sauces),Independence,OH,https://signaturekettlecrafted.com/,216-642-4605,Info@SignatureSauces.com,Sauces; dressings; soups; condiments; glazes; BBQ sauces; marinades,"Proprietary manufacturer and private-label / contract manufacturing. Culinary R&D, custom formulations, small-batch test runs, shelf-stable development. 60,000 sq ft plant claimed. Foodservice, retail, club, brand licensing. signaturesauces.com redirects here.",Retail and foodservice packaging (capabilities nav; sizes not copied from an unloaded packaging subsection),"Annual minimum 25,000 lb (2,400 gallons) per SKU retail or 40,000 lb (3,600 gallons) foodservice (stated on contact page)",SQF Level 2 (claimed on capabilities),co-manufacturer,https://signaturesauces.com/; https://signaturekettlecrafted.com/; https://signaturekettlecrafted.com/contact/; https://signaturekettlecrafted.com/capabilities/; https://www.pickyourown.org/copackers-Ohio.php,2026-08-26 00:00:00,VERIFIED,5,high_moq; rebrand_signature_kettle; not_first_run,"Plant 7169 E. Pleasant Valley Rd, Independence, OH 44131, 216.642.4605, Info@SignatureSauces.com. DC in Brecksville 216.200.5882. Published annual MOQ is high for first products. Seed PickYourOwn Ohio copacker listing confirmed as contract manufacturing on the live site.",Signature Kettle,signature sauces|independence|OH
10,All Seasons Kitchen,Mohnton,PA,https://www.allseasonskitchen.com/,717-445-4521,info@allseasonskitchen.com,Deli salads; sauces; dressings; marinades; BBQ sauce; hot sauce; cooking sauces; some frozen cheese sauces,"Small-batch manufacturer plus co-pack/private label of sauces, dressings, and marinades. FDA and PA Department of Agriculture registered. HACCP program claimed. Address 1451 Reading Road, Mohnton, PA 19540.",,,HACCP (claimed); FDA and PA Dept. of Agriculture registered facility (claimed),co-packer,https://www.allseasonskitchen.com/; https://www.allseasonskitchen.com/contact/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,5,small_batch; first_run_fit; curl_bot_interstitial; webfetch_ok,Homepage and contact confirm contract packing / private label. Phone 717.445.4521 and info@allseasonskitchen.com. Seed dcanarelli@allseasonskitchen.com unused. No numeric MOQ. Good artisan-sauce fit for first runs. Curl often bot-walled; WebFetch succeeded.,All Seasons Kitchen,all seasons kitchen|mohnton|PA
11,Byler Canning Co. (Byler's Relish House),Saegertown,PA,https://bylercanningco.com/,(814) 763-6510,sales@bylercanningco.com,"Pickles; relishes; jams; jellies; mustards; pickled products (private-label of their catalog, 60+ SKUs claimed)","bylersrelishhouse.com redirects to bylercanningco.com. Private-label page: they pack their recipes under a client's label (label design, print, apply). Not a custom-recipe copack offer on the page reviewed. Cornell/PSU listed acidified copack under the Relish House name; live offer is private label of Byler's SKUs.",Jars,Private label: 20 cases per product. Unlabeled products: $750 per order. Label design from $125 per label.,,private-label producer,https://bylersrelishhouse.com/; https://bylercanningco.com/; https://bylercanningco.com/private-label/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-26 00:00:00,VERIFIED,5,rebrand_byler_canning; private_label_of_their_skus; not_custom_recipe_copack; cornell_psu_same_plant,"One plant: Byler's Relish House is now Byler Canning Co. Phone (814) 763-6510 and sales@bylercanningco.com. Seed copacking@bylersrelishhouse.com and ext 103 unused. Published 20-case MOQ is first-run friendly if the founder wants their catalog, not a unique formula. Do not split Cornell vs PSU rows.",Byler Canning Co.,bylers relish house|saegertown|PA
