,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,"Indian Summer Cooperative, Inc.",Ludington,MI,,,"Apple juice, flavored juices, applesauce, flavored sauces, apple slices, concentrates, cherry juice (MFPA / news)","No company website. LinkedIn company copy (secondary) said Cherry Central is the marketing arm and Indian Summer had no site. cherrycentral.com/retail-brands/indian-summer/ is a retail brand page, not a copack offer. Ludington Daily News archive described private-label packing for store brands and USDA programs from 3958 West Chauvez Road. MFPA lists a processor; seed notes it is not clearly a co-packer. Seed 231-845-6248 and dhackert@indiansummercoop.com unused.",,,,unknown,https://www.michfpa.org/processors/; https://www.cherrycentral.com/retail-brands/indian-summer/; https://www.shorelinemedia.net/ludington_daily_news/archives/indian-summer-cooperative/article_99030f08-ca1d-5434-9dbe-a40fdd1a1f28.html,2026-08-26 00:00:00,NEEDS_REVIEW,2,no_website; processor_not_clearly_copacker; cherry_central_is_marketer; seed_phone_unused; seed_email_unused,"Hold. Grower co-op juice plant, not a published startup copacker. Do not use cherrycentral.com as this row's website.","Indian Summer Cooperative, Inc.","indian summer cooperative, inc.|ludington|MI",
1,Abdallah Candies,Apple Valley,MN,https://www.abdallahcandies.com/,952-890-4770,service@abdallahcandies.com,"Own-brand chocolates, caramels, toffees, clusters, barks, nougats, creams; wholesale prepack and bulk","Live abdallahcandies.com is a retail/wholesale chocolatier. Contact lists manufacturing, wholesale, and main office at 6075 147th St W, Apple Valley, MN 55124, phone 952-890-4770, service@abdallahcandies.com. Wholesale page is branded candy for resale, not a co-pack offer. Star Tribune (2024) and a 2017 Snack Food & Wholesale Bakery piece describe contract/private-label work; those claims are not on the origin shop. Seed city Burnsville is the old plant city. MDA copack listing unused as origin language. Seed MOQ varies unused.","Prepackaged boxes, bags, wrapped singles; bulk (origin wholesale page)",,,brand with co-pack mention,https://www.abdallahcandies.com/; https://www.abdallahcandies.com/wholesale/; https://www.abdallahcandies.com/contact-us/; https://www.mda.state.mn.us/minnesota-co-packer-directory; https://www.startribune.com/ramstad-cocoa-prices-are-high-and-minnesotas-abdallah-is-eating-some-of-them/601322898,2026-08-26 00:00:00,NEEDS_REVIEW,3,copack_not_on_origin; city_updated_from_seed; mda_and_press_only; seed_moq_unused; no_published_numeric_moq,Hold. Live candy brand in Apple Valley. Do not import as a confirmed copacker until a company page states private label. Keep master_dedupe_key on Burnsville seed.,Abdallah Candies,abdallah candies|burnsville|MN
2,"All American Foods, Inc.",Mankato,MN,https://www.aafoods.com/,800-833-2661,,"Dried, co-dried, and dry-blended bulk ingredients (cheese powders, cultured dairy powders, functional Pro Mix ingredients)","Live aafoods.com Processing Services page offers custom drying, co-drying, blending, liquid blending, plating/encapsulation, sifting, and a pilot facility for experimental runs as small as 50 pounds. Packaging Services: custom dry-ingredient and toll packaging from 10-lb poly bags to 2500-lb totes/super sacks. QA page lists SQF, HACCP, FDA, Grade A, Kosher, Halal (IFANCA), and organic (QAI). Four SQF facilities in southern Minnesota; HQ 121 Mohr Dr, Mankato. Industrial ingredient co-man, not a first-jar plant. Seed amys@aafoods.com unused. MDA 'to be determined' MOQ unused.",Multi-wall bags; poly bags; drums; boxes; bulk totes/super sacks (10 lb to 2500 lb on packaging page; 500-3500 lb tote line at Waseca in a 2015 news post),Pilot batches as small as 50 pounds (origin processing page). Commercial MOQ not published.,SQF; HACCP; FDA; Grade A; Kosher; Halal (IFANCA); Organic (QAI) on origin QA page,co-manufacturer,https://www.aafoods.com/; https://www.aafoods.com/products/processing-services/; https://www.aafoods.com/products/customized-packaging/; https://www.aafoods.com/about-us/quality-assurance/; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,VERIFIED,5,origin_confirms_copack; industrial_ingredients; high_volume_signal; not_first_run; seed_email_unused; mda_moq_unused,"Import only if Codex wants dairy-powder/dry-blend scale. 50 lb figure is a pilot-line size, not a commercial floor.",All American Foods Inc.,all american foods inc.|mankato|MN
3,BIX Produce Company (FreshPoint / Sysco),Saint Paul,MN,https://www.bixproduce.com/,651-487-8000,spagel@bixproduce.com,Foodservice produce distribution; fresh-cut fruit and vegetables,"Live bixproduce.com is a regional produce distributor with a Little Canada fresh-cut facility, SQF Level 2 claimed on the products page. About page: Sysco FreshPoint agreed to acquire BIX in summer 2023. Custom fresh-cuts are for foodservice customers, not third-party brand co-pack. MDA co-packer directory lists boxed/fresh-cut fruits and vegetables; that copack framing is not on origin. Contact: 651-487-8000, Steve Pagel spagel@bixproduce.com, also help@bixproduce.com.",Fresh-cut packs for foodservice (origin). Retail brand formats not described.,,SQF Level 2 (origin products page),unknown,https://www.bixproduce.com/; https://www.bixproduce.com/about-bix/; https://www.bixproduce.com/products/; https://www.bixproduce.com/contact-us/; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,EXCLUDE,5,not_copacker; produce_distributor; freshpoint_sysco; mda_copack_unused,Do not import as a copacker. Foodservice produce house. MDA listing unused.,Bix Produce Company,bix produce company|saint paul|MN
4,Bongards Creameries (Bongards Premium Cheese),Chanhassen,MN,https://www.bongards.com/,952-277-5500,,"Natural cheese; process cheese; imitation cheese; whey. Foodservice, K-12, C-store, retail/deli, industrial.","Live bongards.com is a farmer-owned cheese supplier. Capabilities page: custom product development, product matching, on-site pilot plant, three high-output plants, all SQF certified. Contact page: general inquiries 952-277-5500; HQ 250 Lake Drive East, Chanhassen; plants in Bongards MN, Perham MN, and Humboldt TN. Homepage/capabilities do not use co-pack or private-label words. ADPI directory lists contract manufacturer for private-label process cheese slices and loaves; that is off-origin. Seed 952-277-5555 unused. Seed scott.tomes@bongards.com unused (CRO/press, not a public copack inbox). MDA 10000 lb unused.","Blocks, loaves, slices, shreds, single-serve (channel pages)",,"SQF (origin capabilities page, all three plants)",co-manufacturer,https://www.bongards.com/; https://www.bongards.com/about/capabilities/; https://www.bongards.com/contact-us/; https://adpi.org/listing/bongards-creameries/; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,NEEDS_REVIEW,3,copack_not_on_origin; industrial_cheese; high_volume_signal; not_first_run; adpi_private_label_only; seed_phone_unused; seed_email_unused; mda_moq_unused; hq_not_plant,"Hold. Real industrial cheese co-man language, but origin does not say they pack other brands. Chanhassen is HQ; production is Bongards/Perham/Humboldt. Do not pitch as a first-run copacker.",Bongards Premium Cheese,bongards premium cheese|chanhassen|MN
5,"Captain Ken's Foods, Inc.",Saint Paul,MN,https://captainkens.com/,651-298-0071,,"Own-brand frozen chili, oven-baked beans, taco meats, casseroles, and sides for foodservice and retail","Live captainkens.com is the company brand. About: food processing company for foodservice, retail, and other food processors; USDA certified facility at 344 South Robert Street, Saint Paul. Contact: 651-298-0071 and 800-510-3811. Capabilities nav 404 this check; foodservice/retail pages sell Captain Ken's SKUs, no co-pack page. 2012 archive mentioned private label contract packaging; unused because not on current origin. Seed jtraxler@captainkens.com unused. MDA annual 100000 lb unused.",Flash-frozen retail and foodservice packs (origin). Exact formats not restated on current pages.,,USDA certified facility (origin about page),brand with co-pack mention,https://captainkens.com/; https://captainkens.com/about/; https://captainkens.com/foodservice/; https://captainkens.com/contact/; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,NEEDS_REVIEW,3,copack_not_on_origin; own_brand_frozen; mda_and_archive_only; seed_email_unused; mda_moq_unused,Hold. Live USDA frozen-food brand. Other-food-processors sentence is not a copack offer. Do not import as confirmed copack.,Captain Ken's Foods,captain ken's foods|saint paul|MN
6,"Dover Processing, Inc.",Dover,MN,https://www.dovermeats.com/,507-932-8660,dovermeats@gmail.com,"USDA meat: beef, pork, sheep, goats, bison, elk; sausage, snack sticks, smoked meats, ham, bacon; custom slaughter plus further processing","Live dovermeats.com states a USDA-inspected plant at 481 Main St South, Dover, MN, small enough for cut-to-order family processing and large enough to be a co-packer for a product line. Slaughter through sausage, snack sticks, ham, bacon; uncured/all-natural/MSG-free options. Phone 507-932-8660, dovermeats@gmail.com. Confirmed third-party copack language plus custom slaughter. MDA MOSA/Animal Welfare Approved unused (not on retrieved origin pages).",Thermoforming and vacuum packaging claimed on MDA only; origin does not name formats.,,"USDA inspected (origin). MOSA organic and Animal Welfare Approved are MDA-only, unused.",co-packer,https://www.dovermeats.com/; https://www.dovermeats.com/contact; https://www.fsis.usda.gov/inspection/fsis-inspected-establishments/dover-processing-inc.; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,VERIFIED,5,origin_confirms_copack; custom_slaughter_and_copack; usda; mda_certs_unused; no_published_numeric_moq,Import as a small USDA meat copacker that also does custom slaughter. Honest both services. MDA organic/AWA unused.,Dover Processing Inc.,dover processing inc.|dover|MN
7,Fiberich Technologies Inc.,Bloomington,MN,,,,Legume flours and high-fiber baking concentrate (MDA / trade directories),"fiberichtech.com is for sale on HugeDomains. fiberich.com returns an empty page. No live origin. MDA still lists Fiberich Technologies Inc., Bloomington, high-fiber baking concentrate, one-pallet / 2000 lb minimum, Jean Holland, 952-920-8054, fiberichtech@gmail.com. USA Pulses appendix still cites 3280 Gorham Ave, St Louis Park. Seed contacts unused because they are directory-only. Do not invent a site.",,,,unknown,https://www.mda.state.mn.us/minnesota-co-packer-directory; https://usapulses.org/manual/appendix-d-suppliers/; https://www.foodmaster.com/directories/72-food-ingredients/listing/11459-fiberich-mn-inc,2026-08-26 00:00:00,NEEDS_REVIEW,2,no_website; domain_for_sale; mda_directory_only; seed_phone_unused; seed_email_unused; seed_moq_unused,Hold. Ingredient miller with a dead domain. Do not import until a live origin exists. 2000 lb MDA floor unused.,Fiberich Technologies Inc.,fiberich technologies inc.|bloomington|MN
8,French Lake Butcher Shop LLC,South Haven,MN,https://frenchlakebutchershop.com/,,,Custom meat processing; smoked sausages and brats; uncured organic products (origin shop),"Live frenchlakebutchershop.com is a family butcher shop (est. 1992) offering custom meat processing, smoked products, and uncured organic products; animal-welfare improvements claimed. Origin does not say third-party brand co-pack. MDA/PickYourOwn: co-packing for area farmers, 20 lb sausage minimum; those claims are off-origin. MDA custom-exempt plant list includes this shop. Seed 320-286-5345 and frenchlakebutchershop@live.com unused. Curl TLS to the shop failed once; WebFetch retrieved the homepage.",,,,unknown,https://frenchlakebutchershop.com/; https://www.mda.state.mn.us/minnesota-co-packer-directory; https://www.mda.state.mn.us/custom-exempt-meat-poultry-processing-plants-minnesota,2026-08-26 00:00:00,NEEDS_REVIEW,3,custom_slaughter; copack_not_on_origin; mda_farmer_copack_only; seed_phone_unused; seed_email_unused; mda_moq_unused,"Hold. Real custom butcher, not a published brand copacker. 20 lb sausage floor is MDA-only.",French Lake Butcher Shop LLC,french lake butcher shop llc|south haven|MN
9,Greater American Ribs Inc.,Woodbury,MN,http://www.garibs.com/,651-739-0161,rick@garibs.com,Own-brand fully cooked pork loin back ribs; heat-and-serve BBQ; outlet store,"Live homestead site garibs.com is a family BBQ brand (founded 1994, Rick and Gregg Mahmood) with an outlet at 1850 Weir Dr Suite 1, Woodbury. About page is company history, not co-pack. Contact: 651-739-0161, rick@garibs.com and gregg@garibs.com. MDA lists fully cooked ribs with or without sauce and mutually agreed MOQ; that copack framing is not on origin. Seed 651-329-8133 and pete@garibs.com unused. Same pattern as other USDA meat brands with unused MDA copack rows.",,,,brand with co-pack mention,http://www.garibs.com/; http://www.garibs.com/About-Us.html; http://www.garibs.com/Contact-Us.html; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,EXCLUDE,4,brand_only; mda_copack_unused; seed_phone_unused; seed_email_unused,Do not import as a copacker. Live rib brand/outlet. MDA unused.,Greater American Ribs Inc.,greater american ribs inc.|woodbury|MN
