,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Schwan's Global Supply Chain Inc.,Marshall,MN,https://www.schwanscompany.com/,,,Frozen pizza; ice cream; pies; Asian snacks/appetizers/meals; beverages; shelf-stable sauces and rice; aluminum packaging,"Live schwanscompany.com Strategic Partner Solutions page invites business partners to produce and package those categories. This is Schwan's industrial private-label/contract-pack unit, not a first-run kettle. Marshall is a historic manufacturing city; corporate pages also reference Bloomington. Seed 507-537-8189 and MaryJo.Martinson@ unused. Wendy.Koerper@ appeared in a snippet but was not on the retrieved SPS page this check, so email left blank.",Aluminum packaging (named); other formats not specified on retrieved SPS page,,,co-manufacturer,https://www.schwanscompany.com/; https://www.schwanscompany.com/schwans-strategic-partner-solutions/; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,VERIFIED,4,industrial_frozen; not_first_run; steep_scale; seed_phone_unused; seed_email_unused; no_published_numeric_moq,"Confirmed copack/private label at industrial scale. Import only if Codex wants Schwan-scale frozen, not a starter-brand plant.",Schwan's Company (Strategic Partner Solutions),schwan's global supply chain inc.|marshall|MN
1,Treehouse Brands dba Enlightened Beverage,Marine on St. Croix,MN,https://enlightenedbeverages.com/,888-522-2892,mlammi@treehousebrands.com,"Dry powdered latte, frappe, cocoa, chai, and beverage mixes; private-label bakery mixes; private-label coffee (via Coda Coffee partnership)","Live enlightenedbeverages.com (treehousebrand.com serves the same Shopify) is Treehouse Brands of Marine on St. Croix, founded 2008. Home page offers exclusives on private label; bakery and coffee private-label copy is on the same page. Shopify theme is broken (auto-setup warning). Not TreeHouse Foods / Bay Valley (Batch 15 San Antonio). Seed city Croix corrected. Current service is text 651-307-8415 and mlammi@treehousebrands.com; about page still lists 888-522-2892 for samples.",Pouches/bags (3 lb case packs on MDA unused); portion-pack coffee pouches to 5 lb foil pouches (on origin),,,private-label producer,https://enlightenedbeverages.com/; https://enlightenedbeverages.com/pages/about-us; https://treehousebrand.com/; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,VERIFIED,4,not_treehouse_foods_bay_valley; shopify_theme_broken; city_corrected_marine_on_st_croix; private_label_own_formulas; seed_info_email_unused,"Distinct MN powder house, not the Illinois/Texas TreeHouse Foods plant. Private label of their mixes, not a wet-sauce copacker.",Treehouse Brands (Enlightened Beverages),treehouse brands dba enlightened beverage|marine on st. croix|MN
2,Nature's Organic Haven LLC,Hermann,MO,,,,Organic elderberry farm and Nature's Power juice (historical),No live origin this check (naturesorganichaven.com and drinknaturespower.com timed out). Founder Phyllis Hannan died 2023-10-29. LinkedIn still describes a USDA organic elderberry farm at 78 Brown Rd supplying Nature's Power juice via Physician's Natural Solutions. Specialty Food Resource copack listing is stale. Do not revive.,,,,unknown,https://www.specialtyfoodresource.com/find-a-business-resource/copackers/; https://www.toedtmanngrosse.com/obituary/Phyllis-Hannan; https://linkedin.com/company/nature's-organic-haven-llc,2026-08-26 00:00:00,EXCLUDE,4,founder_deceased_2023; no_live_origin; do_not_revive; farm_brand; directory_only; seed_phone_unused; seed_email_unused,Dead or dormant farm brand. Do not import as a copacker.,Nature's Organic Haven,nature's organic haven llc|hermann|MO
3,SOMA Kombucha,Portland,OR,https://somakombucha.com/,971-246-7662,hello@somakombucha.com,"Kombucha, jun, kefir, fermented and non-fermented beverages; herbal/mushroom extractions; liquid ingredients","Live somakombucha.com/coman confirms a Hand-Crafted Beverage co-manufacturing and private-label arm (bottles, cans, kegs, IBC totes; forced/natural carbonation or still). Same page states they are no longer accepting new contract manufacturing clients and will refer out; development/consultation remains. Contact: 100 NE Farragut Street, Portland; 971-246-7662; hello@somakombucha.com. Seed 503-756-9646 and jp@ unused. Organic facility claimed. CBD compliance claimed.",Glass and PET bottles 2 oz-128 oz; standard and sleek cans; Sanke D and one-way kegs; IBC totes,,Certified Organic facility (claimed on coman page),co-manufacturer,https://somakombucha.com/; http://somakombucha.com/coman; https://somakombucha.com/contact-us-1; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,not_accepting_new_copack_clients; cbd_adjacent; taprooms; seed_phone_unused; seed_email_unused; no_published_numeric_moq; organic_claimed,"Origin confirms copack, but they are closed to new manufacturing clients this check. Do not pitch as an open plant. Development still offered.",SOMA Kombucha,soma kombucha|portland|OR
4,Salsa Hecho in the Pacific Northwest,Central Point,OR,,,,Salsas (ODA directory claim),"No official website found. Oregon assumed-business-name record at 4553 Nellis Ave, Central Point (Linda Berryman, registered 2018). Phone 541-665-2846 appears on a Talent PO-box directory, not on an origin. ODA PNW locator lists salsas / low MOQ / gluten free. Directory-only.",,,,unknown,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx; https://opengovus.com/oregon-business/147140396,2026-08-26 00:00:00,NEEDS_REVIEW,2,no_live_origin; oda_directory_only; seed_phone_unused; seed_email_unused,Hold. No origin to confirm copack versus a salsa brand.,Salsa Hecho in the Pacific Northwest,salsa hecho in the pacific northwest|central point|OR
5,"KT Element, LLC dba Element Kombucha",San Antonio,TX,https://elementkombucha.com/,,,Own-brand raw kombucha,Live elementkombucha.com is a San Antonio kombucha brand at 414 Vera Cruz. SKUs retrieved this check were sold out. No co-pack page. LinkedIn and PickYourOwn claim copacking for CSD/functional beverages and organic/small-startup services; unused. CCOF lists KT Element LLC dba Element Kombucha with 210-320-3058; phone not on retrieved origin pages so left blank. Seed info@ unused.,12 oz cans (6-packs on shop),,,brand with co-pack mention,https://elementkombucha.com/; https://www.pickyourown.org/copackers-Texas.php; https://ccof.org/es/directory-member/kt-element-llc-dba-element-kombucha/,2026-08-26 00:00:00,NEEDS_REVIEW,3,brand_site; copack_not_on_origin; products_sold_out; seed_phone_unused; seed_email_unused,"Live brand, copack unconfirmed on origin. Hold.",Element Kombucha,kt element|san antonio|TX
6,"Cascade Range, LLC",Burlington,WA,,,,Hot fill; granola; jams; sauces; nut butters; syrups; powder filling (directory claims),"No live official site this check. cascaderangellc.com did not return a page. ODA PNW locator and PickYourOwn/Specialty Food Copackers list Jamie Williams, 444 Fashion Way Burlington, 360-631-8203, yahoo/gmail contacts. Distinct from Cascade Range Mfg cosmetics in Oregon. Directory-only.",,,,unknown,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx; https://pickyourown.org/copackers-Washington.php,2026-08-26 00:00:00,NEEDS_REVIEW,2,no_live_origin; oda_pyo_directory_only; seed_phone_unused; seed_email_unused; not_cascade_range_mfg_or,"Hold. Likely a small kitchen copacker, but no origin.","Cascade Range, LLC","cascade range, llc|burlington|WA"
7,"Movie Style Popcorn, Inc.",Spokane,WA,https://movie-style-popcorn.square.site/,,,Ready-to-eat popcorn and caramel corn (own brand),"Square checkout at movie-style-popcorn.square.site is a brand storefront with no copack copy. moviestylepopcorn.com did not serve a page (500). ODA locator lists caramel corn/popcorn copack; unused. Amazon brand copy describes 23 years of RTE popcorn manufacturing, not third-party copack.",Retail bags,,,brand with co-pack mention,https://movie-style-popcorn.square.site/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,4,brand_only; copack_not_on_origin; seed_phone_unused; seed_email_unused,"Popcorn brand, not a published copacker. Do not import.",Movie Style Popcorn,"movie style popcorn, inc.|spokane|WA"
8,Croix Valley Foods,Hudson,WI,https://www.croixvalleyfoods.com/,612-756-4985,info@croixvalleyfoods.com,"BBQ sauces, hot sauces, salsas, Bloody Mary mixes, marinades; dry rubs, seasonings, and spice blends; private-label versions of house formulas","Live croixvalleyfoods.com/pages/copacking confirms recipe copack in a Hudson plant, plus a separate private-label program for existing Croix Valley formulas. They do not copack dairy, mayo, or cold-fill. Contact: 2320 Jack Breault Drive, Hudson (moved from older 650 Brakke Dr listings). Distinct from TWT Sauce / JoMomma at 650 Brakke Dr #101. Phone and email match seed and origin.",Custom glass or PET bottles; specialty closures and shrink bands; bulk foodservice; private-label sauces in 12 oz glass; rubs in PET shakers,100 gallons per SKU liquid; 150 pounds per SKU dry (stated on copack page). Gallon sauce packing from 48 gallons on private-label FAQ.,Gluten-free and no MSG claimed for private-label formulas; facility cert name not published,co-packer,https://www.croixvalleyfoods.com/; https://www.croixvalleyfoods.com/pages/copacking; https://www.croixvalleyfoods.com/pages/private-label; https://www.croixvalleyfoods.com/pages/contact-us; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,VERIFIED,5,published_moq; also_private_label; no_dairy_mayo_cold_fill; not_twt_sauce; first_run_signal,"Strong first-run sauce/rub copack. Use Jack Breault address, not Brakke.",Croix Valley Foods,croix valley foods|hudson|WI
9,Kaye Family Foods,River Falls,WI,https://www.kayefamilyfoods.com/,,Billy@KayeFamilyFoods.com,"BBQ sauce, hot sauce, Bloody Mary mix, and other acidified products","Live kayefamilyfoods.com is a dedicated copack site (Kaye Food Services) for acidified products, with a six-step NDA/recipe/sample process. Contact: 265 Mound View Rd Suite 7, River Falls; Billy@KayeFamilyFoods.com. Seed 612-441-9222 not on retrieved pages. MDA 'no minimums' unused.",Not specified on retrieved origin pages,,,co-packer,https://www.kayefamilyfoods.com/; https://www.kayefamilyfoods.com/process; https://www.kayefamilyfoods.com/contact; https://www.mda.state.mn.us/minnesota-co-packer-directory,2026-08-26 00:00:00,VERIFIED,5,seed_phone_unused; no_published_numeric_moq; small_batch_copy; first_run_signal,Clear copacker for acidified sauces. Phone left blank because it is not on origin.,Kaye Family Foods,kaye family foods|river falls|WI
