,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Arty's Premium Beverages / FLOOID,Clintonville,WI,https://www.drinkartys.com,(920) 527-1092,customerservice@drinkartys.com,Beverages (bottles and cans); small to medium brand beverage runs,Beverage co-packing; recipe scaling; brand development; Co-Source dedicated lines; Steady State inventory/production management,Bottles; cans,On The Money Minimums claimed (no numeric MOQ published),GMP food-grade facilities (claimed on solutions page),co-packer,https://www.drinkartys.com; https://www.drinkartys.com/solutions; https://www.drinkartys.com/services-1; https://www.pickyourown.org/copackers-Wisconsin.php,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; flexible_minimums; brand_flooid,drinkartys.com markets FLOOID beverage co-packing for growing brands with flexible minimums. Address 18 6th St Clintonville. Public email customerservice@drinkartys.com on site.,Arty's Premium Beverages / FLOOID,arty's premium beverages|clintonville|WI
1,The Petite Chef,Dousman,WI,https://petitechefs.com/,(262) 443-9001,thepetitechefwi@gmail.com,Commercial kitchen rental for food artisans; incubator support (not a dedicated co-packer),Hourly licensed kitchen rental; culinary incubator mentoring; guidance on certification and ingredient sourcing (via Petite Chef / Wisconsin Cook Space materials),,,,shared kitchen/incubator,https://petitechefs.com/; https://petitechefs.com/frequently-asked-questions/; https://wisconsincookspace.com/; https://wisconsincookspace.com/index.php/about/; https://www.pickyourown.org/copackers-Wisconsin.php,2026-08-22 00:00:00,LISTABLE,4,shared_kitchen; incubator; seed_url_dead,Seed URL tpc-kitchen.com does not resolve (DNS failure). Active site petitechefs.com is primarily a cooking school; FAQ and wisconsincookspace.com describe commercial kitchen rental and culinary incubator at 119 N Main St Dousman. Phone on current site (262) 443-9001.,The Petite Chef,the petite chef|dousman|WI
2,AceCoPack,Pomona,CA,https://acecopack.com,310-564-6764,jason@acecopack.com,Ready-to-eat popcorn; seasoned popcorn; caramel/gourmet popcorn,Popcorn co-packing; private label; product development/test batching; storage and fulfillment (linked),Pillow pouches 0.5-5 oz; stand-up pouches 2-10 oz; foodservice/bulk bags 3-7 lb,,,co-packer,https://acecopack.com; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-22 00:00:00,VERIFIED,5,popcorn_specialty; also_kelly@acecopack.com,Site clearly markets RTE popcorn co-packing and private label with bag formats listed. Address 376 Loranne Ave Pomona. Seed MOQ range not confirmed as a published number on homepage; left blank. kelly@acecopack.com also listed in footer.,AceCoPack,acecopack|pomona|CA
3,"California Spice Basket, Inc.",Burlingame,CA,https://www.caspicebasket.com/,(650) 771-6100,dana@caspicebasket.com,Custom spice blends; herbs and spices; dry mixes (cake/brownie/soup); powdered drink mixes; salt blends; coffee/chocolate/tea blends; cereals and rice mixes; dietary supplements (dry),Spice blending; dry-food co-packing; product scale-up for small local producers,Dry food packaging (formats not itemized beyond dry packaging services),,HACCP; Allergen Program; FDA Compliance; GMP; Kosher certified by local agency on request (claimed on certification page),co-packer,https://www.caspicebasket.com/co-packing.html; https://www.caspicebasket.com/safety-quality-certification.html; https://www.caspicebasket.com/contact.html; https://www.pickyourown.org/copackers-California.php,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; dry_blend; nut_free_claim_directory_only,Dedicated co-packing page for dry foods targeting small producers. Address 1423 Rollins Road Burlingame. Seed nut-free claim not confirmed on certification page; not listed in certifications.,"California Spice Basket, Inc.","california spice basket, inc.|burlingame|CA"
4,Proculinary Kitchens,Fresno,CA,http://www.pro-culinary.com/,(559) 213-4698,geospice@gmail.com,"Commercial kitchen / incubator historically marketed for sauces, jams, bakery, small-batch production",,,,,shared kitchen/incubator,https://www.pickyourown.org/copackers-California.php; https://www.downtownfresno.org/post/posts-0-1,2026-08-22 00:00:00,NEEDS_REVIEW,2,shared_kitchen; dead_domain; city_corrected_fresno,pro-culinary.com DNS does not resolve on check. Directory and Downtown Fresno coverage describe a Fresno commercial kitchen/incubator at 373 N Fresno St (seed city Clovis). Cannot verify current co-pack offer on a live company site. City set to Fresno from address evidence.,Proculinary Kitchens,proculinary kitchens|fresno|CA
5,Sonoma Gourmet,Sonoma,CA,http://sonomagourmet.com,707-939-3700,sauceboy@sonomagourmet.com,Organic pasta sauces; flavored olive oils (own brand),,Jars,,,unknown,http://sonomagourmet.com; https://sonomagourmet.com/pages/about; https://ucfoodsafety.ucdavis.edu/sites/g/files/dgvnsk7366/files/inline-files/240926.pdf,2026-08-22 00:00:00,EXCLUDE,5,brand_only; not_copacker; outdated_directory_pdf,Official site is a D2C organic sauce and olive oil brand. No co-pack offer found. Seed listing from 2015 CLFP PDF; seed notes already flagged still_claims_copack=no.,Sonoma Gourmet,sonoma gourmet|sonoma|CA
6,CAPG Co-packing,Southbury,CT,https://www.capgcopacking.com,(203) 984-5087,bryan@capgcopacking.com,,,,,,unknown,https://www.capgcopacking.com; https://www.capgcopacking.com/lander; https://www.pickyourown.org/copackers-Connecticut.php,2026-08-22 00:00:00,EXCLUDE,5,dead_website; domain_lander,Domain redirects to an empty /lander page with no company content. Cannot verify CAPG as an active food co-packer from the official domain. PickYourOwn directory listing exists but is insufficient alone for LISTABLE.,CAPG Co-packing,capg co-packing|southbury|CT
7,BGR World,Miami,FL,https://www.bgrworld.com,(786) 314-8800,maria@bgrworld.com,,,,,,secondary packaging,http://www.bgrworld.com/; https://www.pickyourown.org/copackers-Florida.php; https://www.specialtyfoodcopackers.com/Graphic-Design.html,2026-08-22 00:00:00,EXCLUDE,5,not_manufacturer; label_compliance_design; ssl_issues,"Company is packaging design, translation, and regulatory labeling compliance for import/export, not a food co-packer/manufacturer. HTTPS had expired cert issues during check; directory text matches design/compliance positioning.",BGR World,bgr world|miami|FL
8,Complete CoPack LLC (Buy K-Cups),Weston,FL,https://buykcupscheap.com/,(888) 585-5034,info@kcupcopack.com,Single-serve coffee and tea pods (K-Cup compatible); whole bean and ground coffee pouches,Private label and co-packing; custom roast/grind; fill; label; box; palletize; packaging sourcing,Single-serve pods; pouch pack whole bean and ground; retail bulk and variety packaging,Industry lowest minimums claimed (no numeric MOQ published on homepage),Certified Organic Processor (claimed on site),co-packer,https://buykcupscheap.com/; https://buykcupscheap.com/contact/; https://www.pickyourown.org/copackers-Florida.php,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; may_overlap_batch01_complete_copack; seed_name_buy_k_cups,Site titles Organic Kcup Co-Packer; footer Complete CoPack LLC. Contact shows info@kcupcopack.com and 888-585-5034. Seed city Weston FL normalized (was Weston FL). Likely same operator as prior Complete CoPack / Kcupcopack rows; keep for dedupe review.,Complete CoPack LLC,complete copack llc|weston|FL
9,"DeLand Bakery, INC",DeLand,FL,https://www.delandbakery.com,(386) 734-7553,contact@delandbakery.com,Breads; bagels; cookies; granola; grains and seeds; dehydrated fruits; nuts; specialty bakery,Bakery co-packing; wholesale production; organic/gluten-free/vegan/pareve specialty baking,,,USDA Organic; Non-GMO Project Verified; Certified Gluten Free (claimed on about); Pareve,co-packer,https://delandbakery.com/bakery-co-packing/; https://delandbakery.com/about/; https://delandbakery.com/contact/; https://www.pickyourown.org/copackers-Florida.php,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; gluten_free; organic,"Dedicated bakery co-packing page for specialty baked goods in 42,000+ sq ft facility. Seed kosher claim not explicitly confirmed as a current cert badge beyond Pareve/organic/GF language; certifications limited to what About clearly claims.","DeLand Bakery, INC","deland bakery, inc|deland|FL"
