,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Earth Ranch,Jackson,WI,https://earthranch.com/,(262) 674-1154,,Organic dehydrated snacks; sprouted nuts and seeds; clusters and bites; granolas; trail mixes; crackers; dehydrated fruit bars and functional fruit-based bars,"Live organic snack co-manufacturer and co-packer. Co-manufacturing page: Midwest SQF facility, peanut-free, in-house R&D or private-label catalog. Footer address N173W21170 Northwest Passage, Jackson, WI 53037. Hours Mon-Fri 8am-4pm.","Pillow pouches (sample, stickpack 0.5-1.3 oz, snackpacks 1.3-1.7 oz, larger with optional nitrogen and peg hole); bar flow wrap; vacuum-sealed EZ Peel rollstock for fruit bars; pre-formed standup / EZ-stand bags up to 32 oz with optional nitrogen","Typical 10,000-20,000 units depending on product; contact form states MOQ is 20,000 units; FAQ expects MOQ at least quarterly",SQF; Organic; GFCO; Kosher; peanut-free facility; Non-GMO Project verified products (FAQ),co-manufacturer,https://earthranch.com/; https://earthranch.com/pages/co-manufacturing; https://earthranch.com/pages/contact; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-26 00:00:00,VERIFIED,5,published_moq; peanut_free; seed_city_was_passage_jackson; seed_phone_unused; seed_email_unused,"Confirmed dehydrated-snack co-man. City is Jackson, WI (Northwest Passage street), not seed Passage Jackson. Site phone (262) 674-1154; seed 312-405-0059 and jdoyle@earthranch.com unused. 10k-20k unit floor is steep for a first jar but published. Seed contradiction note is resolved: live copack/co-man pages exist.",Earth Ranch,earth ranch|jackson|WI
1,Rural Route 1 Popcorn,Livingston,WI,https://www.ruralroute1.com/,877-767-4386,,"Own-brand gourmet popcorn, chocolate-coated popcorn, tins, microwave and popping corn, gift sets","Live popcorn brand since 1983 under Biddick, Inc. / Trelay Farms, Livingston WI. Our Story is own-brand manufacturing. Popcorn Manufacturing page has no contract-pack copy. Wholesale and fundraising are for selling their popcorn. No third-party copack offer found.",Tins; tubs; boxes; retail bags,,,unknown,https://www.ruralroute1.com/; https://www.ruralroute1.com/pages/our-story; https://www.ruralroute1.com/pages/popcorn-manufacturing; https://www.pickyourown.org/copackers-Wisconsin.php,2026-08-26 00:00:00,EXCLUDE,5,brand_only; not_copacker; seed_phone_unused; seed_email_unused; seed_chocolate_copack_unused,"Brand popcorn, not a copacker. Site phone 877-767-4386; seed 800-828-8115 and pops@ruralroute1.com unused. Seed chocolate process tag is their chocolate popcorn, not a chocolate copack line for other brands.",Rural Route 1 Popcorn,rural route 1 popcorn|livingston|WI
2,Refresco Tempe (formerly AZPACK),Tempe,AZ,https://www.refresco-na.com/na/what-we-offer/endless-possibilities/incubation-manufacturing-facility-refresco-tempe/,,,Beverage contract manufacturing / incubation (page title; body was JS-thin this check),"azpack.com redirects to Refresco NA 'Incubation & manufacturing facility - Refresco Tempe'. 2019 Refresco acquisition of Arizona Production & Packaging (AZPACK) described a Tempe 240,000 sq ft hot-fill, cold-fill, and flash-pasteurization canning/bottling plant, not a packaging-only house. Distinct from Batch 14 closed Refresco Dade City / Southeast Bottling. Tempe page body did not render usable capability text (JS).",,,,co-packer,https://azpack.com/; https://www.refresco-na.com/na/what-we-offer/endless-possibilities/incubation-manufacturing-facility-refresco-tempe/; https://www.prnewswire.com/news-releases/refresco-acquires-azpack-in-arizona-usa-300957771.html; https://www.pickyourown.org/copackers-Arizona.php,2026-08-26 00:00:00,LISTABLE,3,acquired_by_refresco_2019; not_packaging_only; not_dade_city_closed; js_thin_page; seed_phone_unused; seed_kosher_halal_nongmo_unused,"Seed trap: AZPACK is not a packaging-only shop. Official host now points at Refresco Tempe incubation/manufacturing. Import as Refresco Tempe, not as independent AZPACK, and do not merge with EXCLUDE Refresco Dade City (Batch 14). Seed 480-449-7770 and directory kosher/halal/Non-GMO were not on the retrieved Tempe page body. Thinner than VERIFIED because the current page did not yield process copy.",Refresco Tempe (formerly AZPACK),refresco tempe|tempe|AZ
3,Bella Viva Orchards,Denair,CA,https://www.bellaviva.com/,209-883-4146,,"Own-brand and wholesale natural and organic dried fruit, nuts, trail mix, chocolate-covered fruit; B2B dried fruit ingredients","Retail site is a dried-fruit brand shop. Nav points to bellavivamanufacturing.com, which offers dried fruit ingredient solutions for medium- to large-scale manufacturers, allergen-free facility, single-ingredient natural/organic products. Copy is ingredient supply and sourcing, not third-party recipe copack of customer SKUs.",Retail bags and bulk ingredient (formats not fully specified),,,unknown,https://www.bellaviva.com/; https://bellavivamanufacturing.com/; https://ucfoodsafety.ucdavis.edu/sites/g/files/dgvnsk7366/files/inline-files/240926.pdf,2026-08-26 00:00:00,EXCLUDE,4,ingredient_supplier; brand_shop; not_recipe_copack; seed_phone_unused; seed_2015_pdf_no_copack,"Matches the 2015 CLFP still_claims_copack=no note. Manufacturing arm is dried-fruit ingredients for other manufacturers, similar to captive/ingredient exclusions (Stahlbush, WVFC). Phone 209-883-4146 is on bellavivamanufacturing.com; seed 800-552-8218 unused on retrieved pages.",Bella Viva Orchards,bella viva orchards|denair|CA
4,Fruit Fillings Inc.,Fresno,CA,https://www.fruitfillings.com/,(800) 995-4514,laurie.sandoval@bakemark.com,Bakery pie and pastry fillings; bakery jams; icings and icing fruits; yogurt fruit; concentrates; glazes; flavors and emulsions,"Live fruitfillings.com: bakery-industry fillings manufacturer founded 1981 in Fresno. About page: custom formulation is part of everyday production; staff food chemists welcome custom products. Contact: 2531 E. Edgar, Fresno, CA 93706. Also (559) 237-4715. Industrial pail fillings, not retail jar copack of a founder's recipe.",Pails (Gourmet Select European-style pail mentioned); opening-order shipping worldwide,,AIB International Superior GMP; GMA-SAFE / FPA-SAFE participant; ISO 22000 (food-safety page),co-manufacturer,https://www.fruitfillings.com/; https://www.fruitfillings.com/about-us; https://www.fruitfillings.com/products; https://www.fruitfillings.com/food-safety; https://www.fruitfillings.com/contact; https://ucfoodsafety.ucdavis.edu/sites/g/files/dgvnsk7366/files/inline-files/240926.pdf,2026-08-26 00:00:00,VERIFIED,4,industrial_bakery_ingredient; custom_formulation; bakemark_contact_email; no_published_numeric_moq; not_retail_jar_copack,"2015 PDF marked still_claims_copack=no; current about page does claim custom formulation. File as an industrial fruit-filling co-man, not a first-run jam copacker. Public contact email is a BakeMark address on their official contact page. Seed 559-237-4715 still prints beside 800-995-4514.",Fruit Fillings Inc.,fruit fillings inc.|fresno|CA
5,Art Coco Chocolate Company,Denver,CO,https://www.carousel-candies.com/,,,"Seed: premium custom molded chocolate (Denver copack, not confirmed live)","Seed URL carousel-candies.com is Carousel Candies, Geneva, IL (2248 Gary Lane, 630-232-2500), brand confectioner since 1917 / Silvestri. Public business copy: Silvestri bought Art Coco in Denver in 2007 and moved production to Geneva. Yelp lists Art Coco Denver closed. Denver copack identity is dead; the seed URL is a different state's brand shop, not a Denver plant.",,,,unknown,https://www.carousel-candies.com/; https://www.pickyourown.org/copackers-Colorado.php,2026-08-26 00:00:00,EXCLUDE,5,closed_denver_plant; seed_url_is_geneva_il_brand; identity_mismatch; seed_phone_unused; not_copacker_on_live_url,Identity check failed. Do not import Denver Art Coco as live. Do not import Carousel Candies Geneva as a Colorado copacker without a contract-pack claim (none on the retrieved brand homepage).,Art Coco Chocolate Company,art coco chocolate company|denver|CO
6,Old Meeting House Ice Cream,Tampa,FL,https://www.omhicecream.com/,,,"Directory-listed ice cream, soy cream, gluten-free (historical; not on a live brand origin this check)",Seed URL /index-2.html is 404. Apex omhicecream.com currently serves unrelated gambling/togel content (domain hijack or parking). Historical /co-packing.html is 404. Do not list as a live Tampa copacker.,,,,unknown,http://www.omhicecream.com/index-2.html; https://www.omhicecream.com/; https://www.omhicecream.com/co-packing.html; https://edis.ifas.ufl.edu/publication/FS380,2026-08-26 00:00:00,EXCLUDE,5,domain_hijacked; website_404; seed_phone_unused; seed_gluten_free_unused; do_not_revive,Dead origin. Directory copack copy is not enough after the domain was hijacked. Seed 813-451-9854 unused. Do not import.,Old Meeting House Ice Cream,old meeting house ice cream|tampa|FL
7,Paca Foods,Tampa,FL,https://www.pacafoods.com/,,,"Directory-listed dry-blended spices, nutrients, flour and sugar-based products (historical)","pacafoods.com is for sale on HugeDomains ($695). Florida PACA FOODS LLC (5212 Cone Road, Tampa) is INACTIVE, administrative dissolution 2019-09-27. Do not revive.",,,,unknown,https://www.pacafoods.com/; https://search.sunbiz.org/Inquiry/corporationsearch/SearchResultDetail?aggregateId=flal-l10000130181-a43acffa-bde4-4bd1-98e9-166f73e61db0&directionType=ForwardList&inquirytype=EntityName&listNameOrder=PACACQUISITION+P930000309570&searchNameOrder=PACAFOODS+L100001301811&searchTerm=PAC+; https://www.pickyourown.org/copackers-Florida.php,2026-08-26 00:00:00,EXCLUDE,5,domain_for_sale; entity_dissolved_2019; seed_phone_unused; do_not_revive,Dead. Seed 800-338-7419 unused. Do not import directory dry-blend copack as live.,Paca Foods,paca foods|tampa|FL
8,St. Armands Baking Company,Bradenton,FL,https://www.starbake.com/,941-753-7494,,Deli breads; dinner rolls; hoagies and hot dogs; hamburger and Kaiser rolls; artisan breads; wraps; buns,"Identity check: starbake.com is St. Armands Baking Company, 2811 59th Avenue Drive East, Bradenton, FL 34203. Live co-packing page: manufacture customer bread or roll formula, apply brand label, ship. Also custom baking and private-label copack on the homepage. Fresh and frozen delivery. Plant copy: large-capacity mixers, gas ovens, cooling and packaging.",Fresh bakery; frozen bakery (delivery options stated),,BRC Global Standards (homepage / facility training copy); AIB (certifications page); OU Kosher (certifications page); OIA Organic / USDA NOP accredited (site states OIA Certified),co-packer,https://www.starbake.com/; https://www.starbake.com/co-packing; https://www.starbake.com/facility; https://www.starbake.com/certifications; https://edis.ifas.ufl.edu/publication/FS380,2026-08-26 00:00:00,VERIFIED,5,identity_confirmed_starbake; no_published_numeric_moq; large_volume_bakery,"Seed URL /co-packing is live and is St. Armands, not an unrelated starbake brand. Phone 941-753-7494 matches. No numeric MOQ. Southeastern bakery volumes (millions of pounds/year in homepage copy) are steep for a first SKU.",St. Armands Baking Company,st. armands baking company|bradenton|FL
9,Blackberry Patch,Thomasville,GA,https://www.blackberrypatch.com/,(800) 853-5598,fruittreats@blackberrypatch.com,"Fruit syrups, preserves, jams, jellies, fruit salsas, cheese-pairing preserves (their formulas)","Live brand kitchen in Thomasville, GA. Wholesale page: 'Our Product. Your Label' with in-house designer for custom labels on their award-winning products. Handmade small-batch fruit-forward goods. Not a stated third-party recipe copack. PLMA and SFA show mentions.",Retail jars (exact formats not listed beyond retail gourmet packs),10 case minimum for custom labeling,,private-label producer,https://www.blackberrypatch.com/; https://www.blackberrypatch.com/pages/wholesale; https://www.pickyourown.org/copackers-Georgia.php,2026-08-26 00:00:00,VERIFIED,4,private_label_of_their_formulas; not_recipe_copack; published_case_moq; seed_phone_is_fax,"Publishable as private-label of Blackberry Patch formulas, 10-case custom-label floor. Seed 229-558-9996 is printed as fax; live phone is (800) 853-5598. Do not file as a jam copacker that will run an outsider's kettle recipe unless they later say so.",Blackberry Patch,blackberry patch|thomasville|GA
