,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Trisco Foods,Colorado Springs,CO,https://triscofoods.com,719-266-5900,salessupport@triscofoods.com,Shelf-stable sweet and savory liquids; sauces; syrups; condiments; toppings; beverage bases; coffee and bar syrups; marinades; bakery fillings,Contract manufacturing; product innovation and development; steam-jacketed kettle processing; powder induction; CIP; scalable USA production,Sachets (4g-350g); bottles (450mL-5L); single-serve cups (1.5oz-6oz); bulk VFFS pouches (up to 33lbs); bag-in-box (1-5 gallon); no glass,,BRCGS; HACCP-based systems; Kosher; Halal (claimed on USA capabilities page),co-manufacturer,https://triscofoods.com/usa-capabilities/; https://triscofoods.com.au/contract-manufacturing/; https://triscofoods.com.au/,2026-08-22 00:00:00,VERIFIED,5,usa_campus; liquids_focus,Official site confirms Colorado Springs 40k sq ft USA campus and contract manufacturing. Seed email peter@ not shown; using published salessupport@. Seed phone retained (not shown on USA capabilities page).,Trisco Foods,trisco foods|colorado springs|CO
1,"Western Innovations, Inc.",Denver,CO,http://westerninnovationsinc.com/,(303) 307-4500,,Shelf-stable liquids; granules; powders; grains; candies; cereals; sauces; condiments; spices; seasonings; snack foods; dietary and food supplements,Contract food packaging; liquid bottling (coldfill); VFFS; HFFS; blending liquids and powders; secondary packaging and assembly; packaging design assistance,Pillow packs; sachets; stick packs; 3/4-sided seal pouches; sample packs; blister foil packs; counted bottles; trays,,Organic certified; cGMP compliant; FDA registered; third-party audited; GFSI compliant (claimed on company profile),co-packer,http://westerninnovationsinc.com/; http://westerninnovationsinc.com/company-profile/,2026-08-22 00:00:00,VERIFIED,4,city_corrected; peanut_free_plant; also_secondary_packaging,Site confirms food packaging/co-pack in Denver (4825 Nome St). Seed city Castle Rock corrected to Denver. Seed email chris@yumbanashoppe.com not on site and looks unrelated; left blank.,"Western Innovations, Inc.",western innovations inc.|denver|CO
2,Oregon Hill Farms,St. Helens,OR,https://www.oregonhill.com/,503-397-2791,info@oregonhill.com,Fruit jams and syrups; apple butters; barbecue sauces; bar mixers; honey; foodservice sizes,Co-packing; white labeling / private labeling; wholesale; foodservice; in-house product development; small-batch to bulk,Retail jars; foodservice 1/2-gallon jugs to 3.5-gallon pails; 275-gallon vinegar totes by special order,,,co-packer,https://www.oregonhill.com/; https://www.oregonhill.com/co-packing,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; also_own_brand; private_label,Homepage confirms co-packing for entrepreneurs plus white label. Seed email dan@ not shown; using published info@. Directory certs (Kosher/HACCP/etc.) not confirmed on site pages checked; left blank.,Oregon Hill Farms,oregon hill farm|st. helens|OR
3,Oregon Spice Company,Portland,OR,https://www.oregonspice.com/,503-238-0664,customerservice@oregonspice.com,Herbs; spices; custom spice blends; foodservice and bulk spice products,Custom blending; flavor duplication / R&D; batch pack and co-packing opportunities; automated packaging; private label,Plastic bottling; sealed bags; foodservice bottles (incl. 32 oz and 159 oz pinch grip); bulk herb/spice packs,,,co-packer,https://www.oregonspice.com/; https://www.oregonspice.com/services,2026-08-22 00:00:00,VERIFIED,4,dry_blend; b2b_spice,"Services page confirms blending, co-packing opportunities, and private label. Seed email zoe@ not shown; using customerservice@. Seed MOQ 500 lbs and Non-GMO/Organic/GF certs not published on pages checked; left blank. Food Safety nav URL returned 404.",Oregon Spice Company,oregon spice company|portland|OR
4,Origami Catering,Portland,OR,https://origamicatering.com/,,info@origamicatering.com,Wholesale sushi and prepared seafood/perishable grab-and-go items,"Wholesale sushi manufacturing for grocery, hospitals, universities; not published as third-party co-pack",,,HACCP certified for wholesale seafood and meat (claimed); ODA/USDA/FDA licensed (claimed); annual GMP audit participation (claimed),unknown,https://origamicatering.com/,2026-08-22 00:00:00,EXCLUDE,4,own_wholesale_brand; not_copack_offer,"Live site is a wholesale sushi manufacturer for institutions/grocers. No co-pack or private-label offer for outside brands. Seed phone truncated ""(541) 488-52""; not confirmed on page text. Exclude for founder co-pack directory.",Origami Catering,origami catering|portland|OR
5,Paradigm Foodworks,Lake Oswego,OR,https://www.paradigmfoodworks.com/,503-595-4360,copack@paradigmfoodworks.com,Sauces and condiments; dessert sauces; BBQ; mustards; salad dressings; salsa; spreads (conventional and organic),Co-packing; private label manufacturing; R&D recipe conversion; bench-top prototypes; nutritional panel support; shelf-stable processing,,,SQF; Organic certified (claimed on CoPacking/Private Label page),co-packer,https://www.paradigmfoodworks.com/pages/copacking-private-label; https://www.paradigmfoodworks.com/,2026-08-22 00:00:00,VERIFIED,5,also_own_brand; organic_capable,"Dedicated CoPacking/Private Label page with SQF and Organic Certified claim and published copack@ email. Seed email lbarra@ not used. Seed MOQ 12,000 lbs from directory only; not on company page; left blank.",Paradigm Foodworks,paradigm foodworks|lake oswego|OR
6,Northwest Co-packing,Seattle,WA,https://www.nwcopack.com/,206-920-9048,nick@nwcopack.com,Coffee; K-Cups; portion packs; private label coffee,Coffee co-packing; K-Cup filling; portion packs; private label; toll roasting partner options; flexible runs,K-Cups; portion packs; custom coffee packaging options,,,co-packer,https://www.nwcopack.com/,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; coffee_specialty; low_minimums_claimed,Site confirms Seattle coffee co-packing with low minimums messaging (no numeric MOQ published). Seed phone retained; nick@ matches site footer.,Northwest Co-packing,northwest co-packing|seattle|WA
7,Northwest Gourmet Foods,Renton,WA,https://www.nwgourmetfoods.com/pages/services,425-793-5001,,Mayonnaise; salad dressings; sauces; marinades; soups,R&D/custom formulation; manufacturing; private label; co-pack; fresh refrigerated; shelf-stable; cooked hot-filled; label/nutrition support,Portion cups (3/4 oz to 4 oz); pouches (2 oz to 8 lb); gallons; pails; bag-in-box; drums; totes; retail jars 8-32 oz PET or glass,,HACCP compliant; GMP; annual third-party audit (claimed on Services page),co-packer,https://www.nwgourmetfoods.com/pages/services; https://www.nwgourmetfoods.com/pages/contact,2026-08-22 00:00:00,VERIFIED,5,hot_fill; cold_fill; also_own_brand,"Services page explicitly lists Co-pack, Private Label, packaging chart, and processing options. No public email on contact page (form only). Seed SQF/Organic/Kosher not confirmed on live pages checked; left blank.",Northwest Gourmet Foods,northwest gourmet foods|renton|WA
8,Rainier FoodWorks,Seattle,WA,https://www.rainierfoodworks.com/,206-601-5132,info@rainierfoodworks.com,Food co-packing for small to medium food businesses (categories not detailed on site),Food co-packing; manufacturing; packaging; consulting,,,,co-packer,https://www.rainierfoodworks.com/,2026-08-22 00:00:00,LISTABLE,3,thin_site; startup_friendly_claim,Thin Wix site confirms food co-packer at 1225 S Angelo St Seattle with info@. Seed email chris.coburn@ not shown. Directory claims for cold/hot fill and no minimum not verified on site; left blank.,Rainier FoodWorks,rainier foodworks|seattle|WA
9,"San Gennaro Foods, Inc.",Kent,WA,http://www.sangennarofoods.com/,253-872-2011,,Italian specialty foods (polenta; cioppino; cacciatore) own brand DTC,,,,,brand with co-pack mention,http://www.sangennarofoods.com/,2026-08-22 00:00:00,EXCLUDE,4,own_brand_only; no_copack_offer,Live storefront is own-brand Italian specialty foods. No co-pack/private-label offer found. Seed tony@polenta.net and ODA co-pack listing not corroborated on site. Site intermittently 403.,"San Gennaro Foods, Inc.","san gennaro foods, inc.|kent|WA"
