,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Motherlode Co-Packing,Hudson,CO,https://motherlodecopacking.com/,303-485-8555,,"Sauces; syrups; dressings; condiments. FAQ says they do not do peanut products, jams/jellies, hand-packed items like pickles, or powder/spice blends.",Co-packing for foodservice and retail sizes; plant trials; partner-brand scaling support. 2024 Colorado Companies to Watch and 2021 Colorado Food Manufacturer of the Year claimed.,Glass; plastic; varying bottle types,Typical first plant trial 400 gallons; reorders average 800-3200 gallons per run (published FAQ),"FDA/HACCP/SQF approved (claimed); SQF Level II (claimed on FAQ); gluten-free, humane, Non-GMO, and various organic capable (claimed; not the same as holding those certs)",co-packer,https://motherlodecopacking.com/; https://motherlodecopacking.com/faq; https://www.pickyourown.org/copackers-Colorado.php,2026-08-26 00:00:00,VERIFIED,5,sauces_syrups_dressings; published_moq; website_swap; steep_for_first_run,"Seed URL MotherlodeProvisions.com is a Wix ConnectYourDomain error (brand site detached). Live copacker site is motherlodecopacking.com. Corporate 560 Dahlia St Hudson CO 80642, 303-485-8555; shipping 400 Main St Hudson, 720-693-7148. FAQ publishes 400 gallon trial MOQ. Seed email co-packing@motherlodeprovisions.com not shown. Seed SQF/FDA kept only as site-claimed FDA/HACCP/SQF. 400 gallon trial is steep for most first-run founders.",Motherlode Co-Packing,motherlode co-packing|hudson|CO
1,"Natural Foodworks Group, LLC",Denver,CO,https://www.nfworks.com/,(303) 639-9090,info@nfworks.com,,,,,,unknown,https://www.nfworks.com/; https://www.pickyourown.org/copackers-Colorado.php,2026-08-26 00:00:00,EXCLUDE,5,domain_hijacked; assumed_closed; do_not_revive,Seed and PickYourOwn 2022 update said website gone / possible closure at 4969 Colorado Blvd Denver. Live check: nfworks.com SSL expired and redirects toward an unrelated Indonesian auto-dealer host. Do not revive. Seed HPP/bakery/snacks/sauces/meat claims are directory-only on a dead domain.,Natural Foodworks Group,"natural foodworks group, llc|denver|CO"
2,Redlaw Co-Packers,Golden,CO,https://www.facebook.com/redlawcopackers,(720) 450-9215,justin@redlawsacue.com,"BBQ and hot sauces (brand history); directory listed dressings, pickles, sauces, syrups, salsas",Unclear on this check. Facebook page title still reads Redlaw Co-Packers Golden CO. Seed copack website is gone.,,,,unknown,https://www.facebook.com/redlawcopackers; https://www.redlawsauce.com/; https://www.scalefoodlabs.com; https://www.pickyourown.org/copackers-Colorado.php,2026-08-26 00:00:00,NEEDS_REVIEW,2,cross_batch_dupe; same_address_as_batch04_scale_food_labs; website_gone; do_not_merge,"CROSS-BATCH DUPE: 15874 W 6th Ave, Golden CO is the Batch 04 Scale Food Labs plant (scalefoodlabs.com; 973-767-9060; hello@scalefoodlabs.com). Brand site redlawsauce.com now publishes those Scale Food Labs contacts at the same address. Seed copack site gone (PickYourOwn 2022 possible closure). Facebook page still titled Redlaw Co-Packers. Do not invent a merge; keep this row NEEDS_REVIEW and do not import as a second Golden plant. Seed phone (720) 450-9215 / justin@redlawsacue.com not reconfirmed on a live copack page.",Redlaw Co-Packers,redlaw co-packers|golden|CO
3,Bagel King Wholesale Bakery,Orlando,FL,https://www.bagelkingbakery.com/,(407) 660-2000,,"Bagels; muffins; danish; pastries; 150-plus wholesale bakery SKUs for hotels, theme parks, hospitals, airports, restaurants","Wholesale bakery, baked fresh and delivered daily since 1977. No co-pack or private-label offer found on current site.",,,ASI food-safety audit (claimed); Greater Orlando Vaad HaKashrut kosher (claimed); GFSI mentioned on home copy,unknown,https://www.bagelkingbakery.com/; https://www.bagelkingbakery.com/certificates.html; https://www.bagelkingbakery.com/about--contact.html; https://www.pickyourown.org/copackers-Florida.php,2026-08-26 00:00:00,EXCLUDE,4,wholesale_bakery; not_copacker; directory_pl_not_on_site,Official site is a three-generation Orlando wholesale bakery at 668 W Kennedy Blvd delivering to hospitality accounts. Certificates page cites ASI and Vaad HaKashrut. PickYourOwn listed private labeling and larger volumes only; those words are not on the current site. Not appropriate as a founder co-packer listing. Emails are obfuscated as [email protected]; seed customerservice@ not used.,Bagel King Wholesale Bakery,bagel king wholesale bakery|orlando|FL
4,"Best Brand Bottlers, Inc.",Sarasota,FL,https://www.bestbrandbottlers.com/,(941) 755-1941,office@bestbrandbottlers.com,"Private-label and contract-packed sauces and condiments: salad dressings; marinades; BBQ sauces; pasta sauces; salsa; hot sauces; cocktail sauces. FAQ: no peanut products, jams/jellies, hand-packed pickles, or powder/spice blends.",Contract packing and private labeling; acidified and thermal processing; wet/runny to viscous/heavy particulate; recipe scale-up; pH testing; process authority letter; nutrition analysis; startup Product Portfolio path; full-body shrink sleeves,Bottles (types not fully enumerated); full-body shrink sleeve application,,GMP certified / third-party audited (claimed); SQF certification in process (claimed on homepage; not treated as achieved),co-packer,https://www.bestbrandbottlers.com/; https://www.bestbrandbottlers.com/about; https://www.bestbrandbottlers.com/contract-packing; https://www.bestbrandbottlers.com/start-ups-new-recipes; https://www.bestbrandbottlers.com/faq; https://edis.ifas.ufl.edu/publication/FS380,2026-08-26 00:00:00,VERIFIED,5,sauces_condiments; startup_friendly; sqf_in_process_not_achieved; first_run_fit,"Official site is a dedicated sauce/condiment contract packer and private-label manufacturer at 6620 19th Street East, Sarasota FL. Dedicated start-ups page walks kitchen recipes to a 1-gallon sample batch. Phone (941) 755-1941; fax 941.755.1213; office@bestbrandbottlers.com. Homepage says SQF certification is in process, so SQF is not listed as held. No numeric MOQ published.",Best Brand Bottlers,best brand bottlers|sarasota|FL
5,"Endorphin Farms, Inc.",St. Augustine,FL,https://endorphinfarms.com/,904-824-2006,mfehr@endorphinfarms.com,Hot sauces; BBQ sauces; marinades (directory and indexed homepage; not re-read behind captcha this check),Contract sauce bottling / co-pack (indexed). Not independently confirmed on this check because the origin host returned SiteGround captcha (HTTP 202) after retry.,,,,co-packer,https://endorphinfarms.com/; https://edis.ifas.ufl.edu/publication/FS380; https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,2026-08-26 00:00:00,NEEDS_REVIEW,2,captcha_blocked; city_corrected; retry_exhausted; directory_copack,"Official domain live but returns HTTP 202 SiteGround captcha; PDF checklist also blocked. Per standing timeout/retry rule this is NEEDS_REVIEW, not VERIFIED. City corrected from Augustine to St. Augustine (3255 Parker Drive in directories). Seed phone/email retained from directories and not reconfirmed behind the captcha. Do not publish MOQ or certs from secondary snippets.",Endorphin Farms,endorphin farms|st. augustine|FL
6,H&H Products Company,Maitland,FL,https://hhproductscompany.com/copacking/,(800) 678-8448,info@hhproductscompany.com,"Ambient liquid co-pack: beverage mixes; pancake and waffle syrups; juice concentrates; recipe ingredients; soft-serve mix (own and custom). Does not pack hot liquids, dry goods, or glass.","Co-packing of customer formulas; private-label development via Innovation Center; blending, QC, bottling, labeling; 7 production lines; on-site lab; 41000+ sq ft SQF facility; about 2 million gallons/year claimed",HDPE and PET ambient fill: 13oz HDPE; 16oz PET; 13oz to 1 gallon bottles; 1-5 gallon bag-in-box; 3.5L dispenser pack; 5 gallon pail; 50-52.8 gallon drum,500 to 2500 gallon batches published; site says MOQ is lower than most copackers but gives no separate unit number,"SQF Level 2 (certification #639532 claimed); GFSI-recognized; OU Kosher (claimed); HACCP (claimed); inspected by FDA, USDA, and Florida Department of Agriculture (claimed); SQF Practitioner / NRFSP / OSHA trained staff (claimed)",co-packer,https://hhproductscompany.com/copacking/; https://hhproductscompany.com/capabilities/; https://hhproductscompany.com/private-label/; https://hhproductscompany.com/certifications/; https://hhproductscompany.com/contact/; https://edis.ifas.ufl.edu/publication/FS380,2026-08-26 00:00:00,VERIFIED,5,ambient_liquids; published_batch_size; no_glass_no_hot_fill; hq_maitland_plant_orlando; first_run_maybe,Dedicated co-packing and private-label pages are live. HQ 1051 Winderley Place Suite 307 Maitland FL; plant 6600 Magnolia Homes Road Orlando FL. (800) 678-8448; info@hhproductscompany.com. 15 business day turnaround claimed. 500-2500 gallon batch range published; no separate case MOQ. Strong ambient-liquid fit; not for hot-fill glass or dry goods.,H&H Products Company,h&h products company|maitland|FL
7,"Braswell's Foods, Inc.",Statesboro,GA,https://www.braswells.com/,800-673-9388,customerservice@braswells.com,Jams; jellies; preserves; fruit butters; marmalades; salad dressings; marinades; BBQ and gourmet sauces; hot sauces; mustards; pickles; relish; chutney; salsa; dips; syrup; honey (own brand plus private label),Own-brand manufacturing plus private-label manufacturing for retailers (about page: established resource for private label customers and one of the leading private-label manufacturers in the US). Co-pack brochure exists on their CDN; retail site is brand-primary.,Reusable glassware (claimed); mini jars and retail jars,,,private-label producer,https://www.braswells.com/; https://www.braswells.com/braswells; https://cdn.commercev3.net/cdn.braswells.com/downloads/Co-pack-Brochure.pdf; https://edis.ifas.ufl.edu/publication/FS380,2026-08-26 00:00:00,VERIFIED,4,brand_plus_private_label; sauces_jams_dressings; brochure_moq_not_used; first_run_possible,"About page on braswells.com states they are an established private-label resource and one of the leading private-label manufacturers in the US, at 226 N. Zetterower Avenue, Statesboro GA. 1.800.673.9388 and customerservice@braswells.com on site. Numeric MOQ from a hosted brochure (350 cases in third-party summaries) was not copied into this row because the brochure was not fully re-read as HTML; do not invent 350 cases. Seed SQF from Georgia Grown unused (not on the about page).",Braswell's,"braswell's foods, inc.|statesboro|GA"
8,Custom Beverage Concepts,Tallapoosa,GA,https://www.custombeverageconcepts.com/,770-574-9899,,Beverage powders; creamers; sugars and sweeteners; cappuccinos; hot chocolates; teas; drink mixes; sugar and creamer canisters and packets; toppings,"Private label and own brands; high-volume certified manufacturing (claimed). Markets include coffee roasters/OCS, c-stores, foodservice, commissary.",Canisters; packets; bulk (implied by category; sizes not fully listed on fetched home copy),,,private-label producer,https://www.custombeverageconcepts.com/; https://edis.ifas.ufl.edu/publication/FS380,2026-08-26 00:00:00,VERIFIED,4,dry_beverage_powders; private_label; high_volume; inner_pages_js_redirect,"Homepage confirms a family-owned Tallapoosa GA manufacturer of beverage powders, creamers, and sugars with a Private Label nav and copy that certified high-volume facilities can deliver a brand unique tasting profile. Address 344 Golf Course Road, Tallapoosa GA 30176; T. 770-574-9899; F. 770-574-3095. Seed email tyc18@ not shown. Inner about/contact/private-label URLs returned JS redirect walls. No numeric MOQ or named cert (SQF/organic) published on the fetched homepage.",Custom Beverage Concepts,custom beverage concepts|tallapoosa|GA
9,"D&D Foods, Inc. (Foy's BBQ / Pop's)",Columbus,GA,https://foysbbq.com/,706-322-4507,,"Barbecue sauces (Foy's, Pop's, Thunderbolt); dressings (about copy); restaurant foodservice sizes; wholesale by the case",Own private-label branded sauces plus contract manufacturing / co-packing for people getting started in specialty food (explicit on About Us). Products manufactured to order after the customer places the order.,,,,co-packer,https://foysbbq.com/; https://foysbbq.com/pages/about-us; https://edis.ifas.ufl.edu/publication/FS380,2026-08-26 00:00:00,VERIFIED,4,bbq_sauces; startup_copack_claim; brand_storefront_primary; first_run_possible,"Shopify About Us page for D&D Foods, Inc. at 3715 4th Avenue, Columbus GA 31904 explicitly offers contract manufacturing and co-packing for specialty-food starters, plus wholesale and foodservice sizes. Phone 706-322-4507. President Brooks Yancey named. Seed orders@foysbbq.com not shown on about page. Homepage is a thin brand storefront; the copack claim lives on About Us. No MOQ or certs published.",D&D Foods,"d&d foods, inc.|columbus|GA"
