,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,"St. Cousair, Inc. (St. Cousair Oregon Orchards)",Newberg,OR,https://www.stcousair-oregon.com/,503-538-2929,info@stcousair-oregon.com,Jams; jellies; preserves; chutneys; compotes; soups; nut butters; dips; dressings; oils; pasta sauces; smoothies; vinegar drinks; fruit juices; fruit syrups; BBQ sauces,Co-packing and private label; in-house R&D; quality control; labeling compliance support,Glass jars and bottles (retail); plastic jugs (food service); plastic bottles,,USDA; FDA; HACCP; GMP; USDA Organic (claimed); Gluten-Free (claimed),co-packer,https://www.stcousair-oregon.com/; https://www.stcousair-oregon.com/capabilities; https://www.stcousair-oregon.com/certifications; https://www.stcousair-oregon.com/faq; https://www.stcousair-oregon.com/contact; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,sauces_spreads_beverages; low_moq_claimed_no_number; jp_parent_st_cousair,Official co-pack pages confirm third-party production in a 26000 sq ft Newberg facility (8951 NE St. Paul Hwy). Certifications page claims USDA/FDA/HACCP/GMP/Organic/Gluten-Free. Site says low MOQ and nearly any size but publishes no number; seed 10,0000 units not used. Seed email dale_brown@stcousair.co.jp not on contact page; using published info@stcousair-oregon.com.,St. Cousair
1,Swift Cider,Portland,OR,https://www.swiftcider.com/copacking,(503) 719-3402,info@swiftcider.com,Wine; hard cider; non-alcoholic carbonated beverages,Beverage co-packing at Portland production facility; questionnaire and paid quote process,12oz standard cans; 12oz sleek cans; 16oz standard cans; kegs (American Sankey D),930 gallons (30 barrels); about 400 cases of 12oz cans or 300 cases of 16oz cans,,co-packer,https://www.swiftcider.com/copacking; https://www.swiftcider.com/; https://www.pickyourown.org/copackers-Oregon.php,2026-08-26 00:00:00,VERIFIED,5,beverage_cans; alcohol_and_nalc; published_moq; steep_for_first_run; banned_allergens_thc_gluten,"Live co-pack page (seed /co-packing is 404; use /copacking) clearly offers third-party beverage co-pack, including non-alcoholic carbonated. Published MOQ 930 gallons. Phone/email on page are (503) 719-3402 and info@swiftcider.com (seed 703-2994 and copacking@ not shown). Banned: common allergens, THC, gluten. Quote fee $150 credited to first run.",Swift Cider,swift cider|portland|OR
2,The Tao of Tea,Portland,OR,https://taooftea.com/,503-736-0198,,Loose and sachet tea; bottled teas; herbal infusions; chai concentrate (own brand),Own-brand micro tea brewery in Portland; wholesale; teahouses. No dedicated third-party co-pack page found.,11.5 fl oz bottled teas (own SKUs); pyramid sachets,,,brand with co-pack mention,https://taooftea.com/; https://taooftea.com/tao-brewery/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,LISTABLE,3,brand_primary; oda_directory_copack; thin_copack_evidence; phone_updated_from_site,"Official site is a tea brand, teahouses, and own bottled-tea brewery. Brewery page describes their own iced teas, not a co-pack offer. ODA PNW locator lists them for dry ingredients/tea. Seed phone 503-975-8327 and veerinder@ not shown on brewery/home pages; using 503-736-0198 from bottled-tea ordering note. Seed Organic and Low MOQ not republished. Wholesale catalog claims they have helped other tea companies start up (thin, not a co-pack menu).",The Tao of Tea,tao of tea|portland|OR
3,Three Little Figs,Portland,OR,https://threelittlefigsjam.com/,503-254-8598,,Savory jams; jellies; chutneys; mostarda; confit; syrups (own brand),Own-brand small-batch preserves in copper pots (about 18 jars per kettle claimed). No current co-pack offer on site.,Jars,,,brand with co-pack mention,https://threelittlefigsjam.com/; https://threelittlefigsjam.com/pages/about-us; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,2,brand_primary; oda_directory_copack; historical_raft_kitchen_2015; phone_updated_from_site; unlisted_not_current_copack,EXCLUDE. Current site is an artisan jam brand (100 NE Farragut St Portland; not open to the public). No co-pack/private-label page. ODA locator lists acidified/jam/hot-fill. Historical 2015 coverage said RAFT syrups were made in the Three Little Figs kitchen; that is not a current offer. Seed phone 213-435-4669 and gmail not on site; using 503-254-8598. Seed FDA/HACCP/Low MOQ not republished.,Three Little Figs,three little figs/raft|portland|OR
4,Claremont Foods,Westminster,CO,https://www.claremontfoods.com/,(303) 652-0260,info@claremontfoods.com,Energy bars; protein bars; nutrition bars,Contract manufacturing for brand owners; product innovation and development; materials sourcing; in-house bench formulations; line trials; volume-based tolling; packaging design access,,,,co-manufacturer,https://www.claremontfoods.com/; https://www.claremontfoods.com/services; https://www.claremontfoods.com/about; https://www.claremontfoods.com/contact,2026-08-26 00:00:00,VERIFIED,5,bars; established_national_brands_only; high_scale; seed_moq_certs_not_republished,"Services page confirms they manufacture energy/protein/nutrition bars for clients across 135000 sq ft with a tolling model. About/contact say they want existing national brands with growing revenue, not first-run founders. Seed 50000 bars/SKU, SQF/gluten-free/kosher, and Fern@ not republished. QA staff described as SQF and PCQI certified; facility cert list link 404 so certs left blank. Address 11751 Huron Street Suite 600 Westminster CO 80234. Sales phone matches seed.",Claremont Foods,claremont foods|westminster|CO
5,"Culinaire, Inc.",Denver,CO,https://www.culinairefoods.com/,(303) 592-9100,,,,,,,unknown,https://www.culinairefoods.com/; https://businessden.com/2024/06/26/food-manufacturer-culinaire-files-to-liquidate/; https://www.pickyourown.org/copackers-Colorado.php,2026-08-26 00:00:00,EXCLUDE,5,dead_company; chapter7_june_2024; do_not_revive,"Culinaire Inc. filed Chapter 7 bankruptcy 2024-06-12 (BusinessDen; Colorado BK 24-13269). Site returns a Cloudflare challenge with no usable co-pack content. Historically frozen/custom meals. Do not revive from directory. Seed 500/SKU, SQF, and leo@ not used.",Culinaire,culinaire|denver|CO
6,Bite Me Inc. (Bite Me Cookies),Lakewood,WA,https://bitemeinc.cc/,206-286-7519,hello@bitemecookiesbakery.com,Cookies (Bite Me and Fridays Cookies brands plus private label),Wholesale bakery; private labeling and co-manufacturing of cookies under client brand,,,,private-label producer,https://bitemeinc.cc/; https://bitemeinc.cc/pages/private-label-and-co-manufacturing; https://bitemeinc.cc/pages/contact-us; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,bakery_cookies; private_label; wholesale_bakery_no_storefront,Private Label and Co-Manufacturing page confirms they bake cookies under other brands. Contact: 3827 100th St SW Ste E Lakewood WA 98499; 206-286-7519; hello@bitemecookiesbakery.com (seed sales@ not used). Seed SQF/Kosher and inquire-about-minimums not republished. They say they do not take small custom retail requests; wholesale/private label is the path.,Bite Me Cookies,bite me inc.|lakewood|WA
7,Brown Sugar Baking Company,Seattle,WA,https://brownsugarbakingcompany.com/,(206) 556-0749,brownsugarbaking@live.com,Plant-based desserts; allergen-free sweet and savory baking,Food production commercial kitchen; food incubator for women-owned food businesses; wholesale; catering; custom cakes,,,,shared kitchen/incubator,https://brownsugarbakingcompany.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,LISTABLE,3,shared_kitchen; incubator; site_compromised_casino_spam; plant_based_allergen_free,Homepage still describes two kitchens (plant-based and allergen-free) plus a food incubator naming resident makers. Keep as shared kitchen with production; do not auto-EXCLUDE. Site is heavily injected with casino spam so treat as compromised. Seed Certified Vegan/Gluten Free not named as cert bodies. Wholesale contact Lillian Hill / brownsugarbaking@live.com published. First-run incubator fit if they confirm availability.,Brown Sugar Baking Company,brown sugar baking company|seattle|WA
8,CB's Nuts,Kingston,WA,https://www.cbsnuts.com/,(360) 297-1213,website@cbsnuts.com,Peanut butter; in-shell and kettle-roasted peanuts; tree nuts and nut butters (own brand),Own-brand roasting and production; wholesale. No co-pack page on official site.,Jars and cans (own retail SKUs),,,brand with co-pack mention,https://www.cbsnuts.com/; https://www.cbsnuts.com/about; https://www.cbsnuts.com/corporatecontact; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,LISTABLE,3,brand_primary; oda_directory_copack; city_corrected_kingston; phone_updated_from_site,Official site is a craft peanut/nut-butter brand with wholesale. About page says produced in Kingston WA (seed city Hansville corrected). Contact page: (360) 297-1213 and website@cbsnuts.com (seed 206-372-6842 and tami@ not shown). ODA locator lists peanut butter co-pack; not described on public brand pages. Seed 1 pallet MOQ and Non-GMO/Organic/Kosher facility certs not republished as plant certs. They sell organic SKUs. Do not treat pet peanut butter SKUs on third-party directories as proof.,CB's Nuts,cb's nuts|kingston|WA
9,Chuckanut Bay Foods (Chuckanut Bakers),Blaine,WA,https://www.chuckanutbakers.com/,360-380-1908,,Cheesecakes; mini cheesecakes; dipped cheesecake bites (own brand),Own-brand cheesecake manufacturing. No co-pack page on current brand site.,Cheesecake bites; minis; 3 inch; 5 inch; 7 inch cakes,,,brand with co-pack mention,https://www.chuckanutbakers.com/; https://www.chuckanutbay.com/; https://www.chuckanutbay.com/our-standards; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,LISTABLE,3,brand_primary; oda_directory_copack; seed_url_now_brand_marketing; phone_from_directory_not_on_brand_pages,"chuckanutbay.com and chuckanutbakers.com are the same cheesecake brand storefront. Seed /our-standards is now marketing copy, not a standards/co-pack page. ODA locator lists cakes/cheesecakes co-pack. TM Capital sale note (third party) mentioned private label historically; not used as sole proof and not shown on brand pages. Seed SQF Level 2/Kosher/GF and mattr@ not confirmed on reviewed brand pages. Phone kept from seed/directory only. Not the same company as Creations Foods (Batch 03, also Blaine WA).",Chuckanut Bakers,chuckanut bay foods|blaine|WA
10,Golden Moon Distillery,Golden,CO,https://goldenmoondistillery.com/,303-993-7174,,,,,,,unknown,https://goldenmoondistillery.com/; https://craftspiritsmag.com/2024/05/29/golden-moon-distillery-announces-closure/; https://docs.google.com/spreadsheets/d/e/2PACX-1vTA82aZVxeliPx-7GKPe7UKKzNEvBS9jN1dqVN-U1jqUXflespT9AdkVYHek7RlyVZT68pBUrjIycL3/pub?gid=560248172&single=true&output=csv,2026-08-26 00:00:00,EXCLUDE,5,dead_company; closed_may_2024; domain_hijacked; alcohol_brand_only_historically; do_not_revive,Founder announced cessation of operations May 2024. Domain now shows unrelated parked/BBQ content. Space later occupied by another distiller (Hoot + Howl). Even historically this was a brand distillery; Colorado sheet MOQ 1000 bottles not used. Do not revive.,Golden Moon Distillery,golden moon distillery|golden|CO
