,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Alfredo Aiello Italian Foods,Quincy,MA,https://aapasta.com/,800-257-2782,,Own-brand fresh and frozen pasta; Italian entrees; retail deli and imported groceries,Homepage is SiteGround captcha (HTTP 202). FAQ page retrieved: factory in Quincy ships the Alfredo's retail line. FAQ states they custom-make pasta for some large wholesale customers but cannot make custom orders for individual retail consumers. No open founder co-pack page.,Frozen retail packs (own brand),,,brand with co-pack mention,https://aapasta.com/; https://aapasta.com/faqs/; https://aapasta.com/history/; https://aapasta.com/contact-us/; https://www.pickyourown.org/copackers-Massachusetts.php,2026-08-26 00:00:00,EXCLUDE,4,brand_only; large_wholesale_custom_only; not_first_run; homepage_captcha; seed_phone_unused; seed_email_unused,"Seed name Alfredo's Italian Foods, Mfg. Co. Inc. Live public name is Alfredo Aiello Italian Foods. FAQ phone 1-800-257-2782 (1-800-25-PASTA). Seed 617-479-6360 and lino@aapasta.com unused. Contact page also lists Quincy retail 617-770-6360. Do not list as a first-run copacker.",Alfredo Aiello Italian Foods,alfredo aiello italian foods|quincy|MA
1,"Cutone Specialty Foods, Inc.",Chelsea,MA,https://www.cutonespecialtyfoods.com/,,,Pickles and pickled vegetables; canned or preserved vegetables/fruits (directory only; not confirmed on a retrieved company page),cutonespecialtyfoods.com returns a Cloudflare/browser challenge from this host; no company copy retrieved. PickYourOwn and Specialty Food Resource still list Chelsea private-label pickle copack at 145 Market Street with Lenny Proc / Butch Cutone. LinkedIn aliases Cutone Specialty Foods to M. Cutone Mushroom Company. Copack is not confirmed on a working company URL.,,,,unknown,https://www.cutonespecialtyfoods.com/; https://www.pickyourown.org/copackers-Massachusetts.php,2026-08-26 00:00:00,NEEDS_REVIEW,2,cloudflare_challenge; copack_not_on_retrieved_page; seed_phone_unused; seed_email_unused,Seed 617-889-1122 and butch@cutonespecialtyfoods.com unused because the company site did not render. Do not import until a working page restates copack. Hold.,"Cutone Specialty Foods, Inc.","cutone specialty foods, inc.|chelsea|MA"
2,"IQF Custom Packing, Inc.",Fall River,MA,https://www.iqfcustompacking.com/,,,Frozen seafood processing and packing (directory/LinkedIn descriptions; not confirmed on a live company page),iqfcustompacking.com returns Cloudflare HTTP 522 from this host (origin down). Third-party pages still describe a Fall River seafood IQF copacker that does not buy or sell product. Copack is not confirmed on a retrieved company URL.,,,,unknown,https://www.iqfcustompacking.com/; https://www.pickyourown.org/copackers-Massachusetts.php,2026-08-26 00:00:00,NEEDS_REVIEW,2,dead_or_522_website; copack_not_on_company_site; seed_phone_unused; seed_email_unused,Seed 508-646-4044 and iqf@iqfcustompacking.com unused. BBB/LinkedIn list 508-646-0400; that number is not used here because it is not on a live company page. Do not import until the site comes back. Hold.,"IQF Custom Packing, Inc.","iqf custom packing, inc.|fall river|MA"
3,Stock Pot Malden LLC,Malden,MA,https://stockpotmalden.com/,781-888-0186,,"Shared commercial kitchen for food trucks, caterers, prepared meals, and product-based makers; institutional school/senior meals (company-run)","Live stockpotmalden.com offers a member-operated shared kitchen (SPM2) at 278 Pearl Street, 3500 sq ft, with ovens, burners, grill, fryer, mixer, walk-ins, and food-truck parking. Supports product companies selling online, farmers markets, or retail. Company-run meal programs for schools, childcare, and seniors are separate. Published kitchen floor: $1000/month minimum rent and a one-year lease.",,,,shared kitchen/incubator,https://stockpotmalden.com/; https://stockpotmalden.com/shared-kitchen/; https://stockpotmalden.com/contact-us/; https://www.pickyourown.org/copackers-Massachusetts.php,2026-08-26 00:00:00,VERIFIED,5,shared_kitchen; not_a_copacker_plant; published_rent_floor; seed_phone_unused; seed_email_unused,"Contact page: 342 Pearl Street, Malden, MA 02148, (781) 888-0186. Seed 781-605-1426 and info@stockpotmalden.com unused. Flag shared_kitchen; do not auto-EXCLUDE. Founders cook their own product here; Stock Pot is landlord plus optional Academy partnership, not a turnkey copacker. $1000/month rent is not a unit MOQ.",Stock Pot Malden LLC,stock pot malden llc|malden|MA
4,"Venus Wafers, Inc.",Hingham,MA,https://www.venuswafers.com/,781-740-1002,,"Crackers; flatbreads; private-label and co-packed wholesome crackers (Mariner, Capeachio's, South Shore house brands plus customer brands)","Capabilities page: turnkey co-packing (make, bake, box, ship in-house), private labeling, and recipe R&D. 100-foot oven; hand-packed flatbreads; small or large batches. Published minimums: generally 300 to 600 cases per SKU; 12500 boxes per SKU; 12500 printed-film impressions per SKU.",Retail boxes; printed film; snack bags (examples on contact form),Generally 300 to 600 cases minimum per SKU; 12500 boxes per SKU; 12500 printed film impressions per SKU,"BRCGS (food safety, packaging materials, ethical trading stated); Non-GMO; USDA Organic; kosher; vegan",co-packer,https://www.venuswafers.com/; https://www.venuswafers.com/capabilities/; https://www.venuswafers.com/who-we-are/; https://www.venuswafers.com/get-in-touch/; https://www.pickyourown.org/copackers-Massachusetts.php,2026-08-26 00:00:00,VERIFIED,5,published_moq; published_certs; seed_email_unused; first_run_steep_on_cases,"Footer: Hingham, MA 02043, 781.740.1002, fax 781.740.0791. Seed mthompson@venuswafers.com unused. 300-600 case floor is founder-relevant only if the brand can fund that case count; it is the only numeric MOQ in this batch besides Stock Pot rent.","Venus Wafers, Inc.","venus wafers, inc.|hingham|MA"
5,Green Geans LLC,Westbrook,ME,https://greengeans.com/,,gina@greengeans.com,"Contract freeze-drying of produce, seafood, seaweed, mushrooms, berries, and specialty ingredients; freeze-dried powders","Live greengeans.com / Green Gean's LLC is a woman-owned Maine freeze-drying service for farmers, seafood harvesters, and food producers. Site describes select, freeze-dry, and package collaboration (portion, shelf life, barrier). Portfolio names farm and seafood clients. MaineBiz quotes the CEO calling the business a co-packer. Identity check: this is greengeans.com, not a different Green Geans.",Client-collaborative packaging (portion and shelf-life driven; formats not itemized),,,co-packer,https://greengeans.com/; https://greengeans.com/pages/portfolio; https://mainebiz.biz/honoree/a-food-focused-entrepreneur-who-blends-chemistry-and-creativity/; https://www.pickyourown.org/copackers-Maine.php,2026-08-26 00:00:00,VERIFIED,4,identity_confirmed_greengeans.com; freeze_dry; seafood_ag; seed_phone_unused; seed_gmail_unused; no_published_moq,"Site inquiry email is gina@greengeans.com. Seed (207) 413-7988 and greengeans207@gmail.com unused (207 appears only as the Shopify shop handle green-geans-207). Seed listed a commercial kitchen plus private label; freeze-dry and packaging help are on the company site, a full shared-kitchen menu is not. Small-run relevant for freeze-dried SKUs only.",Green Geans LLC,green geans llc|westbrook|ME
6,Freestone Pickle Company Inc.,Bangor,MI,https://freestonepickles.com/,269-427-7702,freestonepickles@freestonepickles.com,Own-brand pickles and relishes; individually wrapped pickles; 5-gallon pails,"Live freestonepickles.com is a six-generation own-brand pickle seller with a 24-hour online store and distributor locator. Sales and Service is a store-finder, not contract tanking. MFPA directory mentioned contract tanking; that offer is not on retrieved company pages.",Individually wrapped pickles; 5-gallon pails (own brand),,,unknown,https://freestonepickles.com/; https://freestonepickles.com/sales-service/; https://freestonepickles.com/contact/; https://www.michfpa.org/processors/,2026-08-26 00:00:00,EXCLUDE,5,brand_only; not_a_copacker; copack_not_on_site; contract_tanking_not_on_site,Contact prints 269-427-7702 and 269-427-5542 plus freestonepickles@freestonepickles.com. Seed email matches. Do not list as a founder co-packer.,Freestone Pickle Company Inc.,freestone pickle company inc.|bangor|MI
7,Leelanau Fruit Company,Suttons Bay,MI,https://leelanaufruit.com/,231-271-3514,,Maraschino and cocktail cherries; glace fruit; ice-cream cherries; IQF tart and sweet cherries; cherry concentrate and dried cherries (own wholesale ingredients),"Vertically integrated cherry grower-processor. Company story: farming, R&D at Buckley, processing, storage, logistics to deliver fruit ingredients. Audits named: MDA, FDA, GAP, AIB. No third-party finished-goods co-pack offer on retrieved pages.",,,MDA; FDA; GAP; AIB (audit participation stated on company-story page),unknown,https://leelanaufruit.com/; https://leelanaufruit.com/our-company-story/; https://www.michfpa.org/processors/,2026-08-26 00:00:00,EXCLUDE,5,ingredient_supplier; not_a_copacker; copack_not_on_site; seed_email_unused,"Phones 231-271-3514 and 800-431-0718; Suttons Bay plant 2900 South West Bay Shore Drive; Buckley plant 10760 N. M-37. Seed al@leelanaufruit.com unused. MFPA listed frozen fruit processing, not copack. Do not list as a founder co-packer.",Leelanau Fruit Company,leelanau fruit company|suttons bay|MI
8,Michigan Freeze Pack,Hart,MI,https://michiganfreezepack.com/,,,IQF vegetables for the ingredient industry,"About page: 100,000 sq ft grower-owned Hart plant since 1988. Customers may supply their own raw material for custom processing and packaging, or Michigan Freeze Pack manufactures to customer packaging and product specs. Quality page (retrieved via site fetch): USDA-inspected facilities; storing, blending, and packing including totes. Industrial ingredient copack, not a first-run kitchen.",Totes; customer-spec packs (formats otherwise not itemized),,USDA inspected (stated on quality page),co-packer,https://michiganfreezepack.com/; https://michiganfreezepack.com/about-us/; https://michiganfreezepack.com/quality/; https://www.michfpa.org/processors/,2026-08-26 00:00:00,VERIFIED,4,industrial_iqf; ingredient_industry; not_first_run; seed_phone_unused; seed_email_unused; curl_challenge_webfetch_ok,Curl hit a one-moment challenge; WebFetch returned the About and Quality pages. Seed 231-873-2175 and afletcher@michiganfreezepack.com unused (not on retrieved pages). Volume requirements noted for custom-grown varieties. Steep for a first SKU.,Michigan Freeze Pack,michigan freeze pack|hart|MI
9,Healthy For Life Meals,New Hope,MN,https://www.healthyforlifemeals.com/,855-500-4476,info@healthyforlifemeals.com,Chef-prepared calorie-controlled meal-plan delivery (own brand),"Live site is a D2C fresh meal-delivery service (pickup in Minnesota, delivery in 8 states). No co-pack, private-label, or contract-manufacturing offer on retrieved pages. Seed trap (meal delivery, not copack) confirmed.",Weekly meal-plan trays (own brand),,,unknown,https://www.healthyforlifemeals.com/; https://www.pickyourown.org/copackers-Minnesota.php,2026-08-26 00:00:00,EXCLUDE,5,meal_delivery; brand_only; not_a_copacker; seed_trap_confirmed,Footer also prints 763-746-8800 with a 55428 address; site's highlighted number is 855-500-4476. Emails info@healthyforlifemeals.com and corp@healthyforlifemeals.com. PickYourOwn listed private labeling and larger volumes only; that offer is not on the company site. Do not import.,Healthy For Life Meals,healthy for life meals|new hope|MN
