,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,"Dutch American Foods, Inc.",Beecher,IL,https://dutchamericanfoods.com/,708-946-3000,,Dry food blends; coatings; batters; marinades (dry); private-label and toll dry foods,"Family-owned dry-food co-manufacturer since 1994. Stainless double-ribbon blenders in dedicated temperature-controlled rooms (stated capacities 1000 lb, 2000 lb, 5000-6000 lb, and 8500 lb). About page states they moved from own Dutch American labeled coatings into private labeling and toll manufacturing. Two manufacturing locations: Beecher (about page: 154000 sq ft) and Crete (about page: 80000 sq ft). Secondary location listed at 25393 Dixie Hwy, Crete, IL. No numeric order MOQ on retrieved pages.",Stand-up pouches (about 4 oz to 5 lb on Toyo line); vertical form-fill-seal pillow/gusset/zipper pouches; horizontal envelope pouches (about 1 g to 8 oz); multi-wall bags (typical 25-50 lb); super sacks (typical 500-2500 lb); corrugated totes; corrugated cartons with poly liner (typical 15-50 lb); poly bags; drums (typical 25-300 lb),,SQF (Crete facility and Beecher facility claimed on About page),co-manufacturer,https://dutchamericanfoods.com/; https://dutchamericanfoods.com/about/; https://dutchamericanfoods.com/capabilities/; https://dutchamericanfoods.com/packaging/; https://dutchamericanfoods.com/contact-us/; https://www.pickyourown.org/copackers-Illinois.php,2026-08-26 00:00:00,VERIFIED,5,dry_blend; sqf_claimed; also_secondary_packaging; no_published_numeric_moq; two_plants_beecher_crete; steep_blender_scale,"Live dutchamericanfoods.com confirms dry blending and packaging for private-label and toll customers. Phone 708.946.3000 matches contact. Title still calls them Chicago dry food co-packers. Blender lb figures are equipment sizes, not order MOQs. Certifications landing page 404 this check; SQF claims are on About with certificate links not re-read as PDFs. No public email. Not a first-jar sauce plant.",Dutch American Foods,"dutch american foods, inc.|beecher|IL"
1,N.K. Hurst Company,Zionsville,IN,https://nkhurst.com/,855-654-8778,,"Packaged dry beans (own HamBeens and Hurst brands); bulk sugar, sweeteners, oats, barley, and dry beans; third-party dry-product co-packaging",Dedicated Co-Packaging page: horizontal and vertical filling for a variety of dry products. Also packaged-bean brand manufacturing and nationwide ingredient distribution with own trucks for Indiana deliveries. No numeric MOQ on retrieved company pages.,Horizontal and vertical fill systems (formats not further specified on retrieved pages); own beans also in retail packs; bulk beans in 25 lb paper bags and 2200 lb totes,,SQF Level II for manufacturing and warehousing (claimed on Packaged Beans page),co-packer,https://nkhurst.com/; https://nkhurst.com/co-packaging/; https://nkhurst.com/packaged-beans/; https://nkhurst.com/ingredient-distribution/; https://mep.purdue.edu/made-in-indiana/company/n-k-hurst-company/,2026-08-26 00:00:00,VERIFIED,5,dry_pack; also_ingredient_distribution; own_bean_brands; sqf_claimed; seed_phone_unused; no_published_numeric_moq; not_in_batches_01_20,"Live nkhurst.com has a Co-Packaging page, so this is not packaging-only rumor. Footer phone is 855-654-8778; seed 317-631-7895 and Purdue jhurst@nkhurst.com were not on retrieved company pages (Purdue MEP still lists them). Address 10505 Bennett Parkway Suite 100, Zionsville IN. Not in Batches 01-20 cleaned.csv. Dry pack plus distribution; steep for a first wet-sauce run.",N.K. Hurst Company,n.k. hurst company|zionsville|IN
2,"Angy's Food Products, Inc.",Westfield,MA,https://angyslandolfifoodgroup.com/,,,Frozen pasta (historical; plant closed),angyslandolfifoodgroup.com does not resolve this check (HTTPS and HTTP). MassLive reported Angy's Tortellini / Angy's Food Products closed the Westfield plant at 77 Servistar Industrial Way in August 2021 after about 70 years. Do not revive as a copacker.,,,,unknown,https://angyslandolfifoodgroup.com/; https://www.masslive.com/business/2021/08/because-its-so-good-as-angys-tortellini-in-westfield-closes-after-70-years-customers-line-up-for-one-last-taste.html; https://www.pickyourown.org/copackers-Massachusetts.php,2026-08-26 00:00:00,EXCLUDE,5,closed_2021; domain_down; do_not_revive; seed_phone_unused,Dead company. Domain has no DNS/HTTP this check. 2021 MassLive closure of the Westfield factory is independent confirmation. Seed 413-572-1010 unused. Do not import.,Angy's Food Products,"angy's food products, inc.|westfield|MA"
3,"Dimitria Delights, Inc.",North Grafton,MA,https://www.dimitriadelights.com/,800-763-1113,,Frozen pastry and bakery: thaw-and-serve foodservice; thaw-and-sell retail; individually wrapped; seasonal; frozen dough; ready-to-bake pastries; spinach pies (origin product),Family bakery manufacturer in North Grafton. About page states they supply private label and specialty items to select customers and produce 50-plus ready-to-bake and thaw-and-serve bakery products. No third-party recipe copack page and no numeric MOQ on retrieved pages.,Individually wrapped; frozen dough; retail thaw-and-sell; foodservice thaw-and-serve (formats not further specified),,,private-label producer,https://www.dimitriadelights.com/; https://www.dimitriadelights.com/about-us/; https://www.dimitriadelights.com/contact-us/; https://www.pickyourown.org/copackers-Massachusetts.php,2026-08-26 00:00:00,VERIFIED,4,private_label_select_customers; bakery_frozen; seed_phone_unused; no_published_numeric_moq; no_named_certs_on_site,"Live dimitriadelights.com confirms private label for select customers, not a general kettle copacker. Phone on site is 800-763-1113; seed 508-839-3035 unused (site fax is 508-839-1685). Address 81 Creeper Hill Road, North Grafton MA. Copyright still 2015. No public email.",Dimitria Delights,"dimitria delights, inc|north grafton|MA"
4,Maryland Packaging,Halethorpe,MD,https://marylandpackaging.com/,(410) 540-9700,sales@clgfoods.com,"Drinks and beverages; sauces, dips, and condiments; ready-to-eat meals; fresh foods; dairy; private-label barbecue sauce, dessert sauces, gazpacho soups, marinara, fruit bars, and smoothies; HPP contract processing","Live site states food co-packaging and co-manufacturing since 2003 (About also says established 1983). Services: co-pack, co-man, private label, HPP, fulfillment/logistics, tolling, R&D chefs. Two Maryland facilities. Accelerator/incubator commercial kitchen offered (flag shared_kitchen; not auto-excluded). Largest HPP claim in the Mid-Atlantic (two Hiperbaric 525s and an Avure 10; over 3000 kg/hour claimed). Contact addresses 3761 Commerce Drive Suite 410 and 3610 Commerce Drive, Halethorpe MD 21227. Facilities page still says Elkridge. No numeric MOQ on retrieved pages.",Skin packaging; MAP; wet packing; dry packing; bottling; sachets/portion control,,"SQF-certified facility (claimed). Site also lists GFSI, PCQI, FDA registered, HACCP, seafood HACCP. Organic, kosher, halal, and Non-GMO are described as certifications they can help a product line obtain, not clearly held as plant marks. USDA is listed as certified on one accessible block and pending on another; not copied as confirmed.",co-packer,https://marylandpackaging.com/; https://marylandpackaging.com/landing-pages/food-co-packaging-services/; https://marylandpackaging.com/private-label/; https://marylandpackaging.com/capabilities/accelerator-kitchen/; https://marylandpackaging.com/about/; https://marylandpackaging.com/about/contact/; https://marylandpackaging.com/resources/facilities/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,4,not_packaging_only; hpp; accelerator_kitchen; shared_kitchen; also_fulfillment; city_halethorpe_vs_seed_elkridge; sqf_claimed; usda_inconsistent_on_site; no_published_numeric_moq,"Seed trap was secondary packaging. Live marylandpackaging.com is a food co-packer/co-man with HPP, private label, and an accelerator kitchen. Email sales@clgfoods.com. clgfoods.com itself returned a 114-byte page this check. City corrected to Halethorpe from contact; seed Elkridge matches an older facilities page. Do not import organic/kosher/halal/Non-GMO as plant certs. Not automatically first-run; HPP/SQF plant serving CPG names on the client wall.",Maryland Packaging,maryland packaging|halethorpe|MD
5,Mid Atlantic Foods,Pocomoke City,MD,,410-957-4100,,Meat and poultry products (PickYourOwn / Specialty Food Resource directory copy only this check),"Seed website mafi.com is an Austrian natural-wood-floor brand, not this cannery. No live company origin found. Historical Baltimore Sun copy describes a Pocomoke City clam/seafood canning business (Gordon's Chesapeake) that also canned for other food businesses. Current public web does not restate an operating copack plant. Do not attach the wood-floor site.",,,,unknown,https://www.pickyourown.org/copackers-Maryland.php; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/; https://www.baltimoresun.com/2004/06/03/walter-mckendree-gordon-60-founded-clam-seafood-business/,2026-08-26 00:00:00,NEEDS_REVIEW,2,website_wrong_host; mafi_dot_com_is_wood_floors; directory_only; possible_inactive; seed_phone_directory_only,Not listable on current evidence. mafi.com is unrelated. Phone retained from directories only. Do not invent a website. Hold until a live food-plant origin exists. Do not revive if the cannery is gone.,Mid Atlantic Foods,mid atlantic foods|pocomoke city|MD
6,"Harrison Packing Co., Inc.",Kalamazoo,MI,http://harrisonpacking.com/,(269) 381-3837,,"Pickle and pepper products; brine stock (2s, 3s, and relish stock)","Institutional pickle packer since 1939. House label plus private labeling. Tank space available for lease / contract tanking. Second plant listed in Edmore, MI (394 Deaner Rd, 989-427-5535). Delivers mainly Chicago and Detroit; trailer-load lots (40000 lbs) offered nationwide with freight. Live site is a 2004-era HTML page still copyrighted through 2026.",Institutional: 4x1 gallon jars; 2 gallon pails; 5 gallon pails; bulk drums,250 piece minimum (stated on homepage),,private-label producer,http://harrisonpacking.com/; http://harrisonpacking.com/contact.php; https://www.michfpa.org/processors/,2026-08-26 00:00:00,VERIFIED,4,institutional_pickle; published_moq; private_label; contract_tanking; dated_website; no_named_certs_on_site; two_plants_kalamazoo_edmore,"Official harrisonpacking.com confirms private labeling and a 250-piece minimum. Foodservice/institutional sizes, not retail jars for a first CPG run. No public email. MFPA roster matches Kalamazoo phone and contract tanking.",Harrison Packing,"harrison packing co., inc.|kalamazoo|MI"
7,Honee Bear Canning Company,Lawton,MI,http://honeebear.com/,269-624-4681,,"Canned asparagus, cherries, plums, pie filling, blueberries, potatoes, carrots, dry beans, apples, soups; frozen asparagus, cherries, blueberries (MFPA roster this check)","honeebear.com and honeebearcanning.com do not resolve this check. Michigan Food Processors Association still lists Packers Canning dba Honee Bear at 72100 M-40 Highway South, Lawton, with a Purchasing/Co-Pack Liaison on staff. Independent regional copy describes canned/glass/frozen fruit and vegetable processing and co-manufactured production. No live company origin restates third-party copack this check.",Canned; frozen (directory/MFPA only this check),,,unknown,http://honeebear.com/; https://www.michfpa.org/processors/,2026-08-26 00:00:00,NEEDS_REVIEW,2,website_down; directory_copack_liaison; seed_phone_mfp_only; do_not_invent_certs,"Hold. Domain has no DNS this check. MFPA roster is current enough to keep the row from EXCLUDE, not enough for LISTABLE. Seed copack claim is a staff title, not a live offer page. Do not import until honeebear.com or a successor origin is live.",Honee Bear Canning Company,honee bear canning company|lawton|MI
8,Stormberg Foods,Goldsboro,NC,https://stormbergfoods.com/,919-947-6011,info@stormbergfoods.com,"Air-dried biltong and meat snacks (snack sticks, sliced biltong, dried sausage, biltong powder); human-grade pet treats (also listed)","Live site offers contract food manufacturing, co-pack, and private label from a 37000 sq ft Goldsboro plant (up to 1 million packs/month claimed). FAQ states the facility is USDA-certified. Product development from scratch or scale-up of an existing product. Seed PickYourOwn line 'Larger volumes only' was not restated as a number on retrieved pages. Also a Port Elizabeth, South Africa plant (not a US import plant).",Retail-ready packs (format not further specified on retrieved pages),,USDA-certified facility (claimed in FAQ),co-packer,https://stormbergfoods.com/; https://stormbergfoods.com/facilities/; https://stormbergfoods.com/expertise/; https://stormbergfoods.com/contact-us-usa/; https://www.pickyourown.org/copackers-North-Carolina.php,2026-08-26 00:00:00,VERIFIED,4,meat_snacks; usda_claimed; also_pet_treats; seed_phone_unused; no_published_numeric_moq; volume_oriented; gluten_free_product_claim_not_gfsi,"Live stormbergfoods.com confirms co-pack and private label for biltong/meat snacks. Contact phone 919-947-6011 and info@stormbergfoods.com; seed (252) 340-2434 unused. Address 1002 Sunburst Drive, Goldsboro NC. Co-pack/private-label path 404 this check; offer remains on home, nav, facilities, and FAQ. Sugar-free/gluten-free/no-MSG are product claims, not plant certs. Steep for a first small run.",Stormberg Foods,stormberg foods|goldsboro|NC
9,Heartland Gourmet (Wanda's Nature Farm Foods),Lincoln,NE,https://heartlandgourmet.com/,800-735-6828,info@heartlandgourmet.com,"Dry baking mixes; frozen doughs; ready-to-eat bakery items; gluten-free, organic, and conventional lines (own Wanda's, CobbleStone Kitchens, Gluten Free Mama, Cooper's Best, and Heartland Gourmet brands plus customer copack)","superbakes.com 301-redirects to heartlandgourmet.com. Wanda's is an owned organic-mix brand of Heartland Gourmet, LLC (Lincoln). Dedicated Private Label and Co-Packing page: dry blending, frozen doughs, and RTE; customer specifications; in-house recipe development; 54000 sq ft facility and 3000 sq ft freezer (210 pallets). Footer address 5220 South 19th Street, Lincoln NE 68512. No numeric MOQ on retrieved pages.",Not specified by format on the copack page (dry and frozen mentioned),,,co-packer,https://www.superbakes.com/; https://heartlandgourmet.com/; https://heartlandgourmet.com/pages/private-label-co-packing; https://www.pickyourown.org/copackers-Nebraska.php,2026-08-26 00:00:00,VERIFIED,5,identity_confirmed; superbakes_redirects_heartland; wandas_is_owned_brand; dry_blend; frozen_dough; no_published_numeric_moq; organic_gf_are_product_lines_not_copied_as_plant_certs,"Identity check: Wanda's Nature Farm Foods is a Heartland Gourmet brand, not a separate plant. Live copack page and 800-735-6828 plus info@heartlandgourmet.com are on that page; footer also shows (402) 423-1234. Do not list as Wanda's-only. Seed copacker row maps to Heartland Gourmet Lincoln.",Heartland Gourmet,heartland gourmet|lincoln|NE
