,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,"Sauces 'n Love (BC Gourmet USA, Inc.)",Gloucester,MA,https://www.saucesnlove.com,+1 781 595 7771 x 101,info@saucesnlove.com,Refrigerated Italian sauces; shelf-stable Scarpetta sauces; refrigerated dips; pesto (Casa Di Lisio); gnocchi,"Brand site. Contact page lists wholesale inquiry types including Private Label, Foodservice, Bulk Pouches, Hotel Mini Bar, and Co-Packing, plus selling their products retail. No dedicated copack process page or equipment list.",Retail refrigerated; retail shelf stable; bulk pouches (listed as inquiry types),,,brand with co-pack mention,https://www.saucesnlove.com; https://www.saucesnlove.com/contact; https://www.pickyourown.org/copackers-Massachusetts.php,2026-08-26 00:00:00,LISTABLE,3,brand_primary; copack_on_contact_only; city_updated_gloucester; curl_http_202,"Contact page (BC Gourmet USA, Inc., 11-15 Parker St, Gloucester, MA 01930) lists Co-Packing and Private Label as wholesale inquiry types. Seed city Lynn MA is outdated. Phone 781-595-7771 x101 and info@saucesnlove.com match seed. Seed organic/gluten-free/FDA unused. Curl homepage returned HTTP 202; WebFetch contact page was readable. Thinner than a copack menu, so LISTABLE not VERIFIED.","Sauces 'N Love, Inc.","sauces 'n love, inc.|lynn|MA"
1,J. V. Gokal & Co. Pvt. Ltd.,Rockville,MD,https://www.jvgceylon.com,(240) 812-2039,,"Bulk and value-added tea; tea bags; private-label tea packing (plants in India and Sri Lanka, not a documented US co-pack plant)","India/Sri Lanka tea blender, packer, and exporter (jvgokal.com / jvgceylon.com). Private-label tea packing is described for overseas factories. Rockville MD appears as a US contact/office (204 King Farm Blvd) rather than a US production plant. Seed jvgceylon.com HTTPS is a bot wall; HTTP returns a WordPress critical error.",Tea bags; bulk tea,,,unknown,https://www.jvgceylon.com; https://www.jvgokal.com/about-gokal-tea.html; http://jvgceylon.com/about-us-2/; https://www.pickyourown.org/copackers-Maryland.php,2026-08-26 00:00:00,EXCLUDE,4,seed_trap; tea_trading_overseas; not_us_copack_plant; site_degraded; rockville_office,"Seed trap confirmed: not a US founder co-pack plant. Working group site jvgokal.com describes manufacturing plants in India and private-label packing for global brands. jvgceylon.com did not yield a usable US plant page (bot interstitial on HTTPS, WordPress critical error on HTTP). Seed email devachaya10@hotmail.com not used (not confirmed on live pages this check). PickYourOwn MD roster is directory-only. Exclude from US co-pack import.",J. V. Gokal & Co.,"j. v. gokal & co., p. ltd|rockville|MD"
2,"Tulkoff Food Products, Inc.",Baltimore,MD,https://www.tulkoff.com/,(800) 638-7343,,Condiments; specialty sauces; dressings; aiolis; BBQ; hot sauce; marinades; salsas; pestos; mustards; horseradish; garlic; ginger; Asian sauces,"Full-service high-volume co-pack of condiments, sauces, and dressings with product development, sourcing, manufacturing, and distribution. Culinary/R&D custom formulas and private label. Industrial ingredient program (garlic, ginger, horseradish). Footer lists Baltimore HQ 2229 Van Deman Street and Cincinnati plant 3015 E Kemper Road. Seed Pittsburg CA plant is not on the current site footer.",,,SQF (claimed on company news and co-packing page listings); GFSI-aligned systems (claimed); FDA-audited operations (claimed on co-packing page listings),co-packer,https://www.tulkoff.com/; https://www.tulkoff.com/co-packing/; https://www.tulkoff.com/news/new-manufacturing-facility/; https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,2026-08-26 00:00:00,VERIFIED,4,high_volume; two_plants; baltimore_and_cincinnati; seed_pittsburg_ca_not_current; copack_page_timeout,"Homepage confirms Co-Pack, culinary solutions, industrial, and foodservice. Phone (800) 638-7343 on site. Seed info@tulkoff.com not captured on fetched pages. Direct fetch of /co-packing/ timed out after retry; homepage plus company news pages still confirm copack and SQF. Cincinnati is the second plant on the live footer, not Pittsburg CA. High-volume, not first-run. Seed review contradiction noted; current public site is a real copacker.",Tulkoff Food Products,tulkoff food products|baltimore|MD
3,Look's Gourmet Food Co (Bar Harbor Foods),Whiting,ME,https://www.looksgourmetfood.com,(800) 962-6258,,"Own-brand Bar Harbor seafood soups, chowders, bisques, clam juice, shelf-stable seafood","Look's Gourmet dba Bar Harbor Foods is a Downeast Maine seafood manufacturer. Current public site is the Bar Harbor brand storefront (MSC sustainability story, natural ingredients). No live co-pack or private-label offer page found. Historical press described private-label canning; that is not on the 2026 site.",Tin-free steel cans with EZ-open lids (claimed for their brand),,MSC certified sustainable seafood / Ocean Champion Award 2020 (claimed for their seafood),unknown,https://www.looksgourmetfood.com; https://www.pickyourown.org/copackers-Maine.php,2026-08-26 00:00:00,EXCLUDE,4,brand_only; dba_bar_harbor_foods; directory_copack_not_on_site; curl_bot_wall,"looksgourmetfood.com presents as Bar Harbor Foods brand. About and contact paths returned bot interstitials on curl; homepage via WebFetch is brand-only. Seed mcote@looksgourmetfood.com not used. PickYourOwn ME listed low-acid bottling/copack; not evidenced on the current brand site. Exclude as brand-primary manufacturer, not a founder copack offer.",Look's Gourmet Food Co,look's gourmet food co|whiting|ME
4,Food for Thought,Traverse City,MI,https://foodforthought.net,(888) 935-2748,orders@foodforthought.net,"Fruit preserves, jams, jellies; salsas; pasta sauces; BBQ; ketchups; salad dressings; Bloody Mary mix; dessert toppings; caramel; syrups; hot sauces; mustards (high-acid hot pack). Cannot do mayo, cheese, fresh herbs, pickled vegetables, ferment, soups, dry spices, nut butters.","Three programs: (1) co-pack of client recipes, (2) ready-to-label unlabeled jars of their SKUs, (3) private label of their line at 1200+ units. Certified organic production claimed. Small-batch (story page says 240 jars or less per batch for their brand). They want a proven product line with distribution; 4-6 months to production plus waitlist. No warehousing/fulfillment.","Glass bottles and jars with CT lids, 4 oz to 32 oz; foodservice pails 1 to 5 gallon","1,200 units per product (published). Private-label option also 1,200 or more units.",Certified organic production facility (claimed),co-packer,https://foodforthought.net; https://foodforthought.net/pages/our-story; https://foodforthought.net/pages/build-your-brand-with-us; https://foodforthought.net/pages/contact-us; https://www.pickyourown.org/copackers-Michigan.php,2026-08-26 00:00:00,VERIFIED,5,organic; hot_pack_acidified; published_moq_1200; waitlist; wants_existing_distribution,"Dedicated Grow your brand page confirms copack, RTL, and private label. MOQ 1,200 units/product is published (use this, not seed Larger volumes only). Phone (888) 935-2748 and orders@foodforthought.net. Address 7738 N Long Lake Rd, Traverse City, MI 49685. First-run possible at 1200 jars but they screen for proven distribution and cite waitlist/4-6 months, so not a walk-in incubator.",Food for Thought,food for thought|traverse city|MI
5,Great Lakes Pickling Company,Sterling Heights,MI,https://greatlakespickling.com/,(586) 939-4505,,DIY refrigerator pickling pouches and seasonings (own brand),Sells Great Lakes Pickling pouches DTC and wholesale to retailers (Faire plus direct). Seed /wholesale-pickles is 404; live path is /buy-wholesale/ for their pouches. No private-label pickle copack or contract packing of outside recipes on site.,Pickling pouches,,,unknown,https://greatlakespickling.com/; https://greatlakespickling.com/about-us/; https://greatlakespickling.com/buy-wholesale/; https://greatlakespickling.com/contact-us/; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,EXCLUDE,5,brand_only; not_pickle_copacker; seed_wholesale_url_404; city_updated_sterling_heights,"Own-brand pickling-pouch company founded by Beverly Patterson. Contact 36625 Metro Ct, Sterling Heights, MI 48312, phone (586) 939-4505 (seed Shelby Township and 586-506-8326 not on live pages). Seed pickles@greatlakespickling.com unused. SFR listed private label pickles; that offer is not on the site. Exclude.",Great Lakes Pickling Company,great lakes pickling company|shelby township|MI
6,Proper Beverage Co.,Hudsonville,MI,https://www.properbeverage.com,(616) 820-0328,,"Canned beverages including alcoholic and non-alcoholic: RTD, seltzer, soda, mocktails, energy, better-for-you drinks; cold fill acidified/preserved and tunnel pasteurized","End-to-end beverage co-pack: processing, blending, cold filling, tunnel pasteurization, filtration, packaging, logistics. 60,000 sq ft Hudsonville plant with on-site cold and freezer storage. Distilled spirits, vintners, and brewers permits claimed. Positions for small/mid-size and startup brands with low MOQs (no number published).","8 oz, 12 oz, 16 oz cans; sleek, standard, slim; 12ct/24ct shrink-bundled trays; glue-tab cartoning; chipboard cartons; in-house variety packs",,SQF Level 2 (claimed); Kosher OU and KSA (claimed); USDA Organic via MOSA (claimed); FDA approved (claimed),co-packer,https://www.properbeverage.com; https://properbeverage.com/about/; https://properbeverage.com/contact/; https://www.pickyourown.org/copackers-Michigan.php,2026-08-26 00:00:00,VERIFIED,5,beverage_cans; startup_friendly_claimed; alcohol_and_na; city_spelling_fixed; seed_phone_updated,"Full copack site. Seed city Husdonville is a typo; live address 4432 South Buttermilk Ct Suite 400, Hudsonville, MI 49426. Phone on contact is (616) 820-0328; seed (616) 414-2463 and larry.griesbach@ not on pages reviewed. Email is obfuscated on contact. FAQ plus about page publish SQF Level 2, Kosher OU/KSA, USDA Organic MOSA. Low MOQ claimed with no numeric floor. Strong canned-bev fit; scale is industrial but they court smaller brands.",Proper Beverage Co.,proper beverage co.|husdonville|MI
7,Favazza Specialty Foods,Saint Louis,MO,https://www.favazzafoods.com,(314) 962-5000,,Unknown on live site (directory listings describe frozen appetizers; not used as verified facts),"Official site did not load. HTTPS and HTTP timed out, including a retry. Cannot confirm co-pack, USDA, or private label from the company website this check.",,,,unknown,https://www.favazzafoods.com; https://www.pickyourown.org/copackers-Missouri.php,2026-08-26 00:00:00,NEEDS_REVIEW,2,site_timeout; retry_failed; directory_only_until_site_loads,Required retry after timeout still failed (curl HTTP 000). Seed dylan@favazzafoods.com and USDA not confirmed on a live page so unused. Third-party directories mention Maryland Heights frozen appetizers; those are not treated as company-site evidence. Hold off import until favazzafoods.com responds.,Favazza Specialty Foods,favazza specialty foods|saint louis|MO
8,"Red Monkey Foods, Inc.",Springfield,MO,https://www.redmonkeyfoods.com,417-319-7300,privatelabel@redmonkeyfoods.com,"Organic spices; organic seasoning blends; organic recipe mixes (dips, gravy, sauces, main-dish seasonings); gourmet salts; grinders; extracts; value-add dry flavor products. No bulk spices (bulk gourmet salt only).","Private-label organic spice and seasoning manufacturer. Formulation, packaging design, direct sourcing, manufacturing of single-ingredient and custom blends, logistics. Facility history: Golden City milk barn to current 80,000 sq ft plant.",Glass jars; foil packets; poly stand pouches or bags; industrial kraft bags or corrugated boxes for bulk gourmet salt,,SQF Level 3 (claimed); FSMA / supply-chain preventive controls (claimed); organic certified standards (claimed for organic lines),private-label producer,https://www.redmonkeyfoods.com; https://www.redmonkeyfoods.com/who_we_are; https://www.redmonkeyfoods.com/what_we_do; https://www.redmonkeyfoods.com/how_to_get_started; https://www.pickyourown.org/copackers-Missouri.php,2026-08-26 00:00:00,VERIFIED,5,private_label_spices; city_updated_springfield; phone_updated; organic; sqf_level_3; not_wet_sauce_copack,"Live private-label spice plant, not a wet-sauce copacker. Address 6751 W Kings Street, Springfield, MO 65802 (seed city Mount Vernon is stale). Phone 417-319-7300 (seed 417-466-9109 unused). Public private-label email privatelabel@redmonkeyfoods.com; seed jbrinkhofft@ unused. About/contact pretty URLs were bot-walled; underscore paths worked. No numeric MOQ. Better for retailers wanting an organic spice program than a first hot-sauce run.",Red Monkey Foods,red monkey foods|mount vernon|MO
9,Select Brands LLC,Springfield,MO,https://www.select-brands.net/,417.863.0404,,"Shelf-stable retorted and hot-fill foods in flexible pouches: rice and grain blends, beans, bone broth, oats/grits, soups, chili, stews, entrees, pasta dishes, sauces, marinades, smoothie blends, specialty drinks, USDA products","Contract manufacturer for thermally processed RTE foods. Product development, trial runs, heat-penetration testing with third-party process authority, scale-up. Retort and hot fill for low- and high-acid. Seed /one-stop/ path 404; homepage and manufacturing-capabilities pages are live.",Stand-up gusseted pouches 6-16 oz; spouted pouches 3-16 oz; pillow pouches 4-40 oz,,,co-manufacturer,https://www.select-brands.net/; https://www.select-brands.net/manufacturing-capabilities/; https://www.select-brands.net/product-development/; https://www.select-brands.net/contact/; https://www.pickyourown.org/copackers-Missouri.php,2026-08-26 00:00:00,VERIFIED,5,retort; flexible_pouch; seed_onestop_404; certs_not_on_pages_reviewed; curl_bot_wall,"Official site confirms contract manufacturing of shelf-stable pouch foods. Plant 3638 W Division St, Springfield, MO 65803, phone 417.863.0404. Seed sales@select-brands.net not on the contact/quote page. Seed SQF/organic/FDA/USDA/Non-GMO/HACCP not republished on homepage, capabilities, or product-development pages reviewed, so left blank. Curl often hit a bot interstitial; WebFetch returned the real pages. No numeric MOQ. Not a first-jar wet copack; it is a retort pouch co-man.",Select Brands LLC,select brands llc|springfield|MO
