,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,KFK Seasonings,Portland,OR,https://www.kfkseasonings.com/,503-288-1810,info@kfkseasonings.com,Dry seasoning blends; spices and herbs; dehydrated vegetables; proprietary blends; breading mixes; drink mixes; extracts and colors,Custom blending and private label at Portland plant (2753 NE Riverside Way). Blend-to-order; match existing blends in on-site lab; R&D; nutritional labeling; foodservice and institutional packing. Blending capacity from 300 lb to truckload claimed. Small custom packing claimed on homepage.,1 lb poly bag to 2000 lb super sacks,,Silliker third-party food safety/quality audit claimed; Kof-K kosher claimed; Oregon Tilth certified organic claimed,co-manufacturer,https://www.kfkseasonings.com/; https://www.kfkseasonings.com/services/custom_spice_blends; https://www.kfkseasonings.com/products/certifications; https://www.kfkseasonings.com/products/packaging_options; https://www.kfkseasonings.com/contact/office; https://www.kfkseasonings.com/operations/facilities; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,oda_directory_copack; small_custom_packing_claimed; seed_phone_truncated; seed_email_unused; seed_moq_unused,"Official site confirms Portland dry-mix blending, private label, and custom spice matching. Contact 2753 NE Riverside Way, Portland OR 97211; 503-288-1810; 888-817-1830; info@kfkseasonings.com. Seed phone was truncated (503) 288-18; seed kevinc@ unused. Seed 500 lbs unused (300 lb figure on site is blending capacity, not a published MOQ). Seed GMP unused; published claims are Silliker, Kof-K, Oregon Tilth. Different plant from Oregon Spice (Batch 05).",KFK Seasonings,kfk seasonings|portland|OR
1,Lisanatti Foods,Oregon City,OR,https://nattifoods.com/,,,Almond and rice cheese alternatives (The Original Almond; RiceCheeze) per brand copy indexed on lisanattifoods.com,Unknown on live pages this session. ODA/PickYourOwn list private label and co-pack of plant-based/imitation cheese; LinkedIn repeats co-manufacturing. Not confirmed on a working official page.,,,,unknown,https://nattifoods.com/; https://lisanattifoods.com/; https://lisanattifoods.com/pages/about-us; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,NEEDS_REVIEW,2,seed_trap_brand_vs_copack; site_broken; nattifoods_409; lisanattifoods_lander_empty; seed_phone_unused; seed_email_unused; seed_certs_unused,"Seed trap: cheese-alternative brand vs co-pack. nattifoods.com returned 409 after retry. lisanattifoods.com redirects to an empty /lander. Indexed about copy describes The Original Almond and RiceCheeze made in Oregon since 1976 (not fully vegan; milk protein claimed). Directory copack not used as VERIFIED. Seed 503-652-1988, jeff@lisanattifoods.com, GMP/Kosher unused. Do not import as a confirmed co-packer until a live manufacturing page exists.",Lisanatti Foods,lisanatti foods|oregon city|OR
2,Mickelberry Gardens,Portland,OR,https://mickelberrygardens.com/pages/co-packers-portland-or-contract-manufacturing,(503) 454-6639,info@mickelberrygardens.com,Tinctures and extracts; honey; herbal honey tonics; balms and salves; cold-fill liquids (own brand plus contract),"Own GMP dietary supplement facility in Portland. Contract manufacturing for established supplement/wellness brands: herb pressing and bottling, honey, balms/salves, automated cold-fill liquid bottling, automated labeling. In-house lab claimed. Not start-up recipe development; no pasteurization or refrigerated products.",Cold-fill liquid bottles; tincture bottles; honey; balms and salves,1500-2000 units per SKU,UL Labs third-party certified GMP dietary supplement facility claimed,co-packer,https://mickelberrygardens.com/; https://mickelberrygardens.com/pages/co-packers-portland-or-contract-manufacturing; https://mickelberrygardens.com/pages/contact-mickelberry-gardens; https://mickelberrygardens.com/pages/our-story-natural-remedies; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,seed_trap_blog_url_is_own_plant; wellness_adjacent; supplement_gmp; not_startup; allergen_free_cold_fill_only; seed_name_spelling; seed_email_unused; seed_moq_stale,"Seed trap resolved: the seed URL is their own contract-manufacturing page, not a directory of other co-packers. They manufacture in Portland (physical 12450 NE Marx, Portland OR 97230; mailing 4233 SE 182nd #162 Gresham OR 97030). Company spelling is Mickelberry (one e), not Mickleberry. Published MOQ 1500-2000 units/SKU (seed 1000 units unused). They work with established brands that already have sales channels. Seed madelyn@ unused; live email info@. Seed GMP kept only as UL Labs GMP dietary supplement claim. Wellness/supplement more than conventional food/bev.",Mickelberry Gardens,mickleberry gardens|portland|OR
3,Miss Hannah's Gourmet Popcorn,Newberg,OR,https://misshannahspopcorn.com/,,info@misshannahspopcorn.com,Gourmet popcorn (own brand); snack bags and full-size bags,Family production kitchen in Newberg OR for Miss Hannah's SKUs. Wholesale of own popcorn. Special-orders page says they no longer offer traditional special orders or bulk customization; in-house label customization is not offered (customer stickers suggested).,Snack bags (50-bag cases); full-size bags,,,unknown,https://misshannahspopcorn.com/; https://misshannahspopcorn.com/pages/special-orders; https://misshannahspopcorn.com/pages/contact-us; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,brand_only; wholesale_own_sku; custom_runs_discontinued; oda_directory_copack; seed_trap; seed_phone_unused,Official site is the Miss Hannah's popcorn brand. Special-orders page states they discontinued traditional special orders and bulk customization. ODA listed private labels; that offer is not on live pages. Seed 971-264-0663 and linda@ unused (info@ is on contact). Seed Low MOQ unused. Exclude for founder co-pack.,Miss Hannah's Gourmet Popcorn,miss hannah's|newberg|OR
4,Marie's Bees (Sweetmarie Inc.),Ferndale,WA,https://mariesbees.com/,,,Raw honey; creamed honey; honey vinegar/oxymel; honeycomb candy and chocolate-covered honey candy; beeswax salve; pollen,"Own-brand honey products. No co-pack, private-label, or contract manufacturing offer on pages reviewed.",Jars; squeeze pouches; lollipops; salve tins,,,unknown,https://mariesbees.com/; https://mariesbees.com/pages/contact; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,brand_only; not_copacker; oda_directory_copack; seed_trap; city_seed_ferndale; seed_phone_unused; seed_email_unused,"Official site is Marie's Bees consumer shop. ODA listed chocolate/enrobed/vinegars copack; live pages sell their honey line only. Contact JSON has no printed phone or email. Seed 360-224-2387 and marisapapetti@gmail.com unused. Seed city Ferndale; WA filings and local coverage point to Bellingham/Whatcom, not confirmed on the shop. Exclude.",Marie's Bees,sweetmarie dba marie's bees|ferndale|WA
5,Watkins Farm Foods (Almond Blossom Roasted Nuts),Cashmere,WA,https://shopalmondblossom.com/,(509) 888-3857,info@shopalmondblossom.com,Roasted nuts; nut mixes; hand-crafted jams; dried fruit; hazelnut products; gift tins,Own-brand nut roasting and jam making in Cashmere. Cafe plus shop. Contact lists 102 Aplets Way and PO Box 805. No co-pack or private-label offer on pages reviewed.,Retail jars and bags; gift tins and nut wheels,,,unknown,https://shopalmondblossom.com/; https://shopalmondblossom.com/pages/contact; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,brand_only; cafe_and_shop; not_copacker; oda_directory_copack; seed_trap; seed_moq_unused,Official site is Almond Blossom / Watkins Farm Foods retail. Phone (509) 888-3857 and info@shopalmondblossom.com on contact. Seed $200 unused (not a published production MOQ). ODA listed dried fruit/nuts copack; that offer is not on the live shop. Exclude.,Watkins Farm Foods,"watkins farm foods, inc. dba almond blossom roasted nuts|cashmere|WA"
6,"PARTNERS, A Tasteful Choice Company",Des Moines,WA,https://partnerscrackers.com/,800-632-7477,,"Own-brand crackers (Partners, Wisecrackers, All-American); flatbread crackers; cookies and baked goods mentioned on about page","Family bakery in a claimed 150000 sq ft plant near Seattle at 2361 S 211th Street, Des Moines WA 98198. Wholesale of own crackers via Faire. No co-pack or private-label page on the live site.",Retail cracker bags; snack packs; 6-pack cases,,,unknown,https://partnerscrackers.com/; https://partnerscrackers.com/pages/about-us; https://partnerscrackers.com/pages/contact-us; https://partnerscrackers.com/pages/wholesale-and-gift; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,4,brand_only; seed_trap_cracker_brand; city_des_moines_not_seatac; seed_email_unused; seed_certs_unused; trade_press_copack_not_on_site,"Seed trap: may be a cracker brand-only. Live site is the PARTNERS cracker shop. City corrected from SeaTac to Des Moines WA (near SeaTac). Phone 800-632-7477 on contact. Seed caraf@ unused. Seed BRCGS/Organic/Non-GMO/Gluten Free/Kosher unused (not printed as facility certs on pages reviewed). 2022 trade press described contract manufacturing; that offer is not on the 2026 site, so not used. Exclude until an official copack page exists.",PARTNERS A Tasteful Choice Company,partners a tasteful choice company|seatac|WA
7,Whitethorne LLC (Hawthorne Foods),Hudson,NY,https://www.hawthornefoods.com,,,"Fermented vegetables (sauerkraut, kimchi, curtido); ginger carrots and beets; fermented hot sauces (own brand)",Hudson Valley fermentation brand. Live site describes producing ready-to-eat vegetables; products listed sold out; hiring banner. No current co-pack offer on pages reviewed.,Jars (brand SKUs),,,unknown,https://www.hawthornefoods.com; https://www.hawthornefoods.com/products; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-26 00:00:00,NEEDS_REVIEW,3,seed_trap_name_mismatch; whitethorne_dba_hawthorne_foods; brand_site; copack_not_on_current_site; products_sold_out; seed_phone_unused; seed_email_unused; seed_organic_unused,"Seed trap: Whitethorne LLC vs hawthornefoods.com. Identity confirmed: USPTO HAWTHORNE FOODS mark is owned by Whitethorne, LLC, Hudson NY. Live site is the Hawthorne Foods brand (not a copack pitch). Cornell 2017 coverage said the Whitethorne facility copacked for other brands; that offer is not on the 2026 site. Seed (518) 636-4226 and jared@farmferments.com unused. Seed organic unused. Do not list as an active co-packer without a live offer.",Hawthorne Foods,whitethorne llc|hudson|NY
8,"Uncle Jester's Fine Foods, LLC",Dayton,OH,https://www.crazyunclejester.com/,,,,,,,,unknown,https://www.crazyunclejester.com/; https://www.crazyunclejester.com/co-packing/; https://www.pickyourown.org/copackers-Ohio.php,2026-08-26 00:00:00,EXCLUDE,5,dead_or_hijacked_domain; casino_spam; seed_trap; seed_phone_unused; seed_email_unused,crazyunclejester.com and /co-packing/ now serve an unrelated online casino (SpinMeth) rather than a Dayton sauce co-packer. Seed copack page 404s into that spam. Do not revive from BBB/directory listings. Seed 937-550-1025 and info@crazyunclejester.com unused. Exclude as dead/hijacked. Different Dayton plant from Hinkle Fine Foods (Batch 11).,Uncle Jester's Fine Foods,"uncle jester's fine foods, llc|dayton|OH"
9,Woeber Mustard Manufacturing Company,Springfield,OH,https://www.woebermustard.com,1-800-548-2929,,Mustard; horseradish; vinegar; garlic products; mayonnaise; dips; lemon juice; organic SKUs in shop,"Family plant in Springfield OH. Private-label page says they are already a large private-label producer of mustard, horseradish, vinegar, and garlic and can create custom taste profiles or pack a customer recipe. Foodservice partners also listed.",,,,private-label producer,https://www.woebermustard.com; https://www.woebermustard.com/private-label/; https://www.woebermustard.com/pages/contact; https://www.pickyourown.org/copackers-Ohio.php,2026-08-26 00:00:00,VERIFIED,5,private_label_mustard; 110_year_plant; seed_email_unused; seed_kosher_unused; not_first_run_unknown_moq,"Official private-label page confirms custom/private-label mustard, horseradish, vinegar, and garlic from 1966 Commerce Circle, Springfield OH. Phone 1-800-548-2929 and fax 1-937-323-1099 on contact. Seed rickschmidt@woebermustard.com unused. Seed kosher unused (not printed on pages reviewed). No numeric MOQ. Long-established condiment plant, not a documented first-run shop.",Woeber Mustard Mfg. Co.,woeber mustard mfg. co.|springfield|OH
