,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,South Amboy Kitchen LLC,South Amboy,NJ,https://www.southamboykitchen.com/,(732) 377-2271,southamboykitchen@gmail.com,Shared commercial kitchen stations; co-packing and co-manufacturing for food brands,"Official site is a shared culinary hub with a dedicated co-packing page. Co-pack copy covers sourcing, packaging, and shipping. Contact lists 236 N Stevens Ave, South Amboy, NJ 08879. Form offers Kitchen Rental or Co-Packing. Also (848) 228-6707.",,,,shared kitchen/incubator,https://www.southamboykitchen.com/; https://www.southamboykitchen.com/co-packing/; https://www.southamboykitchen.com/about-us/; https://www.southamboykitchen.com/contact/; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-26 00:00:00,VERIFIED,4,shared_kitchen; copack_offered; no_published_numeric_moq; cloudflare_on_apex_fetch,Do not auto-EXCLUDE. Live co-pack page exists beside rental stations. No product-type list or numeric MOQ on retrieved pages. Info@SouthAmboyKitchen.com also printed. Seed phone and gmail match the contact page.,South Amboy Kitchen LLC,south amboy kitchen llc|south amboy|NJ
1,Stiritup Inc.,Garfield,NJ,https://stiritup.com,,,"Directory-listed shrink sleeve, homogenizing, portion-cup fill, dry and liquid bag fill, kitting (not confirmed on a live company site)",Seed stiritup.com redirects to a Synergy Technologies domain-for-sale page. Specialty Food Resource listed Garfield processes and Vineet Bokaria. No live company site restates copack. Not Stir Foods and not Trillium Foods.,,,,unknown,https://stiritup.com; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,NEEDS_REVIEW,2,dead_website; domain_for_sale; directory_only; not_stir_foods; not_trillium; seed_phone_unused; seed_email_unused; seed_organic_unused,"Hold. Domain is for sale. Seed 917-573-9783, vb@stiritup.com, and organic were not on a live company page. Do not merge with Stir Foods or Trillium (Batch 07 AL / Batch 12 PA).",Stiritup Inc.,stiritup inc.|garfield|NJ
2,East Coast CoPacking,Brooklyn,NY,http://www.eastcoastcopacking.com,,,"Directory-listed juices, smoothies, dry pouch, dehydration, HPP beverages (not confirmed on a live company site)",eastcoastcopacking.com returns Squarespace Website Expired on HTTP and HTTPS. Cornell and PickYourOwn still list Brooklyn copack. Distinct from East Coast Crush and Co-Pack in the Finger Lakes.,,,,unknown,http://www.eastcoastcopacking.com; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-26 00:00:00,NEEDS_REVIEW,2,website_expired; directory_only; seed_phone_unused; seed_email_unused; seed_certs_unused; not_east_coast_crush,"Hold until a live origin restates copack. Seed 347-662-2900, info@eastcoastcopacking.com, and SQF/organic/GF/kosher/Non-GMO were directory-only. Do not import as a live Brooklyn plant.",East Coast CoPacking,east coast copacking|brooklyn|NY
3,Glen Copack,Watkins Glen,NY,https://www.glencopack.org/,607-535-3549,contact@glencopack.org,"Acidified and low-acid sauces, dressings, mustards, ketchups, pickled foods, butters, salsas, syrups, condiments; dry rubs, seasoning blends, bread and cake mixes","Live glencopack.org: FDA-registered food manufacturing and packaging. Wet-fill kitchen uses Hot Fill Hold or water-bath in hermetically sealed containers. Dry fill packaging and labeling. DBA of The Arc of Chemung-Schuyler at 203 12th Street. Site states they are not certified for juices, beverages, dairy, meat, baby food, fermented foods, or pet foods. Copy mentions more than a decade guiding food entrepreneurs.",Hermetically sealed containers; bottles; dry-fill packs,,FDA registered; NYS Department of Agriculture and Markets licensed,co-packer,https://www.glencopack.org/; https://www.glencopack.org/services; https://www.glencopack.org/about; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,VERIFIED,5,daily_merge_row; social_enterprise; startup_language; no_published_numeric_moq; seed_email_unused,Not in Batches 01-18 cleaned. Seed GlenCopack@arcofschuyler.org unused; footer prints contact@glencopack.org. No numeric MOQ. Named third-party GFSI marks were not on retrieved pages. Close the 2026-08-22 daily-merge Glen Copack row with this digest.,Glen Copack,glen copack|watkins glen|NY
4,Prime Solutions - BLDG E,Granville,OH,https://www.primesolutionspackaging.com,,,Chemical liquid and powder packing (not food or beverage),"primesolutionspackaging.com returns Wix ConnectYourDomain 404. Public company listings describe EPA chemical contract packing (auto, pet, home, janitorial) at 3825 Columbus Rd Building E, not a food copacker.",,,,unknown,https://www.primesolutionspackaging.com; https://www.pickyourown.org/copackers-Ohio.php,2026-08-26 00:00:00,EXCLUDE,5,seed_trap_packaging_chemical; website_404; not_food_bev; seed_phone_unused; seed_email_unused,Seed trap confirmed. Not a food or beverage manufacturer. Seed (614) 400-5484 and cs@primechemco.com unused. Do not list for first-product food runs.,Prime Solutions - BLDG E,prime solutions - bldg e|granville|OH
5,Aloha From Oregon,Eugene,OR,https://www.alohafromoregon.com/,1-800-241-0300,,Jams; jellies; marmalades; preserves; syrups,"Brand kitchen with a live co-packing page. 4000 square foot commercial kitchen in Eugene. Small-batch production of customer recipes after NDA, sample/pH assessment, and paid test batches. Fees and quantities set when a test batch is requested. Footer: 1471 Railroad Blvd #6, Eugene, OR 97402.",Glass jars and bottles (retail); plastic containers (foodservice),,,co-packer,https://www.alohafromoregon.com/; https://alohafromoregon.com/copacking-with-aloha-from-oregon/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,brand_with_copack; small_batch; no_published_numeric_moq; seed_phone_unused; seed_email_unused,Good first-jar fit on paper (small-batch jam/jelly). Seed 541-343-5519 and office@alohofromoregon.com unused; homepage prints 1-800-241-0300. No numeric MOQ. No named certs on retrieved pages.,Aloha From Oregon,aloha from oregon|eugene|OR
6,Classic Foods,Portland,OR,https://classic-foods.com/wp/,503-234-9387,info@classic-foods.com,"Custom spice blends; own-brand fresh pasta, ravioli, tortellini, gnocchi","Spice Box page: blend and package the customer's spice recipe. Published 25 lb batch minimum and $150 R&D fee. Also Portland's specialty food distributor since 1984. Fresh pasta is made in-house for Classic Foods' own line, not described as third-party pasta copack. 817 NE Madrona St.",Spice packs from 1 lb to 25 lb,25 lb custom spice blend,,co-packer,https://classic-foods.com/wp/; https://classic-foods.com/wp/spices/; https://classic-foods.com/wp/about/; https://classic-foods.com/wp/contact-us/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,4,spice_copack; pasta_is_own_brand; also_distributor; r_and_d_fee_150_not_moq; seed_email_unused,"List for spice blending, not as a pasta copacker. $100 delivery minimum is wholesale, not copack MOQ. Seed jakeg@classic-foods.com unused; footer prints info@classic-foods.com. sales@classic-foods.com is on the credit-app steps.",Classic Foods,classic foods|portland|OR
7,Eola Bottling (Oregon Rain),Gervais,OR,https://www.oregon-rain.com/,,,Bottled water (historical; not confirmed on a live company site),oregon-rain.com redirects to an Expired Domains / Afternic for-sale listing. Historical identity: Eola Bottling bottled Oregon Rain and Oregon Springs water and offered private label. No live company origin restates bottling.,,,,unknown,https://www.oregon-rain.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,dead_website; domain_for_sale; identity_eola_is_oregon_rain; seed_phone_unused; seed_email_unused; do_not_revive,Identity check: Eola Bottling and oregon-rain.com are the same historical bottled-water business. Domain is for sale. Seed 503-588-4010 and rainfam@rocketmail.com unused. Do not revive from the ODA locator.,Eola Bottling (Oregon Rain),eola bottling|gervais|OR
8,Ever Fresh Fruit Company,Boring,OR,https://everfreshfruit.com/,800-239-8026,,"Custom fruit preparations, flavor bases, bakery fillings, variegates, and inclusions for frozen dessert, cultured dairy, bakery, and specialty beverage","Live everfreshfruit.com: custom-formulated ingredient systems, not a finished-goods jar copacker. Copy claims flexible small-to-high-volume manufacturing. Contact lists Boring, OR office at 35855 S.E. Kelso Road and an Indiana facility at 7916 S Warren Road, Warren, IN.",,,SQF; HACCP,co-manufacturer,https://everfreshfruit.com/; https://everfreshfruit.com/about/; https://everfreshfruit.com/contact/; https://everfreshfruit.com/quality/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,4,industrial_ingredient; not_first_run; also_warren_IN; seed_email_unused; no_published_numeric_moq,Contract fruit-ingredient maker for brands (site names frozen-dessert and dairy customers). Steep for a first SKU. Seed info@everfreshfruit.com unused. Quality page claims SQF and HACCP for themselves; GFSI is required of their suppliers. No numeric MOQ.,Ever Fresh Fruit Company,ever fresh fruit company|boring|OR
9,Sportsmen's Canning (formerly Sportsmen's Cannery),Ilwaco,WA,https://sportsmenscanning.com/,360-777-1211,admin@sportsmenscanning.com,Own-brand canned salmon and tuna; custom canning of a fisher's catch,"Live site is a Port of Ilwaco seafood market and custom-catch cannery under new Trusty family stewardship. Custom canning is processing the customer's fish, not co-packing a branded recipe. Seed Winchester Bay, OR is unused.",Cans,,,brand with co-pack mention,https://sportsmenscanning.com/; https://sportsmenscanning.com/contact/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,custom_catch_not_brand_copack; city_corrected_ilwaco; state_corrected_WA; seed_city_winchester_bay_unused; seed_phone_unused; seed_email_unused,"Not a founder copacker. Homepage also prints 503-791-0319 for custom canning or selling fish. Seed 541-271-3293 and winbayfisheries@charter.net unused. 100% Organic is a homepage claim, not a named cert used here.",Sportsmen's Canning,sportsmen's canning|ilwaco|WA
