,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Portland Specialty Baking Co.,Portland,OR,https://www.pdxbaking.com/,503-228-4975,,Bagels; muffins; specialty baked items (wholesale bakery),"Live site is a wholesale bakery listing bagels, muffins, and specialty items. No co-pack, private-label, or contract-manufacturing offer on retrieved pages.",,,,unknown,https://www.pdxbaking.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,not_a_copacker; wholesale_bakery_brand; seed_email_unused; oda_directory_only_copack,"Live pdxbaking.com confirms a Portland wholesale bakery at 3423 NE 172nd Place, 503-228-4975. ODA locator listed it as a co-packer; that offer is not on the live site. Seed email Brad.Jorgenson@tgfbaking.com unused (same IP host as pdxbaking.com, not printed). Nearby Quality Harvest Foods at 3434 NE 170th Pl is a different plant. Do not list as a founder co-packer.",Portland Specialty Baking Co.,portland specialty baking|portland|OR
1,Premium Growers LLC,Salem,OR,https://premiumgrowers.com/,,,Farm-direct Oregon hazelnuts; seasoned and chocolate-covered hazelnut snacks (own brand),"5th-generation farm that grows, air-roasts, and sells its own hazelnut snacks and gift boxes. No co-pack or private-label offer on retrieved pages.",Retail bags (5 oz and 1 lb); gift boxes,,,unknown,https://premiumgrowers.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,EXCLUDE,5,brand_only; farm_direct_snacks; not_a_copacker; seed_phone_unused; seed_email_unused,"Live site is a Salem farm-direct hazelnut snack shop. ODA locator listed hazelnuts, chocolate-covered hazelnuts, boba pearls, and popcorn as co-pack; boba and popcorn are not on live pages and co-pack is not offered. Seed phone 503-592-7176 and bob@premiumgrowers.com unused. Gluten-free / non-GMO marketing on snack copy is not a published plant cert. Do not list as a co-packer.",Premium Growers LLC,premium growers llc|salem|OR
2,Quality Harvest Foods,Portland,OR,https://qualityharvestfoods.com/,,,"Individually frozen fully finished sweet and savory bakery; filled handhelds, sticks, bites, pull-aparts; pizza crust heritage line","Premier contract manufacturer of custom bakery. 150,000 sq ft Portland plant running 24 hours. In-house R&D, dual filling, custom dough flavors and shapes. Advanced packaging and logistics near PDX / I-84 / I-205. CenterGate Capital investment noted 2021; rebranded to Quality Harvest Foods 2024.",Individually wrapped oven/microwave-safe wrappers; multi-packs; resealable stand-up pouches; bulk,,BRCGS Food Safety Certification (annually since 2012; A+ unannounced Q1-2023; A rating Q2-2024); FDA approval claimed,co-manufacturer,https://qualityharvestfoods.com/; https://qualityharvestfoods.com/quality/; https://qualityharvestfoods.com/contact/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,VERIFIED,5,industrial_scale; first_run_unlikely; seed_phone_unused; seed_email_unused; seed_moq_unused,"Official site confirms frozen bakery contract manufacturing at 3434 N.E. 170th Pl., Portland, OR 97230, 270+ employees. BRCGS published. Seed phone 503-252-3006 unused (contact form only). Seed CEO/customer-service contact form unused as public_email. Seed MOQ 50,000 cases per year not on live pages. Industrial, not a first-run kitchen.",Quality Harvest Foods,quality harvest foods|portland|OR
3,Rallenti Pasta,Portland,OR,https://www.rallentipasta.com/,,,Pasta (site is a thin Squarespace lander; product line not enumerated on retrieved pages),"Official site is a one-page Squarespace lander (Imagine the Pasta-bilities) with cart chrome and no co-pack, private-label, cert, or process copy. Seed listed gluten-free / organic pasta co-pack from the ODA locator; that offer is not on the live site.",,,,unknown,https://www.rallentipasta.com/; https://www.rallentipasta.com/home; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-26 00:00:00,NEEDS_REVIEW,2,thin_site; seed_name_was_ralenti; possible_typo_ralenti_vs_rallenti; seed_phone_unused; seed_email_unused; directory_only_copack,Seed trap: Ralenti Pasta vs rallentipasta.com. Live brand is Rallenti Pasta. Site exists but has almost no public manufacturing copy. Seed phone 503-702-7001 and adam@rallentipasta.com unused. Seed gluten-free / organic / 3rd-party audits unused (not on live pages). Do not VERIFIED until co-pack or plant details appear on the company site. Do not invent a pasta co-pack from the directory row.,Rallenti Pasta,rallenti pasta|portland|OR
4,Tropical Bottling Corp.,Medley,FL,https://tropicalbottling.com/beverage-copacker/,,,,Seed URL DNS NXDOMAIN on 2026-08-26 (WebFetch 500 then curl could not resolve). Do not revive directory beverage co-pack claims.,,,,unknown,https://tropicalbottling.com/beverage-copacker/; https://www.pickyourown.org/copackers-Florida.php,2026-08-26 00:00:00,EXCLUDE,5,domain_dead; dns_nxdomain; possible_closed; seed_phone_unused; do_not_revive,tropicalbottling.com does not resolve. PickYourOwn listed a Medley FL beverage co-packer at 786-631-5549; that phone is unused because it is directory-only. Third-party pages still scrape the dead URL. Do not import as a live plant.,Tropical Bottling Corp.,tropical bottling corp|medley|FL
5,Longmeadow Foods,Gray,ME,https://www.pembertonsgourmetfoods.com/,207-657-6446,info@pembertonsgourmetfoods.com,"Same Gray ME plant as Pemberton's Gourmet Foods (sauces, jams, dessert toppings). See Pemberton's row.",PickYourOwn listed Longmeadow Foods and Pemberton's Foods as separate Gray ME co-packers at the same 32 Lewiston Road Building 1B address and 207-657-6446. Live site is Pemberton's Gourmet Foods only. Seed pembertonsgourmet.com is DNS NXDOMAIN; canonical pembertonsgourmetfoods.com.,,,,co-packer,https://www.pembertonsgourmetfoods.com/; https://www.pembertonsgourmetfoods.com/small-batch-co-packing; https://www.pickyourown.org/copackers-Maine.php,2026-08-26 00:00:00,EXCLUDE,5,within_batch_dupe; seed_url_dead; alias_of_pembertons; do_not_import_twice,"Within-batch duplicate of Pemberton's Gourmet Foods. Same Gray plant, same phone, same seed URL. Longmeadow Foods is a directory alias, not a second plant. Import the Pemberton's Gourmet Foods row only. Master key matches the live Pemberton's row.",Pemberton's Gourmet Foods,pemberton's gourmet foods|gray|ME
6,Pemberton's Gourmet Foods,Gray,ME,https://www.pembertonsgourmetfoods.com/,207-657-6446,info@pembertonsgourmetfoods.com,"Pasta and pizza sauces; salsas; preserves, jams, and jellies; mustards, relishes, and condiments; marinades, grilling, and seafood sauces; dessert toppings; tapenades and chutneys; salad dressings","Small-batch co-packing and start-to-finish private label. In-house chef and test kitchen, process reviews, nutritional labels, test batches. Cold and hot fill. Range of viscosity and particulate size. 10,000 sq ft facility at 32 Lewiston Road, Building 1B, Gray, ME 04039.",Glass 4 oz to 128 oz; plastic 1 gallon to 5 gallon; retail and foodservice,,SQF certified manufacturing facility; MOFGA organic certified,co-packer,https://www.pembertonsgourmetfoods.com/; https://www.pembertonsgourmetfoods.com/small-batch-co-packing; https://www.pembertonsgourmetfoods.com/our-story; https://www.pembertonsgourmetfoods.com/contact-us; https://www.pickyourown.org/copackers-Maine.php,2026-08-26 00:00:00,VERIFIED,5,first_run_possible; seed_url_was_pembertonsgourmet_com; within_batch_canonical_vs_longmeadow,Live Pemberton's Gourmet Foods site confirms co-pack and private label in Gray ME. Seed website pembertonsgourmet.com is dead; use pembertonsgourmetfoods.com. Phone 207-657-6446 and info@pembertonsgourmetfoods.com on the contact page. Orders@ for product orders. No numeric MOQ. Strong small-batch copy for sauce/jam founders. Do not also import Longmeadow Foods.,Pemberton's Gourmet Foods,pemberton's gourmet foods|gray|ME
7,King's Cupboard (West Fork Creations),Red Lodge,MT,https://www.kingscupboard.com/,406-446-3060,info@kingscupboard.com,Chocolate and caramel dessert sauces; organic caramel and hot fudge; own brand plus private label,"Private-label dessert sauces since 1990. Custom flavors, jar size/style options, claimed 60-day ideation-to-production. Legal entity West Fork Creations, Inc. dba King's Cupboard (2021 sale announcement). Plant at 15 Pepsi Drive, Red Lodge, MT 59068.",Jars (including 7.7 oz size on retail pages); bulk wholesale,500 jars per flavor (published on private-label page),"BRC / GFSI facility (annual BRC audits by AIB, three consecutive Grade AA claimed); HACCP; OU Kosher; USDA Organic (Montana Department of Agriculture); Non-GMO Project Verified on organic SKUs; gluten-free per FDA",private-label producer,https://www.kingscupboard.com/; https://www.kingscupboard.com/pages/private-label; https://www.kingscupboard.com/pages/about-us; https://www.kingscupboard.com/pages/food-safety; https://www.kingscupboard.com/pages/contact-us; https://www.pickyourown.org/copackers-Montana.php,2026-08-26 00:00:00,VERIFIED,5,seed_name_was_west_fork_creations; dba_kings_cupboard; first_run_possible; private_label_email_dave,"Seed trap: West Fork Creations vs kingscupboard.com. Live brand is King's Cupboard; West Fork Creations is the legal/dba manufacturer in Red Lodge. Private-label page publishes 500 jars per flavor. Contact 406-446-3060 or 1-800-962-6555, info@kingscupboard.com; private-label outreach dave@kingscupboard.com. This is dessert-sauce private label, not a general recipe co-packer.",King's Cupboard (West Fork Creations),king's cupboard|red lodge|MT
8,"Allied Old English, Inc.",Port Reading,NJ,https://www.alliedoldenglish.com/,732-636-2060,,"Jams and jellies; Chinese sauces and mustards; salsa; barbecue and wing sauces; drinks and drink mixes; dips; fudge sauces; salad dressings and vinaigrettes; soups; syrups; oils and vinegars; other liquid condiments. Own brands include AH-SO, Plantation, Saucy Susan, Wing-Time, Sun Luck.","Third-generation family specialty-food manufacturer (founded 1951) offering private-label creation and bottling. Three production lines in two departments. Lab formula refinement. Label design. 100 Markley Street, Port Reading, NJ 07064.",Glass or plastic; 4 oz to 32 oz on four-head Simplex filler (hot or cold); 4 oz to 1 gallon on 30-head filler (hot or cold liquids with small particles / low viscosity); up to 100 bottles per minute claimed,,,private-label producer,https://www.alliedoldenglish.com/; https://alliedoldenglish.com/private-label/; https://www.alliedoldenglish.com/contact-us; https://www.umass.edu/agriculture-food-environment/sites/ag.umass.edu/files/co-packers_2021.pdf,2026-08-26 00:00:00,VERIFIED,5,first_run_unknown; not_in_batches_01_14; seed_email_blank,Official site confirms private-label bottling at Port Reading. Phone (732) 636-2060 on homepage and contact. No public email. No numeric MOQ. Not present in Batches 01-14 cleaned.csv. Mid-size private-label copy; unpublished floors may be high for a first SKU.,"Allied Old English, Inc.",allied old english|port reading|NJ
9,MetaBrand LLC,Edison,NJ,https://www.metabrandcorp.com/,(732) 986-9142,,Sports drinks; energy shots/drinks; nootropic RTDs; teas; plant-based elixirs; alcohol-infused RTD cocktails; mixers; blended spirits,Independent beverage formulation and owned FDA and TTB registered manufacturing/co-pack plant in Edison NJ. Formulates in-house and also packs client formulas. GMP claimed. Curl hits a bot-wall; WebFetch retrieved live pages.,,,FDA registered facility; TTB registered facility (claimed on services/home pages),co-packer,https://www.metabrandcorp.com/; https://metabrandcorp.com/services/; https://www.metabrandcorp.com/contact; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-26 00:00:00,VERIFIED,4,alcohol_adjacent; first_run_possible; seed_email_blank; cornell_hot_cold_fill_unused; curl_bot_wall,"Official site confirms beverage formulation plus owned-plant co-packing in Edison. Phone (732) 986-9142 on the contact page. No public email. Cornell listing (hot fill, cold fill PET/glass, cans, QAI pending, kosher) not repeated on live pages and unused. Alcohol RTDs are in scope; TTB registration claimed. No numeric MOQ.",MetaBrand LLC,metabrand llc|edison|NJ
