,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,"Rocky Mountain Food Factory, Inc.",Englewood,CO,https://www.rockymtnfoodfactory.com,(303) 761-3330,mercedesrh@earthlink.net,Salad dressings; baked goods (empanadas); meatloaf; ethnic and American ready-to-eat foods; sauces; meat fillings,Recipe development; food manufacturing; co-packing; product scale-up; label/nutrition support,,,SQF; HACCP; USDA/FDA inspected facility (claimed on site),co-packer,https://www.rockymtnfoodfactory.com; https://www.pickyourown.org/copackers-Colorado.php,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; usda_facility,Official Wix site confirms co-packing for restaurants/schools/grocery plus recipe development. SQF and top 5% USDA plant safety claim on About. Seed email retained (not shown on homepage). Owner Mercedes Huang named on site.,"Rocky Mountain Food Factory, Inc.","rocky mountain food factory, inc.|englewood|CO"
1,Scale Food Labs,Golden,CO,https://www.scalefoodlabs.com,973-767-9060,hello@scalefoodlabs.com,Food; beverage; supplement concepts (formulation through manufacturing readiness),Strategy; product development/formulation; pilot and small-scale manufacturing; commercial ingredient sourcing; manufacturing readiness,,Pilot/small-scale runs from $3.5k (published as Low MOQs Starting @ $3.5k),FDA-certified facility (claimed on site),co-manufacturer,https://www.scalefoodlabs.com; https://www.scalefoodlabs.com/contact; https://docs.google.com/spreadsheets/d/e/2PACX-1vTA82aZVxeliPx-7GKPe7UKKzNEvBS9jN1dqVN-U1jqUXflespT9AdkVYHek7RlyVZT68pBUrjIycL3/pub?gid=560248172&single=true&output=csv,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; pilot_plant; spend_moq_not_unit,Site confirms strategy/development/manufacturing under one roof with FDA-certified pilot runs. Address 15874 W 6th Ave Golden CO on contact. Seed phone not shown on contact page; public email matches site.,Scale Food Labs,scale food labs|golden|CO
2,"Silver State Foods, Inc.",Denver,CO,https://www.silverstatefoods.com,(303) 433-3351,Info@Silverstatefoods.com,Pasta sauces; BBQ sauces; hot sauces; salsas; Italian foods (own brands plus co-pack),Co-packing; bringing customer products to market (capabilities brochure linked on Co-Packing page),,,,co-packer,https://silverstatefoods.com/pages/our-brands; https://silverstatefoods.com/pages/contact; https://www.pickyourown.org/copackers-Colorado.php,2026-08-22 00:00:00,VERIFIED,4,brand_portfolio_also; brochure_gated,Shopify Co-Packing page (handle our-brands) states they specialize in helping bring products to market and links a capabilities brochure. Primary storefront is own sauce brands. Contact email Info@Silverstatefoods.com and phone on site. Seed email tom@ not used; site contact used.,"Silver State Foods, Inc.","silver state foods, inc.|denver|CO"
3,The Spice Guy,Denver,CO,https://www.thespiceguyco.com,(303) 482-1620,zach@thespiceguyco.com,Spice blends; seasonings; herbs; custom dry blends; bottled spice products,Co-packing; private labeling; custom blending; bottling; ingredient sourcing,Bottles; bags; shakers; bulk boxes,Custom blending/bottling 504 units per SKU/flavor; private label 100 units per item (published FAQ),FDA approved/inspected facility (claimed on co-pack page),co-packer,https://www.thespiceguyco.com/pages/co-packing-and-private-labeling; https://www.thespiceguyco.com; https://www.pickyourown.org/copackers-Colorado.php,2026-08-22 00:00:00,VERIFIED,5,startup_friendly; low_moq; city_updated_manufacturing,Dedicated co-packing and private labeling page with published MOQs and pricing examples. Manufacturing address 411 Lipan St Denver; retail Edgewater. Seed city was Aurora; city set to Denver manufacturing. Seed email retained.,The Spice Guy,the spice guy|denver|CO
4,Lochmead Dairy,Junction City,OR,https://www.lochmead.com,541-998-8544,info@lochmead.com,Milk; ice cream; sherbet; juice (own brand),,,,,unknown,https://www.lochmead.com/home; https://www.darimart.com/about/lochmead-dairy/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,EXCLUDE,5,brand_only; not_copacker; directory_copack_unverified_on_site,Official site and Dari Mart pages describe vertically integrated own-brand dairy for Dari Mart stores. No co-pack or private-label manufacturing offer found on company materials. Listed on ODA PNW co-packer locator but not confirmed on site. Public email updated to info@lochmead.com from site.,Lochmead Dairy,lochmead dairy|junction city|OR
5,Muirhead Canning Company,The Dalles,OR,https://www.muirheadcanning.com/,541-298-1660,info@muirheadcanning.com,Canned fruit; applesauce; fruit butter; jams/preserves; freeze-dried fruit; maple syrup,Custom canning for orchards/fruit stands/farmers; custom jam and preserves; wholesale freeze-drying (from 2026); recipe customization; label design referral,Cans; jars,,,co-packer,https://www.muirheadcanning.com/customcanningandfreezedrying; https://www.muirheadcanning.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,VERIFIED,5,farm_partner_focus; also_own_brand,Wholesale page confirms custom canning of stone fruits/applesauce/preserves for growers and freeze-drying offering starting 2026. Also sells own Hood-Crest retail products. Seed organic cert not confirmed on pages checked; left blank.,Muirhead Canning Company,muirhead canning company|the dalles|OR
6,"Oregon Coffee Roaster, Inc.",North Plains,OR,https://www.oregoncoffee.com/,(503) 647-5102,mugs3@aol.com,Specialty coffee (Arabica); loose leaf tea; related accessories (own roast/wholesale),,,,,unknown,https://www.oregoncoffee.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,EXCLUDE,5,brand_only; wholesale_roaster; not_copacker,Site is retail/wholesale coffee and tea roaster since 1985. Wholesale pricing offered for cafes/offices; no co-pack or private-label manufacturing program described. Phone on site is 503-647-5102 (seed 800 number not used).,"Oregon Coffee Roaster, Inc.","oregon coffee roaster, inc.|north plains|OR"
7,Oregon Fruit Products LLC,Salem,OR,https://oregonfruit.com/,503-581-6211,GabinoG@oregonfruit.com,Fruit purees; juices; concentrates; aseptic fruit ingredients; canned fruit,Private label custom fruit collaborations; industrial fruit processing; recipe ideation,Aseptic boxes; drums; totes; retail packs,,,private-label producer,https://oregonfruit.com/pages/private-label; https://oregonfruit.com/pages/industrial; https://oregonfruit.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,VERIFIED,5,ingredient_supplier_also; industrial_focus,"Private Label page invites custom fruit collaborations. Industrial page positions aseptic purees/concentrates for beverage and CPG manufacturers. Seed 20,000 lb MOQ and SQF not confirmed on pages checked; left blank. Seed email retained.",Oregon Fruit Products LLC,oregon fruit products llc|salem|OR
8,J. Wilbur Foods,Kenmore,WA,https://www.jwilburfoods.com/,206-795-5210,sales@jwilburfoods.com,Gourmet barbecue sauces; BBQ spice rubs; Bloody Mary flavoring (own brand),,,,,unknown,https://www.jwilburfoods.com/; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,EXCLUDE,5,brand_only; not_copacker,"Official site is a D2C/own-brand sauce and rub storefront. No co-pack, hot-fill, or contract manufacturing offer found. Public email on site is sales@jwilburfoods.com.",J. Wilbur Foods,j. wilbur foods|kenmore|WA
9,Jaspen's Inc.,Monroe,WA,https://www.jaspens.com,360-294-8406,jeremy@jaspens.com,Popcorn; roasted nuts; chocolate/non-chocolate panned products; specialty and extruded snacks,Contract manufacturing; co-packing; packaging and custom pack-out; labeling; case packing; palletizing,Flexible packaging formats; pouch/pillow-style snack packs (per site capabilities),,SQF Certified Facility; HACCP; FDA Registered; Kosher Certified; Non-GMO Capable (claimed on site),co-manufacturer,https://www.jaspens.com; https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,2026-08-22 00:00:00,VERIFIED,5,snack_coman; sqf,Homepage clearly positions as PNW snack co-manufacturer/co-packer with listed certifications. Seed Low MOQ not published as a number on pages checked; left blank. Seed contact retained.,Jaspen's Inc.,jaspen's inc.|monroe|WA
