,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,"Ajinomoto Health & Nutrition North America, Inc.",Itasca,IL,https://www.ajihealthandnutrition.com/,,,Amino acids; dried savory ingredients; food and beverage formulation ingredients; medical nutrition,"Live ajihealthandnutrition.com (redirect from seed ajinorthamerica.com) is the North American amino-acid ingredient company of The Ajinomoto Group. Pages describe industrial formulations that can be blended, packaged, and labeled to customer specifications. No third-party finished-goods co-pack offer for first-run food brands.",,,,unknown,https://www.ajihealthandnutrition.com/; https://www.ajinorthamerica.com/businesses/food-solutions/; https://www.pickyourown.org/copackers-Illinois.php,2026-08-26 00:00:00,EXCLUDE,5,industrial_ingredient; too_large; not_first_run; website_corrected; seed_phone_unused; seed_email_unused; not_a_copacker,"Seed listed Itasca food-solutions copack. Live identity is a global amino-acid and dried-savory ingredient supplier, not a founder co-packer. Seed 773-714-1436 and ajina_csr@ajiusa.com were not on retrieved pages. Do not list for first-product runs.","Ajinomoto Health & Nutrition North America, Inc.","ajinomoto health & nutrition north america, inc.|itasca|IL"
1,"Combined Technologies, Inc. (CTI)",Libertyville,IL,https://www.ctipack.com/,847-968-4855,sales@ctipack.com,Food-grade contract filling; gummy and vitamin bottle fill; pouches; cartons; kitting; nutraceutical packaging,"Contract filling and food-grade packaging since 2000. About page: entered primary food contract packaging in 2012; NSF and SQF certified. Direct plant, not a broker. HQ in Libertyville; production in Bristol, IN. Specialties include gummy bottling, Boardio paper canisters, pouching, cartoning, kitting, blister, and fulfillment.",Bottles; Boardio paper canisters; pouches; cartons; blister; kits; sales displays,,NSF; SQF,secondary packaging,https://www.ctipack.com/; https://www.ctipack.com/about/; https://www.ctipack.com/about/our-locations/; https://www.ctipack.com/services/contract-packaging-services/; https://www.ctipack.com/contact-us/; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,VERIFIED,5,secondary_packaging; nutraceutical_also; plant_bristol_IN; seed_city_tn_unused; small_runs_mentioned; no_published_numeric_moq,"Not packaging equipment. Seed Bristol TN 46507 is wrong; zip 46507 is Bristol, Indiana (503 Bloomingdale Drive). HQ 1860 W. Winchester Rd Ste 203, Libertyville, IL 60048. Locations page prints 847-968-4855 and sales@ctipack.com. Plant also 574-848-0534. Bristol page mentions small production runs. Do not file as a kitchen copacker.","Combined Technologies, Inc.","combined technologies, inc.|libertyville|IL"
2,Food Blends (Oxy Dry Food Blends),Addison,IL,,,,Dry food blending (historical; not confirmed on a live company site),"Seed oxydryfoodblends.com does not resolve. foodblends.com returns an empty 114-byte page. 2011 PR Newswire: CPC Dry Pack acquired Oxy Dry Food Blends at 1208 Swift Rd, Addison. No live company URL restates copack. Do not revive as CPC.",,,,unknown,https://www.prnewswire.com/news-releases/cpc-dry-pack-acquires-oxy-dry-food-blends-124001599.html; https://www.pickyourown.org/copackers-Illinois.php,2026-08-26 00:00:00,EXCLUDE,5,dead_website; seed_website_dns_fail; acquired_2011; do_not_revive; seed_phone_unused; seed_email_unused,Directory still lists Food Blends Addison dry-blend copack. Domain is dead and the 2011 sale closed the independent identity. Seed 630-678-5300 and info@foodblends.com unused. Do not import.,Food Blends (Oxy Dry Food Blends),food blends|addison|IL
3,Henry Broch Foods,Waukegan,IL,https://www.hbroch.com/,847-816-6225,sales@hbroch.com,Ambient dry goods; retail and foodservice dry blends; center-store packaged foods,"Site states ambient contract packaging, co-manufacturing, and private-label manufacturing from R&D through fill. Capabilities page: blending and filling; 26 production lines; 500,000 sq ft Midwest plant. Copy mentions mid-volume runs, startups, and lower minimum order quantities without a numeric floor.",Sachets; pouches; bottles; canisters; cups; cartons; bulk foodservice,,,co-manufacturer,https://www.hbroch.com/; https://www.hbroch.com/capabilities/; https://www.hbroch.com/contact-us/; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,VERIFIED,5,city_corrected_waukegan; seed_city_gurnee_unused; startup_language; no_published_numeric_moq; ambient_dry,"Footer prints 3600 Sunset Ave, Waukegan, IL 60087 with 847-816-6225 and sales@hbroch.com. Seed city Gurnee is unused. Directory also listed 407-376-1824 (Chris Bonatti), which is not on the company site and also appears on the Mincing seed; treat as a directory scrape mix, not a second plant. FDA/USDA standards are claimed; named third-party certs were not printed on retrieved pages.",Henry Broch Foods,henry broch foods|waukegan|IL
4,"Hodgson Mill, Inc.",Effingham,IL,https://www.hodgsonmill.com/,217-347-0105,sales@hodgsonmill.com,Stone-ground flours; cereals; baking mixes; pasta; gluten-free mixes; couscous and side dishes (brand catalog plus copack page),Live hodgsonmill.com still publishes a Co-Manufacture and Private Label page (BRC facility; milling; custom blends including gluten-free; pasta; mac and cheese dinners; couscous). Consumer shop is the brand storefront. 2019 news: Hudson River Foods acquired the brand and moved operations out of state. 2020: 1100 Stevens Avenue Effingham plant sold to Continental Mills. Current production site is not restated on retrieved pages.,Plastic film; stand-up pouch (resealable available); pouch-in-paperboard box; direct-fill paperboard box; 2/5/10/25 lb rolltop paper bag,,BRC (stated on copack page),co-manufacturer,https://www.hodgsonmill.com/; https://www.hodgsonmill.com/pages/co-manufacture-private-label; https://www.hodgsonmill.com/pages/partner-with-us; https://www.prnewswire.com/news-releases/continental-mills-expands-production-capacity-with-purchase-of-175-000-square-foot-facility-adjacent-to-its-current-operation-in-effingham-il-301038377.html; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,NEEDS_REVIEW,2,plant_sold_effingham_2020; brand_acquired_hudson_river_foods; copack_page_still_live; seed_email_tfreeman_unused,Copack page still prints 217-347-0105 and sales@hodgsonmill.com. Homepage customer-service email is info@hudsonriverfoods.com. Seed tfreeman@hodgsonmill.com unused. Do not import as an Effingham IL plant until the company restates where co-manufacture actually runs. Hold.,"Hodgson Mill, Inc.","hodgson mill, inc.|effingham|IL"
5,Kernel Season's LLC,Elk Grove Village,IL,https://kernelseasons.com/,,,"Own-brand popcorn seasonings, toppings, and oil","Seed nomorenakedpopcorn.com is a for-sale stub. Live kernelseasons.com is a Sauer Brands consumer shop for Kernel Season's popcorn toppings. No co-pack, private-label, or contract-manufacturing offer on retrieved pages.",,,,unknown,https://kernelseasons.com/; http://www.nomorenakedpopcorn.com/; https://www.pickyourown.org/copackers-Illinois.php,2026-08-26 00:00:00,EXCLUDE,5,brand_only; not_a_copacker; website_corrected; seed_website_for_sale; seed_phone_unused; seed_email_unused; owned_by_sauer_brands,PickYourOwn still lists copack for gluten-free/kosher/organic popcorn oils. That offer is not on kernelseasons.com. Seed 773-292-4567 and info@kernelseasons.com unused. Do not list as a founder co-packer.,Kernel Season's LLC,kernel season's llc|elk grove village|IL
6,Nu-World Foods,Naperville,IL,,,,Gluten-free ancient-grain ingredients (historical; plant was Dyersville IA per 2018 coverage),"Seed nuworldfoods.com does not resolve. 2018: The Andersons acquired Nu-World Foods assets from Tella Atlantic Holdings. Coverage described a certified organic, kosher, gluten-free plant in Dyersville, Iowa (puffed/popped ancient grains and contract packaging), not a Naperville kitchen. No live Nu-World company URL restates copack. Do not import as The Andersons without a current plant page.",,,,unknown,https://andersonsfood.com/blog/the-andersons-adds-to-portfolio-with-purchase-of-nu-world-foods; https://www.world-grain.com/articles/11048-the-andersons-adds-to-specialty-grains-business; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,EXCLUDE,5,dead_website; seed_website_dns_fail; acquired_2018_andersons; plant_was_dyersville_IA; do_not_revive; seed_phone_unused; seed_email_unused,Directory still lists a Naperville dedicated GFCO allergen-free copack. Independent Nu-World site is gone. Seed 630-369-6819 and customerservice@nuworldfoods.com unused. Do not import.,Nu-World Foods,nu-world foods|naperville|IL
7,BelPak (formerly Proven Partners Group),Elgin,IL,https://belpak.com/,,,Dry mixes; protein and nutraceutical powders; beverage mixes; cereals and grain products; rice and pasta; dry meal kits,"Proven Partners Group unified with Belvika and Coregistics as BelPak. belpak.com contract-manufacturing page: dry mixing, filling, and packaging into finished shelf-ready product, plus secondary packaging, warehousing, and distribution across a 25-plus facility US/Canada network. Elgin plant is listed at 1111 Bowes Rd. Seed trap (broker/finder) is not supported; BelPak is a direct packer/co-man. Industrial scale, not a first-jar kitchen.",,,SQF; HACCP; GFSI; organic; kosher; halal (network-level claims on contract-manufacturing page),co-manufacturer,https://belpak.com/; https://belpak.com/services/contract-manufacturing/; https://belpak.com/services/co-packing-services/; https://belpak.com/about/locations/; https://www.provenpartnersgroup.com/; https://www.pickyourown.org/copackers-Illinois.php,2026-08-26 00:00:00,VERIFIED,4,rebranded_belpak; website_corrected; multi_plant; not_first_run; seed_phone_unused; seed_email_unused; nutraceutical_also; seed_was_broker_trap,"HTTP provenpartnersgroup.com redirects to belpak.com (SiteGround captcha on HTTPS). Elgin remains a listed plant. Seed (224) 238-2084 and cbarrow@provenpartnersgroup.com unused. No public phone on retrieved BelPak pages. Import as BelPak Elgin, not a second Proven Partners row.",BelPak,belpak|elgin|IL
8,Simply Baked Gluten Free LLC,Romeoville,IL,,,,"Gluten-free bakery (historical; cookies, brownies, cakes, breads, batters)",Seed simplybakedglutenfree.com now redirects to an unrelated browser-fingerprint lab (browserleakscheck.com). Chapter 7 bankruptcy filed 28 Feb 2018 (N.D. Ill. 18-05550). Founder LinkedIn lists the copack presidency ending Mar 2018. Do not revive.,,,,unknown,https://www.bkalerts.com/recent-bankruptcy-cases/illinois-northern-bankruptcy-court/1:18-bk-05550/bankruptcy-case-simply-baked-gluten-free-llc; https://www.specialtyfoodresource.com/find-a-business-resource/copackers/,2026-08-26 00:00:00,EXCLUDE,5,closed; chapter_7_2018; domain_hijacked; do_not_revive; seed_phone_unused; seed_email_unused,Directory still lists Christine Welch / 1203 Remington Blvd copack. Company is gone. Seed 630-759-3764 and cwelch@simplybakedglutenfree.com unused. Do not import.,Simply Baked Gluten Free LLC,simply baked gluten free llc|romeoville|IL
9,Van Drunen Farms,Momence,IL,https://www.vandrunenfarms.com/,815-472-6853,,"Freeze-dried, drum-dried, and IQF fruit, vegetable, herb, and grain ingredients; freeze-dried snack solutions","B2B ingredient manufacturer with published custom contract drying (customer supplies raw material), blending, NPD, and packaging including retail pouches. Snack-to-Pack freeze-dried snack program is on the custom-solutions page. Industrial Heartland grower-processor (1,750 acres stated), not a first-run kitchen copacker.",Bag-in-box; totes; retail pouches,,,co-manufacturer,https://www.vandrunenfarms.com/; https://www.vandrunenfarms.com/custom-solutions; https://www.vandrunenfarms.com/contact; https://www.vandrunenfarms.com/facilities; https://www.pickyourown.org/copackers-Illinois.php,2026-08-26 00:00:00,VERIFIED,4,industrial_scale; ingredient_plus_contract_drying; not_first_run; seed_phone_unused; seed_email_unused; b2b_only,"Contact page: 2692 N. State Route 1-17, Momence IL 60954, 815-472-6853. Seed 815-472-3100 and sales@vandrunen.com unused. Site says it cannot fulfill consumer orders. Fine for later-stage freeze-dry/snack work; steep for a first jar.",Van Drunen Farms,van drunen farms|momence|IL
