,company_name,city,state,website,phone,public_email,product_types,manufacturing_capabilities,packaging_formats,moq,certifications,operation_type,source_urls,last_checked_date,status,confidence,flags,quality_notes,master_name,master_dedupe_key
0,Pata Negra LLC,Gloversville,NY,,518-775-1742,info@patanegrausa.com,Dry-cured Spanish-style salami/chorizo and related cured meats (historical/directory),Historical dry-cure manufacturing; Cornell listing described co-pack; current public co-pack offer unclear,,,,unknown,http://www.imperialcopacking.com; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-22 00:00:00,NEEDS_REVIEW,2,dead_website; possible_successor_espuna_llc; do_not_merge; outdated_directory,imperialcopacking.com redirects to non-existent WordPress subdomain. patanegrausa.com DNS fails. Public reporting indicates Espuna LLC later operated the Gloversville cured-meat plant and phone 518-775-1742 still appears on Espuna LLC shipment records. Do not invent a merge; document possible successor for human review. Seed 800 lb minimum not verified on a live company page.,Pata Negra LLC,pata negra llc|gloversville|NY
1,Red Velvet NYC,Mount Kisco,NY,https://www.redvelvetnyc.com/,617-970-7410,luccroels@gmail.com,Gourmet dessert baking kits; cookies; baking kits,,,,,unknown,https://www.redvelvetnyc.com/; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-22 00:00:00,EXCLUDE,5,brand_only; baking_kits_dtc; directory_claim_outdated,"Official site is DTC gourmet baking kits and desserts made in your kitchen. No co-pack, private-label, or contract manufacturing offer found. Cornell directory text claiming cookie dough co-pack/SQF/kosher not reflected on current site. EXCLUDE.",Red Velvet NYC,red velvet nyc|mount kisco|NY
2,Agricultural Incubator Foundation,Bowling Green,OH,http://agincubator.org/,567-395-7921,info@agincubator.org,,Ag teaching/research; greenhouses; business development services (not food co-packing),,,,unknown,http://agincubator.org/; https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,2026-08-22 00:00:00,EXCLUDE,5,nonprofit_ag_incubator; not_copacker,"Official site is a northwest Ohio agricultural nonprofit with land, greenhouses, and education mission. No food co-packing or shared commercial kitchen production offer found. Seed phone 419-823-3099 differs from site 567-395-7921; using site phone. EXCLUDE.",Agricultural Incubator Foundation,agricultural incubator foundation|bowling green|OH
3,"Cassie's Country Cupboard, LLC",Celina,OH,https://www.cassiescountrycupboard.com/,(419) 852-0839,cassie@cassiescountrycupboard.com,Dry spice blends; soup mixes; baking mixes; dry shelf-stable mixes,Co-packing for dry food products; own-brand manufacturing in licensed homestead facility,Bottled spice blends; bagged spice blends; dry mix packaging,Typically 100 of each SKU (published on co-packing blog post),,co-packer,https://www.cassiescountrycupboard.com/blogs/news/co-packing-services-available; https://www.cassiescountrycupboard.com/; https://www.pickyourown.org/copackers-Ohio.php,2026-08-22 00:00:00,VERIFIED,5,small_run_friendly; dry_mix_only; first_run_fit,"Company blog post explicitly offers co-packing for dry products with typical MOQ 100/SKU. States cannot co-pack jams, BBQ sauces, baked goods, frozen, refrigerated, or beverages. Strong Gen Z / first-run fit for dry mixes.",Cassie's Country Cupboard,"cassie's country cupboard, llc|celina|OH"
4,Cobalt International Inc.,Rock Hill,SC,https://cobaltinternational.com/,(803) 830-6675,rparham@cobaltinternational.com,Unknown (directories claim private label / packaging across categories),Private label consulting; packaging; light assembly/rework; warehousing/fulfillment; Amazon fulfillment messaging in cached homepage; food manufacturing depth unclear,,,,secondary packaging,https://cobaltinternational.com/; https://www.pickyourown.org/copackers-South-Carolina.php,2026-08-22 00:00:00,NEEDS_REVIEW,2,site_empty_or_500; fulfillment_heavy; secondary_packaging_likely; unclear_food_mfg,"Live fetch of cobaltinternational.com returned empty/minimal body (WebFetch 500). Search/cache snippets emphasize private label, co-packing, and Amazon fulfillment/light assembly more than primary food manufacturing. www.cobaltinternational.com also empty. Hold for human confirmation before import.",Cobalt International Inc.,cobalt international inc.|rock hill|SC
5,Paciguo Distribution,Dallas,TX,https://paciugo.com/,(214) 682-0114,info@paciugo.com,Gelato (own brand / franchise),,,,,unknown,https://paciugo.com/; https://www.facebook.com/paciugo; https://www.pickyourown.org/copackers-Texas.php,2026-08-22 00:00:00,EXCLUDE,5,gelato_franchise_brand; not_copacker; seed_name_typo_paciugo,Seed Paciguo appears to be Paciugo Gelato. Official site is gelato cafe franchise / retail brand. No co-pack or private-label manufacturing offer found. EXCLUDE.,Paciugo Gelato,paciguo distribution|dallas|TX
6,Culinary Focus & The Spice Guild,Grand Prairie,TX,https://www.culinary-focus.com/,(817) 683-6562,jim@culinary-focus.com,Custom culinary blends; seasonings; product development for foodservice and CPG,Culinary R&D; ideation to prototyping; custom blend production; scale-up support; production facility with QA lab,,,,co-manufacturer,https://www.culinary-focus.com/; https://www.culinary-focus.com/capabilities; https://www.culinary-focus.com/our-facility; https://www.culinary-focus.com/contactus,2026-08-22 00:00:00,VERIFIED,4,rnd_plus_production; spice_blends; phone_updated_from_site,Site presents Culinary Focus & The Spice Guild as innovation center and production facility for custom blends. Seed phone (334) 799-5380 and katherine@ not on contact page; using published Jim Wisniewski (817) 683-6562 / jim@. Seed organic/kosher claims not confirmed on reviewed pages; left blank. Facility described as near DFW; seed city Grand Prairie retained.,Culinary Focus & The Spice Guild,the spice guild|grand prairie|TX
7,Ashman Manufacturing Company,Virginia Beach,VA,https://www.ashmanco.com/,(757) 428-6734,office@ashmanco.com,Acidified sauces; marinades; hot sauces; rubs; salsas; private-label sauces,Co-packing and private label sauce manufacturing; recipe scale-up; Processing Authority review support for acidified foods; nutritional labeling service,Glass and plastic sauce packaging (formats referenced in process; exact SKUs inquire),,Acidified food manufacturing plant; FDA registration process described for acidified products (claimed),co-packer,https://www.ashmanco.com/; https://ashmanco.com/manufacturing/; https://www.pickyourown.org/copackers-Virginia.php,2026-08-22 00:00:00,VERIFIED,5,acidified_sauces; startup_friendly_messaging; batch_size_90_gal,"Manufacturing/co-packing page confirms co-pack for startups through established brands. Batch size for recipe conversion stated as 90 gallons (process detail, not a published retail MOQ; MOQ left blank). Fee amounts for recipe conversion/labeling published but not treated as MOQ.",Ashman Manufacturing Company,ashman manufacturing company|virginia beach|VA
8,Jody's Popcorn,Norfolk,VA,https://www.jodyspopcorn.com/,(757) 422-8646,order@jodyspopcorn.com,Gourmet popcorn; caramel corn; kettle corn; savory and sweet flavors,Own-brand manufacturing; wholesale; Private Label nav item present but links to empty/# target with no offer page body,Retail bags; tins; gift boxes; wholesale displays,,SQF Level 2 (claimed in company blog); Kosher Certified; Gluten Free (homepage badges),brand with co-pack mention,https://www.jodyspopcorn.com/; https://jodyspopcorn.com/pages/about-us; https://jodyspopcorn.com/pages/wholesale; https://www.pickyourown.org/copackers-Virginia.php,2026-08-22 00:00:00,NEEDS_REVIEW,2,brand_primary; private_label_nav_empty; sqf_claimed,Strong DTC/wholesale popcorn brand. Header includes Private Label but destination is empty/# with no co-pack details. Seed minimum quantities not published. Hold until private-label offer page or outreach confirms third-party manufacturing.,Jody's Popcorn,jody's popcorn|norfolk|VA
9,Vermont Pepper Works,South Burlington,VT,https://www.vermontpepperworks.com/,802-598-6419,jeff@vermontpepperworks.com,Hot sauces (brand; historical),Historically offered co-packing (founder bios); current co-pack offer not verifiable on live site,,,,unknown,https://www.vermontpepperworks.com/; https://www.vtfarmtoplate.com/food-system-map/vermont-pepper-works; https://www.pickyourown.org/copackers-Vermont.php,2026-08-22 00:00:00,NEEDS_REVIEW,2,website_ssl_526; brand_status_unclear; historical_copack,vermontpepperworks.com returns Cloudflare SSL error 526 (retry failed). Farm to Plate still lists brand contact. Founder history indicates brand sold and co-pack spun out historically; do not invent current co-pack capacity. Seed 38 gallon minimum not verified on live page.,Vermont Pepper Works,vermont pepper works|s. burlington|VT
